time,action,Xpos,Xth1,Xth2,Xvelocity,Xth1_dot,Xth2_dot,Xddx,Xddth1,Xddth2
0.0,2.20461,0.055851,-0.10385,0.09828,0.875461,-1.940684,2.327653,92.247276,-181.613986,214.878991
0.01,0.0,0.064589,-0.123029,0.1208,0.872417,-1.897507,2.181945,-0.231562,3.609145,-12.904135
0.02,0.0,0.073304,-0.141846,0.142025,0.870776,-1.867911,2.067975,-0.098648,2.330961,-9.946791
0.03,0.0,0.082009,-0.160428,0.162251,0.870394,-1.850364,1.981589,0.020496,1.197283,-7.3817
0.04,0.0,0.090716,-0.178889,0.181736,0.871141,-1.843506,1.919091,0.127059,0.19091,-5.163542
0.05,0.0,0.099435,-0.197329,0.200702,0.872895,-1.846145,1.877224,0.222168,-0.704038,-3.250478
0.06,0.0,0.108177,-0.21584,0.21934,0.875547,-1.857239,1.853125,0.306822,-1.501695,-1.605294
0.07,0.0,0.116949,-0.234499,0.237815,0.878997,-1.875877,1.844282,0.381873,-2.214352,-0.195683
0.08,0.0,0.125759,-0.25338,0.256269,0.883154,-1.901262,1.848478,0.448017,-2.852533,1.00593
0.09,0.0,0.134614,-0.272545,0.274821,0.887929,-1.932697,1.863753,0.50581,-3.425155,2.022815
0.1,0.0,0.143519,-0.292052,0.293575,0.893242,-1.969563,1.888359,0.555678,-3.939733,2.874452
0.11,0.0,0.15248,-0.311952,0.312614,0.899017,-2.011312,1.920727,0.597939,-4.40259,3.577075
0.12,0.0,0.161501,-0.332292,0.33201,0.905176,-2.057455,1.959437,0.632821,-4.819053,4.144201
0.13,0.0,0.170585,-0.353114,0.35182,0.911649,-2.10755,2.00319,0.660477,-5.193646,4.587114
0.14,0.0,0.179735,-0.374455,0.372087,0.918362,-2.161199,2.050793,0.681005,-5.53025,4.915303
0.15,0.0,0.188953,-0.396349,0.392845,0.925245,-2.218039,2.10114,0.694464,-5.832249,5.136846
0.16,0.0,0.19824,-0.418826,0.414116,0.932228,-2.277739,2.1532,0.700879,-6.102649,5.258729
0.17,0.0,0.207597,-0.441912,0.435911,0.939239,-2.339997,2.206008,0.70026,-6.344174,5.287123
0.18,1.282033,0.21945,-0.469292,0.46079,1.429554,-3.124614,2.739941,48.463758,-75.025376,44.287101
0.19,0.0,0.23375,-0.500684,0.487929,1.430362,-3.154912,2.689312,0.087234,-3.345001,-4.631263
0.2,0.0,0.248058,-0.53241,0.514602,1.431246,-3.191192,2.646423,0.087115,-3.897129,-3.98566
0.21,0.0,0.262375,-0.564525,0.540875,1.432056,-3.232581,2.608832,0.072575,-4.368616,-3.566619
0.22,0.0,0.276698,-0.597076,0.56679,1.432652,-3.278331,2.574429,0.044565,-4.770913,-3.344028
0.23,0.0,0.291026,-0.630104,0.592368,1.432905,-3.327799,2.541379,0.003874,-5.113592,-3.292439
0.24,0.0,0.305355,-0.663642,0.617616,1.43269,-3.38043,2.508082,-0.048848,-5.404619,-3.390334
0.25,0.0,0.319678,-0.697721,0.642524,1.43189,-3.435741,2.473137,-0.113065,-5.650577,-3.619507
0.26,0.0,0.33399,-0.732365,0.667069,1.430392,-3.49331,2.43531,-0.188333,-5.856846,-3.96456
0.27,0.0,0.348283,-0.767594,0.691217,1.428088,-3.552761,2.393508,-0.274287,-6.027753,-4.412487
0.28,0.0,0.362549,-0.803425,0.714923,1.424872,-3.61376,2.346759,-0.37062,-6.166684,-4.952321
0.29,0.0,0.376777,-0.839873,0.738133,1.420642,-3.675999,2.294192,-0.477073,-6.276183,-5.574854
0.3,0.0,0.390958,-0.876948,0.760785,1.415297,-3.739193,2.235018,-0.593419,-6.358029,-6.272394
0.31,0.0,0.405079,-0.914659,0.782809,1.408741,-3.803072,2.168521,-0.719453,-6.413295,-7.03857
0.32,0.0,0.419129,-0.953011,0.804129,1.400877,-3.867373,2.094041,-0.85498,-6.442406,-7.868157
0.33,0.0,0.433092,-0.992007,0.824661,1.391611,-3.931834,2.010966,-0.999802,-6.445174,-8.756941
0.34,0.0,0.446956,-1.031647,0.844318,1.380851,-3.996188,1.918722,-1.153712,-6.420844,-9.701599
0.35,0.0,0.460704,-1.07193,0.863003,1.368507,-4.060158,1.816762,-1.316482,-6.368116,-10.699596
0.36,-1.419644,0.472078,-1.111972,0.884124,0.907093,-3.955428,2.416921,-45.88446,8.419803,62.739748
0.37,0.0,0.481092,-1.151897,0.907758,0.895467,-4.029473,2.308208,-1.247637,-7.392255,-11.379613
0.38,0.0,0.489981,-1.192561,0.930254,0.882113,-4.103174,2.189121,-1.424534,-7.342455,-12.44893
0.39,0.0,0.498728,-1.233958,0.951504,0.866951,-4.176213,2.059025,-1.609266,-7.25931,-13.581381
0.4,0.0,0.507314,-1.276081,0.971395,0.849903,-4.248238,1.917288,-1.80143,-7.138869,-14.776955
0.41,0.0,0.51572,-1.318918,0.989809,0.830899,-4.318852,1.763278,-2.000538,-6.976496,-16.036323
0.42,0.0,0.523925,-1.362452,1.006618,0.809871,-4.387612,1.59635,-2.206014,-6.76688,-17.360771
0.43,0.0,0.53191,-1.406663,1.02169,0.78676,-4.454014,1.415845,-2.417187,-6.504072,-18.752145
0.44,0.0,0.539653,-1.451523,1.034887,0.761511,-4.517495,1.221081,-2.633299,-6.181521,-20.212774
0.45,0.0,0.547133,-1.497001,1.046062,0.73408,-4.577423,1.011354,-2.853521,-5.792153,-21.74538
0.46,0.0,0.554327,-1.543057,1.055062,0.70443,-4.633092,0.785929,-3.076965,-5.328483,-23.352962
0.47,0.0,0.561214,-1.589646,1.061726,0.672533,-4.68372,0.544039,-3.302726,-4.782786,-25.038627
0.48,0.0,0.56777,-1.636712,1.065885,0.638371,-4.728448,0.284891,-3.529923,-4.14734,-26.805362
0.49,0.0,0.573974,-1.684192,1.067363,0.601933,-4.766342,0.007658,-3.757761,-3.414775,-28.655727
0.5,0.0,0.579802,-1.732013,1.065975,0.563216,-4.796396,-0.288504,-3.985614,-2.578531,-30.591427
