time,action,Xpos,Xth1,Xth2,Xvelocity,Xth1_dot,Xth2_dot,Xddx,Xddth1,Xddth2
0.0,-1.879338,0.047961,0.002102,-0.031939,-0.820193,1.554591,-2.127379,-78.781145,154.98496,-185.12732
0.01,0.0,0.039795,0.017276,-0.052236,-0.813129,1.482608,-1.938148,0.634937,-6.46867,17.119026
0.02,0.0,0.031693,0.031801,-0.070817,-0.807449,1.424633,-1.783403,0.502596,-5.146405,13.88507
0.03,0.0,0.023642,0.04581,-0.088005,-0.803035,1.379148,-1.659,0.381742,-3.96869,11.045511
0.04,0.0,0.015629,0.059421,-0.104086,-0.799776,1.344787,-1.561206,0.271482,-2.919842,8.557691
0.05,0.0,0.007643,0.072739,-0.119307,-0.79757,1.320338,-1.486716,0.170792,-1.984189,6.379231
0.06,0.0,-0.000326,0.085857,-0.133888,-0.796329,1.304744,-1.432639,0.078639,-1.146998,4.470451
0.07,0.0,-0.008287,0.09886,-0.148019,-0.79597,1.297088,-1.396457,-0.005951,-0.39492,2.795512
0.08,2.316261,-0.0114,0.102247,-0.150396,0.171675,-0.603104,0.877451,96.330139,-185.497726,215.46232
0.09,0.0,-0.009729,0.096658,-0.142703,0.162711,-0.516347,0.665444,-0.85397,8.199407,-19.955644
0.1,0.0,-0.008143,0.09189,-0.137008,0.154563,-0.438693,0.477184,-0.77674,7.346535,-17.7378
0.11,0.0,-0.006635,0.087858,-0.13309,0.147145,-0.369024,0.309622,-0.708063,6.601373,-15.812719
0.12,0.0,-0.005198,0.084486,-0.130756,0.140373,-0.306308,0.15996,-0.647383,5.954608,-14.154227
0.13,0.0,-0.003826,0.081712,-0.12984,0.134171,-0.24961,0.025667,-0.59405,5.396583,-12.735486
0.14,0.0,-0.002513,0.079477,-0.130199,0.128468,-0.198089,-0.095525,-0.547386,4.917875,-11.530477
0.15,0.0,-0.001255,0.077735,-0.131714,0.123201,-0.150997,-0.205629,-0.506727,4.50962,-10.514833
0.16,-2.522311,-0.005343,0.086979,-0.147037,-0.938833,1.979964,-2.805979,-105.578812,206.996989,-243.605657
0.17,0.0,-0.014706,0.106492,-0.17424,-0.934075,1.925352,-2.641267,0.397065,-4.663567,14.538375
0.18,0.0,-0.024029,0.125537,-0.199984,-0.930831,1.88599,-2.513299,0.253901,-3.233996,11.12369
0.19,0.0,-0.033327,0.144256,-0.224612,-0.928941,1.860049,-2.417094,0.126203,-1.976609,8.178896
0.2,0.0,-0.042612,0.162777,-0.248417,-0.928257,1.845913,-2.348232,0.012582,-0.87046,5.648224
0.21,0.0,-0.051896,0.181209,-0.271655,-0.928644,1.842167,-2.302833,-0.08833,0.103979,3.47983
0.22,0.0,-0.061188,0.199651,-0.294541,-0.929983,1.847585,-2.27751,-0.177787,0.96416,1.627523
0.23,0.0,-0.070498,0.218188,-0.317262,-0.932163,1.861099,-2.269306,-0.256882,1.725293,0.051197
0.24,1.523089,-0.07673,0.231231,-0.334059,-0.315588,0.760382,-1.123708,61.252061,-106.514462,105.182874
0.25,0.0,-0.079931,0.239218,-0.34608,-0.324734,0.836689,-1.279223,-0.907665,7.52385,-15.164592
0.26,0.0,-0.083224,0.247959,-0.359619,-0.333753,0.911024,-1.427425,-0.896497,7.349052,-14.490229
0.27,0.0,-0.086606,0.257434,-0.374608,-0.342674,0.983813,-1.569387,-0.88798,7.213653,-13.913948
0.28,0.0,-0.090077,0.267631,-0.390989,-0.35152,1.055419,-1.706003,-0.881553,7.111709,-13.418582
0.29,0.0,-0.093636,0.278539,-0.408712,-0.360311,1.12615,-1.838003,-0.87669,7.037833,-12.988457
0.3,0.0,-0.097283,0.290152,-0.427735,-0.369058,1.196262,-1.965967,-0.872902,6.987208,-12.609408
0.31,0.0,-0.101017,0.302463,-0.44802,-0.377772,1.265966,-2.090342,-0.869744,6.955597,-12.26877
0.32,1.089219,-0.102668,0.311799,-0.466295,0.046961,0.607407,-1.581227,42.27566,-64.139061,46.278167
0.33,0.0,-0.102257,0.31835,-0.483064,0.035325,0.702044,-1.770685,-1.145316,9.267241,-18.390841
0.34,0.0,-0.10196,0.325828,-0.501673,0.024042,0.792932,-1.949497,-1.111643,8.916924,-17.387454
0.35,0.0,-0.101775,0.334198,-0.522022,0.01308,0.880543,-2.118827,-1.081079,8.610877,-16.491719
0.36,0.0,-0.101698,0.343429,-0.544022,0.002411,0.965291,-2.279669,-1.053232,8.343738,-15.687686
0.37,0.0,-0.101726,0.353495,-0.56759,-0.007993,1.047541,-2.432867,-1.027718,8.110661,-14.960795
0.38,0.0,-0.101857,0.364373,-0.592656,-0.018151,1.127613,-2.579125,-1.004181,7.90739,-14.298024
0.39,0.0,-0.102088,0.376041,-0.619152,-0.028083,1.205785,-2.719027,-0.982294,7.730285,-13.687943
0.4,2.421555,-0.097681,0.38109,-0.642056,0.908704,-0.189187,-1.88284,93.508533,-137.890202,78.516079
0.41,0.0,-0.088662,0.379722,-0.66197,0.895276,-0.085411,-2.097707,-1.314308,10.052795,-20.830889
0.42,0.0,-0.079774,0.37936,-0.683968,0.882409,0.01202,-2.299856,-1.259559,9.439409,-19.61448
0.43,0.0,-0.071012,0.379943,-0.707928,0.870074,0.103521,-2.490372,-1.207739,8.866165,-18.503456
0.44,0.0,-0.06237,0.381412,-0.73374,0.858243,0.189478,-2.670275,-1.159056,8.330422,-17.490667
0.45,0.0,-0.053845,0.383715,-0.761301,0.846882,0.270253,-2.840508,-1.113617,7.829321,-16.568541
0.46,0.0,-0.045431,0.386801,-0.790521,0.835959,0.346178,-3.001941,-1.071461,7.359948,-15.729511
0.47,0.0,-0.037125,0.390624,-0.821313,0.825441,0.417555,-3.155368,-1.032578,6.919449,-14.966313
0.48,-1.729967,-0.032315,0.400352,-0.856491,0.137314,1.523398,-3.86344,-68.551475,109.006186,-65.289322
0.49,0.0,-0.030976,0.415833,-0.895552,0.130505,1.572896,-3.948684,-0.680755,4.960504,-8.484153
0.5,0.0,-0.029705,0.431811,-0.935462,0.1237,1.62261,-4.03305,-0.68029,4.982074,-8.384621
0.51,0.0,-0.028502,0.448286,-0.97621,0.116899,1.672547,-4.116315,-0.679687,5.005734,-8.264646
0.52,0.0,-0.027367,0.465263,-1.017784,0.110106,1.722741,-4.198292,-0.679,5.033656,-8.127315
0.53,0.0,-0.026299,0.482742,-1.060171,0.103319,1.773244,-4.278819,-0.678261,5.067969,-7.975233
0.54,0.0,-0.0253,0.500729,-1.103355,0.096541,1.824131,-4.35776,-0.677476,5.110775,-7.81052
0.55,0.0,-0.024369,0.519226,-1.14732,0.08977,1.875496,-4.434998,-0.67662,5.164166,-7.634812
0.56,-2.416106,-0.028117,0.544865,-1.193493,-0.837333,3.24599,-4.768559,-92.030376,134.944261,-23.26605
0.57,0.0,-0.036488,0.57752,-1.241029,-0.836865,3.285999,-4.739434,0.041834,4.328205,2.707741
0.58,0.0,-0.044854,0.610607,-1.288293,-0.836458,3.332452,-4.713836,0.041383,4.958708,2.437629
0.59,0.0,-0.053217,0.644189,-1.335312,-0.835998,3.385106,-4.690181,0.052486,5.569783,2.316287
0.6,0.0,-0.061574,0.678329,-1.382099,-0.835369,3.443808,-4.667064,0.075481,6.169675,2.328035
0.61,0.0,-0.069923,0.713085,-1.428651,-0.834447,3.508483,-4.643216,0.110935,6.76522,2.460711
0.62,0.0,-0.078261,0.748518,-1.474957,-0.833106,3.579115,-4.617477,0.159633,7.36205,2.704909
0.63,0.0,-0.086583,0.784688,-1.520991,-0.831207,3.655741,-4.58877,0.222557,7.964749,3.053344
0.64,-2.894814,-0.100049,0.828208,-1.564326,-1.857511,5.03775,-4.034087,-101.232654,134.580232,69.504279
0.65,0.0,-0.118537,0.878917,-1.603735,-1.839816,5.105341,-3.847654,1.841643,7.142647,18.72595
0.66,0.0,-0.13684,0.93034,-1.641271,-1.820599,5.180351,-3.658935,2.005433,7.847079,19.046706
0.67,0.0,-0.154943,0.982546,-1.676901,-1.799633,5.26204,-3.466171,2.191563,8.478734,19.531132
0.68,0.0,-0.172826,1.0356,-1.710576,-1.776699,5.349685,-3.267832,2.398535,9.038095,20.158723
0.69,0.0,-0.19047,1.089557,-1.742234,-1.751599,5.442558,-3.062573,2.624503,9.523776,20.912885
0.7,0.0,-0.207851,1.144466,-1.7718,-1.724153,5.539907,-2.849194,2.867214,9.932626,21.780683
0.71,0.0,-0.224944,1.200368,-1.799187,-1.694207,5.64094,-2.62661,3.123965,10.259703,22.752769
0.72,-1.780959,-0.244597,1.259633,-1.82011,-2.23359,6.197547,-1.534049,-53.128317,51.040205,116.534307
0.73,0.0,-0.266722,1.321943,-1.833903,-2.191074,6.264055,-1.222995,4.363254,6.516072,31.568632
0.74,0.0,-0.288411,1.384904,-1.844538,-2.146354,6.327345,-0.902241,4.578934,6.113899,32.604708
0.75,0.0,-0.309642,1.448474,-1.851911,-2.09954,6.385756,-0.570439,4.78107,5.537646,33.780039
0.76,0.0,-0.330396,1.512596,-1.855905,-2.050793,6.437455,-0.226143,4.964848,4.768109,35.10564
0.77,0.0,-0.350652,1.577194,-1.856387,-2.00032,6.4804,0.132214,5.125454,3.783031,36.594569
0.78,0.0,-0.370397,1.642168,-1.853208,-1.948377,6.512314,0.506335,5.258183,2.557657,38.260863
0.79,0.0,-0.389616,1.707395,-1.846202,-1.895264,6.530661,0.898064,5.358627,1.065743,40.118326
0.8,-2.587993,-0.412365,1.772295,-1.825441,-2.655641,6.408207,3.278245,-76.40548,-25.047359,245.449332
0.81,0.0,-0.438662,1.835718,-1.790396,-2.603784,6.272288,3.734113,5.149491,-14.816004,46.581413
0.82,0.0,-0.464444,1.897657,-1.75069,-2.552679,6.11122,4.210618,5.070722,-17.423687,48.755187
0.83,0.0,-0.489718,1.957853,-1.706107,-2.502371,5.923251,4.709946,4.991685,-20.189365,51.144248
0.84,0.0,-0.514494,2.016028,-1.656408,-2.452814,5.707014,5.234222,4.922581,-23.068163,53.743247
0.85,0.0,-0.538776,2.071896,-1.601333,-2.403846,5.461652,5.78553,4.87603,-26.003421,56.549613
0.86,0.0,-0.562571,2.125163,-1.540601,-2.355169,5.18693,6.365946,4.867153,-28.927809,59.564156
0.87,0.0,-0.585879,2.175538,-1.47391,-2.306319,4.883333,6.977563,4.913695,-31.764403,62.789137
0.88,-2.765498,-0.613463,2.216968,-1.386179,-3.212271,3.353533,10.592383,-91.007907,-167.567236,369.258984
0.89,0.0,-0.64533,2.248082,-1.276888,-3.159841,2.869428,11.272227,5.592796,-48.352927,69.924549
0.9,0.0,-0.676634,2.274368,-1.160607,-3.099656,2.388806,11.990031,6.487076,-47.632085,73.533305
0.91,0.0,-0.707288,2.295899,-1.036982,-3.029159,1.920466,12.73909,7.665815,-45.811458,75.97494
0.92,0.0,-0.737173,2.312864,-0.905783,-2.9452,1.478741,13.499847,9.189624,-42.156619,75.490783
0.93,0.0,-0.766135,2.325641,-0.767086,-2.8441,1.087695,14.228632,11.096568,-35.433592,68.934223
0.94,0.0,-0.793985,2.334915,-0.621588,-2.722186,0.78647,14.841911,13.330325,-23.892696,51.516313
0.95,0.0,-0.820502,2.341859,-0.47108,-2.57733,0.632168,15.204216,15.614973,-5.891031,18.106092
0.96,-1.329833,-0.847688,2.344245,-0.311548,-2.853198,-0.102433,16.573902,-25.599664,-56.403923,95.242617
0.97,0.0,-0.875265,2.344825,-0.149031,-2.661477,0.269271,15.815674,19.226718,52.139828,-109.548459
0.98,0.0,-0.900935,2.350564,0.002638,-2.474693,0.917123,14.429326,17.895969,75.378373,-163.109928
0.99,0.0,-0.924823,2.363746,0.138214,-2.306579,1.738346,12.642171,15.678798,86.828264,-189.549949
1.0,0.0,-0.947142,2.385536,0.255012,-2.160838,2.622837,10.709879,13.541177,88.838071,-194.114333
1.01,0.0,-0.968103,2.416169,0.352485,-2.034,3.498627,8.795269,11.924596,85.795102,-187.799772
1.02,0.0,-0.987867,2.455365,0.431202,-1.920562,4.332311,6.963737,10.842019,80.798003,-178.451678
1.03,0.0,-1.006543,2.502637,0.49207,-1.815899,5.112942,5.224319,10.139424,75.339052,-169.735244
1.04,-2.232808,-1.028207,2.552378,0.537998,-2.523608,4.800689,4.020165,-72.727983,-41.506676,-102.765499
1.05,0.0,-1.053051,2.603406,0.571215,-2.445824,5.397006,2.633462,7.593278,57.288075,-135.746239
1.06,0.0,-1.077136,2.660163,0.590849,-2.371821,5.946865,1.301548,7.196365,52.715985,-130.81622
1.07,0.0,-1.100503,2.722192,0.5974,-2.302284,6.451137,0.015852,6.68568,48.135477,-126.365868
1.08,0.0,-1.123202,2.78903,0.591318,-2.238775,6.908628,-1.224153,5.977722,43.316482,-121.516144
1.09,0.0,-1.145306,2.860196,0.573098,-2.183653,7.315579,-2.409393,4.996589,37.974414,-115.223961
1.1,0.0,-1.166913,2.935151,0.543379,-2.139985,7.66508,-3.519477,3.678306,31.7651,-106.27322
1.11,0.0,-1.188156,3.013271,0.503068,-2.111366,7.946565,-4.521222,1.984086,24.311866,-93.34865
1.12,0.649241,-1.207844,3.096418,0.450493,-1.829344,8.673873,-5.988011,27.184378,69.762536,-144.153091
1.13,0.0,-1.22619,3.183775,0.386957,-1.84451,8.777094,-6.672574,-2.896798,4.034734,-53.94657
1.14,0.0,-1.244828,3.271521,0.318083,-1.887561,8.749344,-7.046205,-5.685637,-9.653469,-20.26699
1.15,0.0,-1.264031,3.3583,0.247207,-1.957206,8.58399,-7.070348,-8.147658,-23.148978,15.041625
1.16,0.0,-1.284044,3.442778,0.177813,-2.04831,8.292913,-6.75611,-9.933437,-34.48965,46.502359
1.17,0.0,-1.305043,3.523835,0.11301,-2.153157,7.905469,-6.165875,-10.895895,-42.301325,69.785123
1.18,0.0,-1.327126,3.600691,0.055112,-2.263797,7.459027,-5.391154,-11.125252,-46.371867,83.497335
1.19,0.0,-1.350317,3.672935,0.005496,-2.373969,6.987928,-4.523025,-10.844724,-47.41606,88.880819
1.2,0.195191,-1.374241,3.74105,-0.03601,-2.410652,6.632953,-3.771668,-3.616462,-35.99568,76.726506
1.21,0.0,-1.398863,3.805038,-0.069256,-2.512676,6.168248,-2.884403,-9.847094,-45.348004,86.391801
1.22,0.0,-1.42447,3.864496,-0.09388,-2.607552,5.727813,-2.050892,-9.131973,-42.692867,80.09365
1.23,0.0,-1.450991,3.919687,-0.110503,-2.695452,5.314979,-1.285792,-8.457031,-39.872138,72.857214
1.24,0.0,-1.478358,3.97089,-0.119844,-2.776897,4.930338,-0.594809,-7.842546,-37.07431,65.349567
1.25,0.0,-1.506509,4.018385,-0.122649,-2.852516,4.573194,0.021328,-7.291153,-34.38003,57.927752
1.26,0.0,-1.535391,4.062442,-0.119661,-2.922914,4.242349,0.564488,-6.797226,-31.815793,50.772657
1.27,0.0,-1.564952,4.103316,-0.111592,-2.988625,3.936473,1.037834,-6.35194,-29.385483,43.973443
1.28,1.757662,-1.592527,4.143799,-0.101232,-2.528515,4.152853,1.040398,45.37492,19.451678,2.032934
1.29,0.0,-1.618145,4.18387,-0.08871,-2.594369,3.865394,1.453007,-6.363959,-27.543926,37.990675
1.3,0.0,-1.6444,4.221186,-0.072385,-2.655909,3.601529,1.801617,-5.948813,-25.256914,31.820419
1.31,0.0,-1.67125,4.255974,-0.052875,-2.713433,3.359787,2.090935,-5.559457,-23.120311,26.135348
1.32,0.0,-1.698656,4.28845,-0.030748,-2.767164,3.13862,2.325946,-5.189397,-21.143352,20.961289
1.33,0.0,-1.726581,4.31881,-0.00652,-2.81727,2.936375,2.51187,-4.833913,-19.337107,16.319923
1.34,0.0,-1.75499,4.347235,0.019344,-2.86388,2.751293,2.654115,-4.489935,-17.712054,12.226024
1.35,0.0,-1.783848,4.373887,0.046435,-2.907101,2.581521,2.758188,-4.155818,-16.275846,8.684404
1.36,1.848448,-1.810572,4.400812,0.071453,-2.43817,2.800932,2.242546,46.766289,21.105224,-52.19774
1.37,0.0,-1.835156,4.427983,0.094409,-2.478044,2.635205,2.344121,-3.819519,-16.019207,8.833496
1.38,0.0,-1.860122,4.453551,0.118252,-2.514607,2.480031,2.420616,-3.495401,-15.042091,6.537253
1.39,0.0,-1.885437,4.477614,0.142751,-2.547997,2.333867,2.47619,-3.184778,-14.215941,4.64432
1.4,0.0,-1.911071,4.500254,0.167719,-2.578347,2.195246,2.514728,-2.887625,-13.531492,3.124114
1.41,0.0,-1.936994,4.521539,0.193001,-2.605795,2.062808,2.539783,-2.604101,-12.977292,1.94133
1.42,0.0,-1.963178,4.541526,0.21848,-2.630476,1.935314,2.554539,-2.334438,-12.540377,1.057789
1.43,0.0,-1.989595,4.560258,0.244067,-2.65253,1.81166,2.561793,-2.078861,-12.206965,0.434214
1.44,1.739213,-2.013848,4.579392,0.265274,-2.197749,2.009822,1.687435,45.565879,18.179954,-84.929021
1.45,0.0,-2.035918,4.598751,0.282548,-2.215825,1.862551,1.76615,-1.690925,-14.560447,7.519114
1.46,0.0,-2.058157,4.616654,0.300575,-2.231619,1.718448,1.838205,-1.470425,-14.268509,6.911051
1.47,0.0,-2.080543,4.633129,0.319294,-2.245284,1.577033,1.904716,-1.265048,-14.021773,6.408432
1.48,0.0,-2.103056,4.648202,0.338654,-2.256969,1.437881,1.966674,-1.074397,-13.814997,5.997993
1.49,0.0,-2.125677,4.661893,0.358615,-2.26682,1.300619,2.024933,-0.898115,-13.64306,5.666469
1.5,0.0,-2.148387,4.674219,0.379143,-2.274979,1.164922,2.080217,-0.735872,-13.50106,5.40088
1.51,0.0,-2.171171,4.685196,0.400211,-2.281583,1.030515,2.133123,-0.587353,-13.384385,5.188758
1.52,2.612486,-2.190391,4.696977,0.413708,-1.562151,1.316211,0.586143,71.998925,25.694834,-148.547845
1.53,0.0,-2.206038,4.709236,0.420495,-1.566981,1.136392,0.76942,-0.408624,-17.768831,17.776047
1.54,0.0,-2.221726,4.719719,0.42906,-1.57039,0.960775,0.941742,-0.276353,-17.357523,16.692362
1.55,0.0,-2.237442,4.728465,0.439294,-1.57257,0.789178,1.103369,-0.162516,-16.9647,15.637601
1.56,0.0,-2.253174,4.735515,0.451093,-1.573698,0.621415,1.25461,-0.065877,-16.590942,14.615653
1.57,0.0,-2.268913,4.740906,0.464353,-1.573941,0.457293,1.395803,0.014703,-16.23638,13.628042
1.58,0.0,-2.28465,4.744672,0.478976,-1.573454,0.296622,1.527291,0.080267,-15.900799,12.67443
1.59,0.0,-2.30038,4.746849,0.494867,-1.572383,0.139213,1.649406,0.131768,-15.583734,11.753043
1.6,2.567762,-2.312479,4.749369,0.503363,-0.847349,0.357858,0.06763,72.466829,19.864603,-152.780138
1.61,0.0,-2.320951,4.751976,0.505204,-0.84694,0.164677,0.297688,0.070015,-19.031092,22.15569
