time,action,Xpos,Xth1,Xth2,Xvelocity,Xth1_dot,Xth2_dot,Xddx,Xddth1,Xddth2
0.0,2.06815,-0.047704,-0.098991,0.008759,0.992999,-1.761298,2.13397,86.671215,-171.542703,204.653644
0.01,0.0,-0.03779,-0.116341,0.029199,0.990067,-1.711083,1.959763,-0.219356,4.309566,-15.718952
0.02,0.0,-0.027898,-0.133259,0.048063,0.988559,-1.674549,1.818093,-0.083938,3.016552,-12.667696
0.03,0.0,-0.018015,-0.149873,0.065656,0.988339,-1.650245,1.705044,0.038126,1.862065,-9.99022
0.04,0.0,-0.008127,-0.1663,0.082247,0.989278,-1.636857,1.617068,0.147999,0.831456,-7.648392
0.05,0.0,0.001774,-0.182643,0.098071,0.991259,-1.633219,1.550997,0.246835,-0.089748,-5.604362
0.06,0.0,0.011701,-0.198993,0.113331,0.994179,-1.638305,1.504033,0.335696,-0.915025,-3.822756
0.07,0.0,0.021661,-0.215435,0.128207,0.997941,-1.651217,1.473713,0.415503,-1.656477,-2.271747
0.08,0.0,0.031662,-0.232041,0.142853,1.00246,-1.671172,1.457872,0.487028,-2.324696,-0.923439
0.09,0.0,0.041712,-0.248879,0.157406,1.007655,-1.697482,1.454607,0.55089,-2.928784,0.246151
0.1,0.0,0.051817,-0.26601,0.171982,1.013452,-1.729547,1.462234,0.607562,-3.476444,1.25732
0.11,0.0,0.061983,-0.283488,0.186682,1.019782,-1.766834,1.479256,0.657391,-3.974123,2.127016
0.12,0.0,0.072214,-0.301362,0.201594,1.026577,-1.808872,1.504329,0.700604,-4.427156,2.869226
0.13,0.0,0.082516,-0.31968,0.216791,1.033772,-1.855237,1.536238,0.737332,-4.839926,3.495362
0.14,0.0,0.092891,-0.33848,0.232337,1.041302,-1.905544,1.57387,0.767624,-5.216008,4.01465
0.15,0.0,0.103343,-0.357802,0.248284,1.049103,-1.959442,1.616193,0.791461,-5.558314,4.434488
0.16,0.0,0.113874,-0.37768,0.264674,1.05711,-2.016604,1.662245,0.808774,-5.869219,4.760785
0.17,0.0,0.124486,-0.398144,0.281539,1.065256,-2.076728,1.711113,0.819457,-6.150686,4.998274
0.18,0.0,0.135179,-0.419223,0.298902,1.073476,-2.139526,1.76193,0.823382,-6.404366,5.150795
0.19,0.0,0.145955,-0.440943,0.316781,1.081701,-2.204729,1.813861,0.820408,-6.6317,5.221543
0.2,0.0,0.156813,-0.463325,0.335181,1.089861,-2.272079,1.866104,0.810393,-6.833992,5.213288
0.21,0.0,0.167752,-0.486391,0.354101,1.097885,-2.341332,1.917881,0.793204,-7.012478,5.128558
0.22,0.0,0.17877,-0.510157,0.373534,1.105701,-2.412256,1.968439,0.768719,-7.168373,4.969785
0.23,0.0,0.189865,-0.534641,0.393464,1.113236,-2.484632,2.01705,0.736836,-7.302907,4.739418
0.24,0.0,0.201034,-0.559854,0.413866,1.120414,-2.558251,2.06301,0.69747,-7.417342,4.439992
0.25,0.0,0.212272,-0.585809,0.434713,1.12716,-2.63292,2.105642,0.65056,-7.512971,4.074166
0.26,0.0,0.223575,-0.612515,0.455966,1.1334,-2.708457,2.144295,0.59606,-7.591116,3.644735
0.27,0.0,0.234938,-0.639981,0.477583,1.139057,-2.784693,2.178348,0.533942,-7.653098,3.154607
0.28,0.0,0.246354,-0.668211,0.499516,1.144054,-2.861474,2.207209,0.464188,-7.700213,2.606762
0.29,0.0,0.257816,-0.697212,0.521708,1.148315,-2.938656,2.230315,0.38679,-7.733693,2.004202
0.3,0.0,0.269318,-0.726985,0.544101,1.151765,-3.01611,2.247135,0.301743,-7.754668,1.349885
0.31,0.0,0.280849,-0.757534,0.566628,1.154325,-3.093716,2.257164,0.209044,-7.764124,0.646664
0.32,0.0,0.292401,-0.78886,0.58922,1.15592,-3.171361,2.259927,0.108686,-7.762865,-0.102779
