time,action,Xpos,Xth1,Xth2,Xvelocity,Xth1_dot,Xth2_dot,Xddx,Xddth1,Xddth2
0.0,-0.360305,0.078755,-3.092018,-3.103325,-0.081594,-0.197771,0.286859,-15.49928,-32.06209,25.127564
0.01,0.0,0.035734,-3.123747,-3.064319,0.097357,-0.164627,-0.049645,-0.060103,0.90551,2.726551
0.02,0.0,-0.000565,3.089141,3.071573,-0.002931,0.130539,0.071478,0.265585,0.340572,-3.323177
0.03,0.0,-0.049606,-3.083892,-3.084066,-0.074543,0.071005,-0.141523,-0.305112,-0.755233,3.082193
0.04,0.0,-0.027033,-3.133848,-3.062484,-0.17384,0.063878,0.007213,-0.000565,1.250056,2.530102
0.05,0.0,-0.088033,3.107448,-3.051581,0.20071,0.047514,-0.026795,0.247119,2.785389,1.863691
0.06,0.0,-0.050445,-3.139887,3.057801,0.029013,0.01838,-0.01457,-0.05722,-1.643524,-2.444644
0.07,0.0,-0.068067,3.073267,3.065441,0.059973,-0.027795,-0.037278,0.353925,0.743451,-3.855299
0.08,0.0,-0.047925,3.133894,3.051299,0.019123,-0.144744,0.12085,-0.003708,-1.45441,-2.874085
0.09,0.0,-0.071991,-3.136692,-3.107372,-0.123052,-0.127031,0.061575,-0.007329,0.507639,1.13127
0.1,0.0,-0.058703,3.116937,-3.058668,-0.046238,0.105703,0.077348,0.189637,2.349824,1.868621
0.11,0.0,0.019418,3.087521,-3.081257,0.021145,-0.229204,-0.005285,0.350913,2.892222,0.523234
0.12,0.0,0.02741,-3.112433,3.05088,0.121462,0.020955,0.006255,-0.22067,-2.64694,-1.998368
0.13,0.0,0.037896,-3.117597,-3.068374,0.143712,-0.133961,-0.002205,-0.098403,0.630721,2.745894
0.14,0.0,-0.056672,3.135611,-3.094902,-0.002795,0.125707,0.0335,0.060525,1.075019,1.246798
0.15,0.0,-0.008915,3.1293,3.083588,-0.036944,-0.095121,-0.044878,0.039891,-0.704438,-2.012436
0.16,0.0,-0.011026,-3.07209,3.126609,0.020008,-0.035513,-0.11343,-0.413663,-2.505086,1.203113
0.17,0.297217,-0.005731,3.104183,3.052703,0.16863,0.2823,-0.098573,12.740887,25.27301,-22.368914
0.18,0.0,0.073232,-3.099015,3.049367,0.164094,0.09731,-0.016902,-0.300034,-3.105969,-1.722747
0.19,0.0,0.010162,-3.137122,3.086509,0.108023,0.12482,-0.07486,-0.059254,-1.204169,-1.52864
0.2,0.0,-0.078629,3.057603,-3.084804,0.059198,0.071539,-0.123044,0.516312,3.746981,-0.279851
0.21,0.0,-0.070267,3.139717,-3.075926,-0.075197,-0.145142,-0.056461,0.049108,1.320719,1.918215
0.22,0.0,-0.006856,-3.13983,-3.057153,0.082361,0.03945,0.019522,0.036447,1.539492,2.545338
0.23,0.0,-0.036782,3.100816,-3.086383,0.042628,-0.029356,-0.030737,0.268739,2.358342,0.683953
0.24,0.0,-0.096804,-3.052248,-3.049771,-0.024767,-0.060903,-0.012106,-0.464357,-1.115686,4.799559
0.25,0.0,-0.08473,3.089399,-3.072276,-0.168988,0.0482,-0.084201,0.342007,2.980693,0.833657
0.26,0.0,0.035433,-3.136836,-3.106859,0.066999,0.083879,0.078065,-0.008727,0.504751,1.139926
0.27,0.0,-0.09936,3.086178,3.077701,0.057224,0.114648,-0.111391,0.285182,0.551026,-3.191291
0.28,0.0,0.085114,-3.090192,-3.069607,-0.092666,-0.02648,0.000712,-0.258291,-0.275953,3.345594
0.29,0.0,-0.065045,-3.081474,3.096481,-0.041793,0.046443,-0.02535,-0.375803,-2.783972,0.077892
0.3,0.0,0.064851,3.134242,3.092179,-0.01372,-0.004512,0.011405,0.015295,-0.707738,-1.647647
0.31,0.0,-0.094949,-3.110605,-3.137535,-0.173505,0.175744,0.043897,-0.179832,-0.927877,0.845314
0.32,0.0,-0.023496,3.107782,-3.132958,-0.076868,0.047807,-0.00783,0.202718,1.247553,-0.540187
0.33,0.0,-0.036148,-3.106464,-3.103258,-0.074131,-0.095086,0.198321,-0.18146,-0.388171,1.949823
0.34,-0.332029,-0.022264,-3.085462,-3.057806,-0.201079,-0.168384,0.208061,-14.312987,-28.987401,24.739386
0.35,0.0,0.08697,3.092026,3.083872,0.009224,0.052162,-0.055763,0.255819,0.484947,-2.8777
0.36,0.0,0.092249,3.080672,-3.072773,-0.044111,0.142847,-0.187097,0.390341,3.242684,0.625673
0.37,0.0,0.034398,-3.122545,3.050881,0.173535,0.071339,0.040249,-0.162482,-2.329073,-2.242506
0.38,0.0,-0.005573,3.048263,3.089408,0.037949,0.029691,-0.078484,0.510535,1.985581,-3.722513
0.39,0.0,-0.026323,3.043167,3.107125,-0.146811,-0.021174,0.179161,0.552413,2.484879,-3.346399
0.4,0.0,-0.080537,-3.101658,3.128062,0.094166,-0.07808,0.136218,-0.240185,-1.536347,0.524432
0.41,0.0,0.014833,3.126498,-3.106648,-0.074155,0.06672,0.175333,0.108885,1.14592,0.665132
0.42,0.0,-0.029668,3.131509,-3.053192,-0.063835,-0.043292,0.147173,0.109678,1.996368,2.366382
0.43,0.0,0.036342,-3.094371,3.102082,-0.085701,-0.026325,-0.153614,-0.298061,-2.260887,-0.045556
0.44,0.0,0.058516,3.044237,-3.050744,0.010326,-0.122331,-0.025388,0.609849,4.794665,0.389593
0.45,0.0,-0.016331,3.044411,-3.066652,-0.030966,0.020947,0.124115,0.601287,4.49065,-0.087577
0.46,0.0,0.026771,-3.139458,-3.095958,-0.016915,0.02574,0.046939,0.013439,0.801576,1.405418
0.47,0.0,0.099004,-3.102845,3.113306,-0.038421,-0.00979,0.070084,-0.241805,-1.782499,0.062919
0.48,0.0,0.05915,-3.045132,-3.083845,0.026883,0.101931,-0.041716,-0.527381,-1.988381,3.971446
0.49,0.0,0.075928,-3.108929,3.071841,-0.256617,-0.152185,-0.149903,-0.227835,-2.352414,-1.28586
0.5,0.0,-0.064289,-3.048318,-3.054646,-0.045643,-0.041419,-0.016137,-0.489708,-1.33168,4.747355
