time,action,Xpos,Xth1,Xth2,Xvelocity,Xth1_dot,Xth2_dot,Xddx,Xddth1,Xddth2
0.0,0.071386,0.029502,-3.121747,3.079995,0.01435,-0.018293,0.057508,2.870871,4.368174,-5.93822
0.01,0.0,0.081653,-3.101277,3.113343,0.006028,-0.022526,0.104954,-0.250759,-1.831591,0.097515
0.02,0.0,-0.065464,3.141037,-3.048337,-0.147183,0.075396,-0.018164,0.055171,1.776008,2.751277
0.03,0.0,0.014513,-3.13824,-3.141483,-0.007921,-0.130039,0.142503,-0.017538,-0.097738,0.067547
0.04,0.0,0.030363,3.055033,-3.09535,0.040003,-0.033554,0.084072,0.527842,3.636777,-0.673338
0.05,0.0,0.015011,-3.127644,-3.05879,0.117026,-0.106499,0.063186,-0.034092,1.129467,2.78282
0.06,0.0,0.055552,3.056789,-3.082891,-0.045776,-0.060088,0.112663,0.524898,3.815641,-0.268945
0.07,0.0,0.061324,3.108226,3.112506,-0.026579,-0.08076,0.089386,0.180276,0.51859,-1.664648
0.08,0.0,0.068536,3.07492,-3.087742,0.200876,0.020488,-0.258848,0.414444,3.147679,0.057693
0.09,0.0,-0.052175,3.065911,-3.124429,0.092487,-0.153723,-0.0705,0.45062,2.75636,-1.259893
0.1,0.0,-0.065892,-3.068093,-3.141336,0.132327,-0.069043,-0.055573,-0.428203,-2.34144,1.744035
0.11,0.0,0.016583,-3.055023,3.044197,-0.110194,-0.032112,-0.012409,-0.550586,-4.565446,-0.827762
0.12,0.0,-0.069394,-3.069421,-3.056669,0.040793,-0.045962,0.021197,-0.370692,-0.698284,4.203272
0.13,0.0,0.04455,3.054386,-3.089474,-0.055002,-0.133997,0.086928,0.536207,3.775958,-0.514696
0.14,0.0,0.011146,-3.110697,3.051499,-0.13017,-0.128528,0.16206,-0.227259,-2.6816,-1.959374
0.15,0.0,-0.000395,-3.113777,3.082058,0.141075,0.008015,-0.057215,-0.196862,-2.025793,-1.107295
0.16,0.0,-0.03741,3.05885,3.127077,-0.055104,0.008658,0.059777,0.4734,2.366218,-2.381673
0.17,0.0,-0.084611,-3.071738,-3.049064,0.091112,-0.087633,0.209435,-0.351536,-0.483258,4.351326
0.18,0.0,-0.003249,3.122494,-3.103603,-0.009324,-0.036309,0.06812,0.134045,1.341234,0.674678
0.19,0.0,-0.090357,-3.129507,-3.080505,0.036882,-0.034356,-0.013985,-0.036162,0.778883,2.105841
0.2,0.0,-0.007141,3.110886,-3.049587,-0.178231,-0.050154,-0.023286,0.230688,2.722136,2.001311
0.21,0.0,0.074236,3.054682,3.122578,0.041625,-0.045348,-0.063004,0.493922,2.416504,-2.596651
