time,action,Xpos,Xth1,Xth2,Xvelocity,Xth1_dot,Xth2_dot,Xddx,Xddth1,Xddth2
0.0,0.0,0.095969,-3.059627,3.095823,-0.076966,-0.053952,-0.054959,-0.500357,-3.47746,0.576598
0.01,0.0,0.065693,3.08913,-3.102601,0.04838,-0.057954,0.053941,0.328652,2.426356,-0.08163
0.02,0.0,-0.087557,3.131629,3.07382,-0.041157,-0.159227,-0.144805,0.020789,-0.954724,-2.234999
0.03,0.0,0.078077,-3.111042,-3.062156,-0.199843,-0.123527,0.119695,-0.130927,0.538775,3.066584
0.04,0.0,-0.018417,3.081679,-3.137712,0.036273,-0.072188,0.061305,0.35286,1.997072,-1.301802
0.05,0.0,-0.071239,-3.062585,-3.123513,0.04414,-0.001644,0.134938,-0.448665,-2.182004,2.378567
0.06,0.0,0.025749,-3.111892,-3.047113,0.207239,0.095907,0.102338,-0.121054,0.8227,3.486896
0.07,0.0,0.071835,3.06437,3.131619,-0.035214,-0.109956,0.011436,0.445239,2.286645,-2.112791
0.08,0.0,0.062334,3.120345,3.10793,-0.014569,0.246832,-0.060008,0.103219,0.020332,-1.505133
0.09,0.0,-0.098518,-3.140767,-3.089137,-0.149609,-0.129517,0.113303,0.027279,0.985231,1.571501
0.1,0.0,-0.047417,-3.096735,-3.053425,-0.017153,-0.008183,-0.003758,-0.211428,0.232907,3.667661
0.11,0.0,-0.040554,-3.080534,3.128015,0.067213,-0.047889,0.015813,-0.363669,-2.21151,1.032984
0.12,0.0,-0.068025,3.088835,-3.112956,0.148502,-0.104973,0.066579,0.324972,2.242373,-0.396273
0.13,0.0,-0.046433,3.107057,-3.117052,-0.086864,0.034795,0.169046,0.216916,1.572979,-0.102937
0.14,0.0,-0.093272,-3.082988,3.054552,-0.009128,0.128123,0.117759,-0.387969,-3.515762,-1.207548
0.15,0.0,0.089512,3.088641,3.123046,-0.051818,0.174455,-0.217223,0.29673,1.332726,-1.779477
0.16,0.0,0.048156,3.081854,3.080284,-0.170257,0.041451,-0.079126,0.313327,0.745171,-3.21842
0.17,0.0,0.014203,-3.070716,-3.128719,0.122335,0.125343,0.004793,-0.407532,-2.031847,2.049977
0.18,0.0,0.029763,3.105643,-3.090014,-0.045246,-0.098327,0.130964,0.240906,2.141453,0.673271
0.19,0.0,-0.000362,3.053399,-3.05223,-0.07372,-0.058187,0.035591,0.557973,4.480567,0.554289
0.2,0.0,-0.052105,3.124353,-3.136704,0.025414,0.132473,-0.031235,0.102452,0.63831,-0.258476
0.21,0.0,-0.005253,-3.051105,3.080928,-0.007242,-0.09023,-0.151506,-0.556243,-4.01507,0.350146
0.22,0.0,0.05771,3.050298,3.109505,0.043749,0.130318,0.10377,0.51097,2.293885,-3.105204
0.23,0.0,-0.010933,3.058012,3.058528,-0.024278,0.031477,-0.039805,0.437014,1.097268,-4.408045
0.24,0.0,-0.087376,3.104375,-3.104907,0.083447,0.05829,0.003552,0.23742,1.88903,0.214745
0.25,0.0,0.067584,-3.095748,-3.059257,0.019286,-0.020749,-0.086027,-0.221082,0.093766,3.529607
0.26,0.0,-0.039008,3.071043,3.105852,-0.116378,-0.022158,0.217595,0.392588,1.576673,-2.745257
0.27,0.0,0.002118,-3.131315,-3.112157,-0.17976,-0.077624,0.03478,-0.0419,0.24067,1.117215
0.28,0.0,0.045559,3.119651,3.112606,0.027471,0.158967,0.142628,0.111528,0.137886,-1.40059
0.29,0.0,-0.090072,3.108492,3.122464,0.005794,-0.015359,-0.112392,0.182322,0.697682,-1.338803
0.3,0.0,0.057285,3.132112,-3.116419,0.013021,0.019026,-0.103115,0.068929,0.785934,0.539103
0.31,0.0,0.085766,3.107739,-3.096413,-0.097596,0.074555,0.029062,0.223237,1.942531,0.542447
