time,action,Xpos,Xth1,Xth2,Xvelocity,Xth1_dot,Xth2_dot,Xddx,Xddth1,Xddth2
0.0,0.094871,0.078568,-3.067171,3.087347,0.085326,0.100253,0.040924,3.538156,4.72907,-5.930371
0.01,0.0,-0.009995,-3.124746,-3.045001,0.210895,0.109513,0.047937,-0.045657,1.273652,3.253788
0.02,0.0,0.065986,-3.116659,3.108398,0.190616,0.031107,0.003473,-0.165728,-1.438644,-0.400866
0.03,0.0,0.041322,-3.059054,-3.122281,-0.05697,-0.001614,0.000607,-0.46874,-2.268505,2.511674
0.04,0.0,0.069071,3.093051,-3.071697,-0.166624,0.036349,-0.112232,0.321104,2.876368,0.9403
0.05,0.0,-0.060724,-3.051783,3.130995,-0.005717,0.113232,0.009515,-0.528153,-3.075499,1.79214
0.06,0.0,-0.04792,3.085191,3.098971,-0.178804,0.071873,-0.169177,0.304153,0.991279,-2.579056
0.07,0.0,-0.06735,-3.124976,3.071294,0.04148,-0.166375,-0.015646,-0.135347,-1.857596,-1.696663
0.08,0.0,-0.081914,-3.044552,3.130004,-0.089928,-0.055389,0.175897,-0.566529,-3.309875,1.91269
0.09,0.0,-0.09257,-3.056902,-3.11669,0.068626,0.086192,0.073519,-0.478657,-2.238295,2.719098
0.1,0.0,-0.005759,3.055037,3.076482,-0.027351,0.166168,0.074204,0.464594,1.518596,-3.96805
0.11,0.0,-0.092622,3.130812,-3.103922,-0.0099,0.091939,-0.25159,0.082054,1.06203,0.896892
0.12,0.0,-0.06039,3.131734,-3.134885,-0.017051,0.150179,-0.074986,0.059976,0.435892,-0.02526
0.13,0.0,-0.020531,3.133735,3.057194,0.089385,0.14903,-0.123804,-0.003927,-1.359403,-2.679972
0.14,0.0,0.003928,-3.056795,3.071832,0.179329,-0.029732,0.037041,-0.528957,-4.014931,-0.070328
0.15,0.0,0.045864,3.118926,-3.118127,0.002622,-0.039018,0.029765,0.146561,1.179255,0.162223
0.16,0.0,0.095211,-3.113858,3.052765,-0.029858,0.055422,-0.032952,-0.211391,-2.568323,-1.974422
0.17,0.0,0.04676,3.07773,3.124638,0.041593,-0.013517,-0.038335,0.362684,1.721497,-2.003235
0.18,0.0,-0.006228,-3.063391,3.099397,-0.146883,0.050905,0.071752,-0.476846,-3.299767,0.578151
0.19,0.0,0.010682,3.04689,3.048932,-0.166378,0.069248,-0.164915,0.493875,1.273063,-4.926897
0.2,0.0,-0.08315,3.116198,3.101212,0.00552,-0.118429,0.045274,0.127171,0.049934,-1.808385
0.21,0.0,-0.009025,-3.104434,3.074773,0.045338,0.009221,0.033983,-0.254029,-2.459516,-1.111803
0.22,0.0,-0.085887,-3.075876,-3.048049,-0.088156,0.050471,-0.028844,-0.32907,-0.337873,4.309475
0.23,0.0,-0.000704,-3.05847,-3.081063,-0.066829,0.069759,0.042246,-0.448396,-1.510933,3.737185
0.24,0.0,0.088725,3.109951,-3.088512,0.091596,-0.081583,0.149203,0.215984,2.029394,0.818138
0.25,0.0,-0.062654,-3.082069,3.108693,-0.050529,0.004444,-0.140448,-0.366063,-2.529991,0.439088
0.26,0.0,0.030124,3.046515,3.134796,0.092121,-0.164728,-0.121923,0.547702,2.914978,-2.415805
0.27,-0.48145,0.015408,3.100251,-3.051602,-0.199477,-0.432312,0.365768,-20.051424,-38.382873,32.623879
0.28,0.0,0.01217,3.140699,-3.130298,0.067439,0.011599,-0.078475,0.010763,0.244558,0.325437
0.29,0.0,-0.05935,-3.057337,-3.076354,-0.018283,-0.01182,0.138388,-0.450813,-1.454232,3.890713
0.3,0.0,-0.059087,3.134206,-3.121524,-0.120822,0.251295,-0.057307,0.052785,0.607105,0.430331
0.31,0.0,0.03353,3.043298,3.082122,0.058078,0.004721,-0.147866,0.533848,2.008044,-4.040784
0.32,0.0,-0.056341,3.049969,3.11114,0.032169,0.01972,-0.028578,0.513974,2.343436,-3.048359
0.33,0.0,-0.096129,3.0778,3.099432,0.248989,-0.036642,-0.121348,0.346455,1.239832,-2.738408
0.34,0.0,0.009575,3.047629,-3.097454,0.124991,0.198186,-0.002663,0.566584,3.815564,-0.898985
0.35,0.0,0.019602,3.08638,3.117812,-0.113954,0.017867,-0.088689,0.308778,1.31483,-1.999736
0.36,0.0,-0.039171,3.111638,-3.094266,-0.05517,0.013508,0.153937,0.202707,1.860231,0.684585
0.37,0.0,0.043005,-3.063168,-3.075745,-0.042373,0.021514,-0.084532,-0.418793,-1.257099,3.799727
0.38,0.0,-0.059438,-3.087178,-3.108033,0.082313,-0.040892,-0.040492,-0.299005,-1.099787,2.286264
0.39,0.0,-0.067018,3.05742,3.113628,-0.011495,0.005728,-0.084969,0.472823,2.156687,-2.796657
0.4,0.0,0.064058,-3.138918,3.058286,0.070886,0.069078,0.084049,-0.06255,-1.669001,-2.418841
0.41,0.0,0.06995,3.14089,-3.124269,0.038488,-0.037357,-0.081616,0.013578,0.357462,0.510499
0.42,0.0,0.064597,3.131928,3.044221,0.069489,-0.132569,-0.002822,0.002769,-1.519927,-3.111691
0.43,0.0,-0.030582,-3.090699,3.060151,0.06569,-0.05724,0.006954,-0.340591,-3.16063,-1.211911
0.44,0.0,0.098697,-3.048362,3.13384,0.01622,-0.019454,-0.035769,-0.545034,-3.119384,1.962052
0.45,0.0,-0.017923,-3.123831,3.081302,0.077311,-0.07774,0.027376,-0.137184,-1.713592,-1.377469
0.46,0.0,-0.03113,3.124853,-3.109751,-0.055504,0.091633,0.073042,0.115933,1.139768,0.545722
0.47,0.0,-0.081938,3.105433,-3.115649,0.251696,-0.09773,-0.077853,0.225437,1.660588,-0.068216
0.48,0.0,-0.072055,3.115697,3.112439,0.101242,-0.113458,0.011829,0.135846,0.27957,-1.481414
0.49,0.0,-0.051465,-3.097894,-3.057003,0.025621,-0.010696,0.009222,-0.206868,0.203447,3.535093
0.5,0.0,0.059776,3.099468,-3.123948,0.035664,-0.066874,-0.04815,0.256438,1.69273,-0.461214
0.51,0.0,0.020411,3.086508,3.051677,-0.032161,0.170442,0.065184,0.268987,0.052219,-3.968179
0.52,0.0,-0.076462,-3.113727,3.135587,0.08214,0.028144,0.248058,-0.165394,-1.013247,0.450686
0.53,0.0,0.08051,-3.069922,3.089456,-0.292074,0.010579,0.039249,-0.443913,-3.276025,0.134285
0.54,-0.191093,0.08842,-3.135411,-3.076608,0.00223,-0.104586,0.135859,-8.087664,-15.51912,14.261439
0.55,0.0,0.087061,3.04501,3.117901,-0.153421,-0.07338,0.044829,0.548183,2.635956,-2.971594
0.56,0.0,-0.024751,3.043989,-3.078009,0.084644,0.251818,-0.238107,0.595969,4.293262,-0.384967
0.57,0.0,-0.098764,3.046235,-3.062155,0.005972,0.046994,-0.026353,0.592071,4.516625,0.103435
0.58,0.0,0.070899,3.051043,-3.091853,-0.130663,-0.137205,0.047298,0.554018,3.837268,-0.659203
0.59,0.0,0.084249,3.114896,3.059007,0.142219,-0.268186,-0.09515,0.110706,-0.689922,-3.074106
0.6,0.0,0.021233,3.068489,-3.086546,0.058979,0.062772,0.083713,0.454661,3.370547,-0.098034
