time,action,Xpos,Xth1,Xth2,Xvelocity,Xth1_dot,Xth2_dot,Xddx,Xddth1,Xddth2
0.0,-0.449167,-0.006947,-3.0928,-3.10465,-0.077688,-0.515613,0.267192,-19.253901,-39.738181,30.736105
0.01,0.0,-0.08675,-3.12622,3.127368,0.010502,0.093326,-0.149271,-0.099985,-0.771647,-0.045879
0.02,0.0,-0.088803,-3.078897,3.083027,-0.063303,0.042641,0.140708,-0.396119,-3.115929,-0.277103
0.03,0.0,-0.086885,-3.102754,3.097518,-0.059267,0.03267,-0.056392,-0.252045,-2.086595,-0.390423
0.04,0.0,-0.042571,-3.085124,3.042557,-0.083016,-0.118391,0.029497,-0.380002,-3.651007,-1.596047
0.05,0.0,-0.043214,3.140506,-3.093476,0.06335,0.084197,0.0464,0.032829,0.947115,1.403506
0.06,0.0,0.077931,3.045744,-3.072626,0.149061,0.129338,0.109668,0.589417,4.33147,-0.227333
0.07,0.0,0.076287,3.105424,3.091161,-0.021979,-0.041112,0.018023,0.183495,0.199852,-2.356419
0.08,0.0,0.002526,3.044966,3.05308,0.048927,0.086773,0.180407,0.507978,1.407839,-4.885854
0.09,0.0,-0.048959,-3.05441,3.114197,-0.221497,-0.023119,-0.044108,-0.520159,-3.297896,1.239294
0.1,0.0,-0.058598,3.13091,-3.065839,0.018434,0.014372,0.000775,0.104608,1.779024,1.998125
0.11,0.0,0.013969,-3.081376,3.065497,-0.125209,-0.145844,0.020908,-0.390127,-3.350598,-0.838275
0.12,0.0,0.005249,-3.05323,3.083651,-0.18434,-0.05007,-0.1952,-0.542624,-3.898705,0.38388
0.13,0.0,0.061296,3.13496,-3.085853,-0.056996,-0.104575,-0.1386,0.070392,1.28274,1.519813
0.14,0.0,0.001988,-3.109326,3.140219,0.131727,-0.044303,-0.153481,-0.190753,-1.058114,0.738744
0.15,0.0,-0.002232,3.045524,3.083541,-0.142287,-0.010395,0.04173,0.524429,1.964953,-3.971457
0.16,0.0,0.085425,-3.135164,-3.122424,0.012628,-0.042035,-0.047234,-0.026803,0.164194,0.730006
0.17,0.0,0.084435,3.074889,3.14012,-0.020421,-0.024601,0.063594,0.388829,2.107895,-1.620927
0.18,0.0,-0.057306,-3.122836,-3.059975,-0.102501,0.147317,0.129184,-0.063668,0.933552,2.850071
