time,action,Xpos,Xth1,Xth2,Xvelocity,Xth1_dot,Xth2_dot,Xddx,Xddth1,Xddth2
0.0,-0.379454,0.056941,3.135453,3.127417,-0.159126,-0.411793,0.356734,-16.029702,-32.962021,23.59222
0.01,0.0,0.096206,-3.054537,-3.078474,0.064674,0.001177,0.236518,-0.467585,-1.586783,3.880856
0.02,0.0,0.057221,3.085525,-3.058569,0.013495,-0.038055,-0.007234,0.37157,3.358485,1.136466
0.03,0.0,0.067572,-3.121661,-3.140965,0.110651,-0.061741,-0.065287,-0.116791,-0.623939,0.497883
0.04,0.0,0.093292,-3.127292,3.059377,0.104345,0.022533,-0.052874,-0.130294,-2.017346,-2.095798
0.05,0.0,0.085283,-3.049217,-3.090579,-0.086876,-0.066185,0.126408,-0.505052,-1.974956,3.661366
0.06,0.0,0.054627,3.135392,-3.056807,-0.176533,-0.125822,-0.031747,0.085221,1.814372,2.374331
0.07,0.0,-0.021327,-3.116871,3.12737,-0.130508,0.093003,-0.131077,-0.154007,-1.070334,0.172034
0.08,0.0,-0.021999,3.072491,-3.048368,0.032715,-0.093408,0.057927,0.4519,3.956942,1.118141
0.09,0.0,0.060805,-3.054783,-3.051086,-0.065737,0.00499,-0.117285,-0.451666,-1.063279,4.713745
0.1,0.0,-0.035307,3.12089,-3.065335,0.066807,0.002848,0.140185,0.163916,2.106151,1.760048
0.11,0.0,-0.029282,3.049746,-3.082348,0.189713,0.062872,-0.103167,0.561577,4.037087,-0.393845
0.12,0.0,0.088102,3.050577,3.13,-0.034908,0.041173,-0.072671,0.521089,2.682166,-2.472023
0.13,0.0,-0.018059,-3.093916,3.138411,-0.023063,-0.038886,-0.080867,-0.280564,-1.585423,1.038429
0.14,0.0,-0.05273,3.095139,-3.102811,0.078671,-0.121128,-0.004284,0.293858,2.235995,0.061704
0.15,0.0,-0.0036,3.096418,-3.135336,-0.176723,-0.097048,-0.027535,0.269199,1.576593,-0.875947
0.16,0.0,0.015303,3.120407,3.084762,0.047604,0.024306,-0.148704,0.090442,-0.404835,-2.174995
0.17,0.0,0.045159,3.058333,-3.134365,-0.022723,0.135268,-0.074051,0.486855,2.789373,-1.735081
0.18,0.0,0.023004,3.045123,3.100257,-0.07734,-0.035872,0.012543,0.536385,2.294706,-3.485553
0.19,0.0,0.026382,-3.118217,-3.060148,-0.156067,-0.144406,0.156655,-0.087774,0.807293,2.954338
0.2,0.0,-0.030568,-3.13943,-3.133819,0.135504,0.185356,-0.032243,-0.01066,0.066095,0.286675
0.21,0.0,-0.081738,-3.09083,3.05475,-0.137841,0.292314,0.024457,-0.345379,-3.280307,-1.388113
0.22,0.0,-0.062197,3.14121,3.042182,-0.043911,-0.014243,-0.100555,-0.053453,-1.858569,-2.939695
