time,handwheelAngle,vxCG,axCG,ayCG,yawAngle,yawRate
126.504042127,16.568881287969493,10.007918467979922,2.226427978164154,1.135981208387511,-9.993452046937895,4.391507770603576
126.554042127,15.608846522841501,10.112952327012023,1.9390827809053652,1.0614189093905806,-10.026347623167167,4.072924317448026
126.604042127,14.981852029321628,10.220248099614983,2.1670360716775603,1.0811186882121413,-10.06453429996587,3.7790079553846136
126.654042127,14.677502189294705,10.346099887036958,2.512657610367423,1.2997589895210782,-10.078143041003981,3.6587268794014105
126.704042127,14.557462134347658,10.47722475912765,2.5562718076263677,1.3900030591336914,-10.06104059578351,3.8082910197828426
126.754042127,14.547675432615462,10.600053744365345,2.421298132647399,1.1860213184625328,-10.038142242347277,4.074253701725175
126.804042127,14.567298857720237,10.71321616144188,2.2292430708778648,0.9254013050645277,-10.036723156606868,4.151467675787707
126.854042127,14.573001190082904,10.825671193148882,2.1972794371967628,1.0023686539272885,-10.054517387570117,3.9652145494156383
126.904042127,14.568251634828513,10.947526464600204,2.377678214656654,1.2515512752115603,-10.074764563988575,3.7962435785776227
126.954042127,14.56405917098793,11.075810858511007,2.6089191901108006,1.0301316657256492,-10.075446580684444,3.8556254539488424
127.004042127,14.561810156392696,11.198365208678345,2.734736565695897,0.4360795127231618,-10.040902263566496,4.045569981063629
127.054042127,14.46550051227943,11.311829266602984,2.6253225720322297,0.2318458024352502,-9.985412592066629,4.337575837348121
127.104042127,14.23344247607909,11.425430503911585,2.5456488031927758,0.5661356179109337,-9.950000675548766,4.585387968829803
127.154042127,13.935609960286294,11.543636559742042,2.607453760254414,1.2496876493404494,-9.956777476393436,4.369215971615574
127.204042127,13.51453525446144,11.662834366237991,2.5931586506512754,1.7099575810281282,-9.947321431426998,3.9511685750705787
127.254042127,12.718652585791641,11.776718204751818,2.4058438343193065,1.4184313824748611,-9.843034008922302,3.8635927822571947
127.304042127,11.40338710776741,11.887719228099437,2.2847038436176583,0.806757314394584,-9.65457170170143,3.8641241696048407
127.354042127,9.737458869849602,12.005503958730657,2.356160631039214,0.4533227215813222,-9.454541311982343,3.5963230504244685
127.404042127,8.14869023287966,12.127905365179412,2.4864762113500207,0.486040472005689,-9.283285825860757,3.2094037152214843
127.454042127,7.095547211101645,12.248712047931908,2.59271520545946,0.5888935681567907,-9.138508681755848,2.801585599111653
127.504042127,6.595550167823238,12.370697010948383,2.6346272725862954,0.6078200066553475,-9.03016217463032,2.3211391939188766
127.554042127,6.209417467702979,12.493192787662558,2.5770875769064876,0.8543914200326628,-8.994531598595222,1.983007990292427
127.604042127,5.7033193189727545,12.614100883009533,2.559326735798389,0.9275120383874506,-9.017977087816984,2.022359329156505
127.654042127,5.304271216310796,12.728817764404134,2.592532853447781,0.27425936420826436,-9.030499814402418,2.1595313499312594
127.704042127,5.1372939933337305,12.832908431711452,2.5407230363450433,-0.14692612268349378,-8.99063977700345,2.0975843819087427
127.754042127,5.004738053447637,12.94026473985617,2.5081608160469453,0.22075497460140064,-8.890953717960569,1.9395493901366767
127.804042127,4.838428529308995,13.06163278889548,2.4548264770090036,0.5366420212663365,-8.748399034715282,1.7242292221942754
127.854042127,4.726637800531997,13.182685044731576,2.2210336806556286,0.46795960369463196,-8.602337121990551,1.5487931814606262
127.904042127,4.58765218985922,13.29363438552537,2.0641948344830436,0.47696507658120296,-8.464956021424083,1.6581986889643783
127.954042127,4.346588597284111,13.39487527131962,2.0433899844289587,0.5652830427484805,-8.325888227980583,1.8487752721949862
128.004042127,4.160462055653502,13.45886365297174,1.4108525514433976,0.4076539558207864,-8.193865362223917,1.8119480744121086
128.054042127,4.15112977939291,13.459844330596676,0.12987726113502387,0.16009342636387353,-8.079220225578885,1.7145013850780482
128.104042127,4.199049717112497,13.43025570940609,-0.6334006283955751,0.19095382799601943,-7.975563665001687,1.6314591944435433
128.154042127,4.0858683182362165,13.409643648680452,-0.5930646716697558,0.47013486788308956,-7.873714889868866,1.4174819945962214
128.204042127,3.763878615668382,13.397471960086293,-0.39951839689721064,0.6579319411385004,-7.776234189347069,1.2689847849931202
128.254042127,3.489479636866412,13.387254288557726,-0.22487227118031752,0.5948911024629577,-7.686941193151221,1.3812595680258246
128.304042127,3.473509339405398,13.379494242341034,-0.07370312515267316,0.38299943556507365,-7.602852510214007,1.5456025474396373
128.354042127,3.552855113078633,13.371196482018698,-0.09965974629714242,0.2805850387129889,-7.519310488186707,1.5886916878192243
128.404042127,3.5186904074813787,13.36251273347752,-0.1975735179151175,0.4334819828726991,-7.4409457396437855,1.5202179126879198
128.454042127,3.4672308482289997,13.3537202411548,-0.3124662862262892,0.7721107362339977,-7.371243741134482,1.3950413820006415
128.504042127,3.5973712141146716,13.338608436596335,-0.5025018936389988,0.9058463203025622,-7.2804010561865695,1.3585483322312224
128.554042127,3.8377167870339934,13.3170516479806,-0.4845876365301183,0.6168338328785276,-7.117931149495205,1.593881974737817
128.604042127,3.943284509192366,13.294498876935704,-0.16350983189294985,0.21125352150480362,-6.875250448479124,1.966518660694395
128.654042127,3.812832418804874,13.273336612276374,0.0407278988399696,0.21258131097223748,-6.596316807503362,2.053022379379559
128.704042127,3.614669657556185,13.256003027234748,-0.007206760018518498,0.710769603097766,-6.343713038791638,1.7237357929883843
128.754042127,3.5570844234312697,13.242653194958898,-0.11769881056310669,0.9410373737963239,-6.161699042499758,1.3684021005122375
128.804042127,3.516763252475945,13.226067493439182,-0.3049280509552695,0.5616005756137575,-6.028804117756617,1.2789544484259598
128.854042127,3.278490438542809,13.206444729881765,-0.4467720517762992,0.18425518469599605,-5.883666075338214,1.3130352443182987
128.904042127,2.9107717967541338,13.194663734010899,-0.35377191000959574,0.4030397726790652,-5.706418876979517,1.2620208962766237
128.954042127,2.6276353976507667,13.18217030464118,-0.484844719192528,0.8881581353140395,-5.5193713456696445,1.187104286103014
129.004042127,2.528430991643863,13.127344568781918,-1.3416591669900253,0.8484143873714601,-5.343285646415531,1.2471677308263447
