t,Speed,accx,accy,yaw_rate,steering_angle,current
0.0,2667.0,0.4032867852009099,-0.004880766118473828,-31.311035151275632,-0.2439974993467331,3.63
0.05,3196.7135007987767,0.35529928097759134,-0.017125282910751067,-37.10700134254766,-0.23563603055961824,3.1382200703707697
0.1,3738.240668702399,0.2877031727881109,-0.025133214874506586,-38.505311505917504,-0.21892725810291805,2.6810238465834155
0.15000000000000002,4231.367773528255,0.18998243005562937,-0.05011809003408403,-42.89077828206175,0.0,2.254940200879293
0.2,4335.982998944034,0.06992735529896453,-0.06545608824424784,-47.608875013255386,0.004221357362143824,0.4222101372756069
0.25,4093.348960821787,-0.04665379501542603,-0.03957589004226561,-36.95664072829248,0.028375227116793342,0.00788999044433827
0.30000000000000004,3926.976516512943,-0.1683761048701658,0.0083325161470004,-14.16028020078149,0.05252909687144289,-0.21701529306753953
0.35000000000000003,3778.1625088606975,-0.2802604313163844,0.03617078039605113,-1.8866452257104889,0.0766829666260924,0.040872454840996636
0.4,3387.6899180484083,-0.31665444467769766,0.024015754351836907,-0.8064851250906828,0.10083683638074192,0.2649395368782162
0.45,2781.73475084167,-0.23850400630369656,-0.007194549893764422,0.11860053231061912,0.11913627954897077,0.4150012654903178
0.5,2701.9971031769683,-0.08326030312978824,-0.019991107269400864,4.836973123502077,0.15540530946777775,0.08506276449901652
0.55,2763.115185593252,0.08110156898845268,-0.0023723983185280004,11.470007508784121,0.163474662036919,0.8824429922875288
0.6000000000000001,2490.0943109507075,0.21989835297055704,0.02820466593846081,15.048397648561949,0.12932425781009907,2.5630003039225016
0.65,2646.2690203000884,0.3129397789394071,0.037280645857569156,18.778618760074995,0.10678633514328374,3.854567225654605
0.7000000000000001,2949.435419699176,0.3485600497599902,0.01845784396365646,21.742888327907902,0.1036597866530172,2.7242527899078093
0.75,3418.4540895326054,0.32697499906281857,0.0024578348699775977,21.043068102086053,0.07763557511803408,2.3463316844571724
0.8,3828.2205684104633,0.27799478667647115,0.011305780674160985,19.840401095087046,0.10871119930618925,2.0449376509054322
0.8500000000000001,4215.957286492167,0.23185169766874694,0.0445869656726479,20.339249710313503,0.07733188811678127,1.886162710164311
0.9,4565.01157112652,0.1949657529667808,0.057853282162706285,22.132050511982463,0.07930359782126521,1.7130492446166383
0.9500000000000001,4878.407238255117,0.16560527238088832,0.004935446055683981,21.78889532163076,0.09551738286186848,1.5477828029723266
1.0,5159.835817820438,0.12521308856532784,-0.055060930461630804,19.668576378480935,0.06734290790247498,1.5021223579600542
1.05,5380.141026883925,0.07588533560002222,-0.05062397980969118,18.884371702863078,0.050968896056302095,1.3262354301055221
1.1,5587.161830110328,0.05303043410357563,-0.017585550204696335,19.270537923744506,0.03368283192889433,1.414724623436618
1.1500000000000001,5780.536076979658,0.05845870893069359,-0.003794001124845167,17.721974128623394,0.08320665616962729,1.180653507132435
1.2000000000000002,5935.191322736886,0.0656315183177697,-0.017399537809747952,14.377311680628349,0.08987250740411075,1.2487949610023408
1.25,6055.785579090767,0.06435513305910454,-0.01914748050324886,15.412659822719046,0.06816113396717641,1.1109267140049912
1.3,6142.071430275842,0.05410216071653907,0.0023111561923907648,20.085439004670654,0.04976037909057729,0.8180952085520659
1.35,6253.178500917586,0.04776443635728402,0.01452373099102387,21.211742649285753,0.043519849420828725,0.8411690875724169
1.4000000000000001,6284.180658095445,0.034817639970676925,0.012084969733636243,18.11964729692626,0.10379594751617552,0.702431161473087
1.4500000000000002,6326.3253709245555,0.01010256638454943,-0.008942118092039621,15.17120489524822,0.10340538212177566,0.6265074184911011
1.5,6303.010357890698,0.009398798028801676,-0.006593336304855805,17.62381181181202,0.11166405491399328,0.6006214734419206
1.55,6353.172532933464,0.025202822499054776,0.04766427758958715,25.194846019081545,0.19158347386567068,0.5189786226810259
1.6,6339.5889254728545,0.0361304359318865,0.09728358573516098,34.23791033350464,0.23087188084117227,0.5717785094570884
1.6500000000000001,6317.711011598476,0.04388125093307692,0.1108068279437267,46.95688517980389,0.23293525665109377,0.6277339304091449
1.7000000000000002,6317.89958039313,0.039058982529548855,0.12499251038529877,59.463572179315946,0.23772455290512484,0.5936401782442712
1.75,6302.576003242805,0.024379370333354737,0.14140580395259933,65.52364637346648,0.23286946538300324,0.6072436157276044
1.8,6308.161794103648,0.012647947045816751,0.13321857181155278,67.38391722130416,0.24586343409342132,0.5869117227090741
1.85,6273.672285491709,0.0066291306987324725,0.13162584886847126,67.49032462019048,0.21579751407873973,0.6248085716758789
1.9000000000000001,6250.818290003369,0.012149459138581753,0.14244287919213464,67.19272635716634,0.21958172253707905,0.577903417747912
1.9500000000000002,6231.198198805816,0.019905994148145464,0.13595093543274842,66.88779623638932,0.20354270861507717,0.5246546587054416
2.0,6234.164118153589,0.018820110853225214,0.13170068661154938,66.46075536854825,0.1941018435182338,0.5172588262923049
2.0500000000000003,6216.3337278791805,0.026640150584792195,0.1613520325992971,65.5453716333438,0.1809467136513287,0.58
2.1,6172.0,0.032829256092168094,0.18725165861533638,62.89663946213128,0.11732835016946225,0.5245574234394115
2.15,6138.223492078641,0.021984634954583346,0.16204060601487094,57.78674755955973,0.09419427101611239,0.5102120633708724
2.2,6104.203936536446,0.01996534934897236,0.11633890117299474,47.71753864081977,0.06711631859332909,0.434013121788155
2.25,6099.031609333654,0.03460840369993188,0.08427605342305397,34.48478363922531,0.07048749910647813,0.4306013952369497
2.3000000000000003,6049.956680365079,0.037493906937412676,0.05950399566089619,25.684727266003364,0.08049028171063233,0.4873121087590196
2.35,6007.700244560902,0.024874078014706213,0.04311178786808276,22.566399778593528,0.0698731061786448,0.47974816579323504
2.4000000000000004,5979.801590193805,0.015596436729446581,0.05573571479421305,22.124523634079555,0.07393607947412266,0.5051474005537279
2.45,5960.325438086537,0.015765571055812503,0.06824674086869224,22.61048781182314,0.07259448892735555,0.48554239681089556
2.5,5943.840533918587,0.029825226850007425,0.0539273240392326,22.08517463932771,0.08004027427943934,0.49949332601765223
2.5500000000000003,5905.141228954088,0.037284256876681104,0.0579232732079551,21.15046486537284,0.08679224658719734,0.5377175420918245
2.6,5872.755282056184,0.029830302914557523,0.08043448809894095,20.949434980398998,0.11224606734640144,0.4925176068539473
2.6500000000000004,5852.117349483435,0.029025079227523724,0.091582572540857,22.298861553318215,0.12439230956313854,0.5466198788742421
2.7,5843.064916897752,0.029209235860573484,0.09318335341729089,26.07505687651301,0.14321047776566675,0.4892207640814595
2.75,5842.836166850247,0.01797055104505388,0.072865275373339,30.129955134320426,0.15889827002859344,0.5039547914371917
2.8000000000000003,5809.931527877014,0.009020795864030408,0.04680363908901757,33.31918252720502,0.18163790236624944,0.549041049162192
2.85,5799.410828499182,0.016912398943701754,0.04238799789844414,37.365325247858074,0.1561838394485721,0.53
2.9000000000000004,5776.330621631333,0.02840754048402646,0.03665889216712511,41.29045708813193,0.17749829787230945,0.5427822972811114
2.95,5797.494582828713,0.0288929832548818,0.04027064967061694,42.598642700572455,0.20998742914800178,0.5060216686851496
3.0,5768.064481600048,0.024754975011839847,0.07165387118150454,43.340468284528484,0.2501218669717432,0.47541363965231875
3.0500000000000003,5757.289295429977,0.022874911401992652,0.11025782154416419,50.46619344812085,0.35809377195769476,0.5426684089856136
3.1,5741.248497448949,0.014695293296274042,0.16648690754421214,65.61856904247652,0.3600000143051147,0.549503005102102
3.1500000000000004,5698.304778289749,0.00668962521255155,0.22244796335003075,79.35050825755742,0.3600000143051147,0.5469522171025072
3.2,5702.948917769545,0.010529776015776716,0.2374722978757027,84.53443599225844,0.3600000143051147,0.53
3.25,5663.847190194506,0.018187038972254203,0.23244603880244252,84.69999914070202,0.30949435958320254,0.604732930619611
3.3000000000000003,5664.671841202691,0.02224987117398091,0.22051777667860317,84.90485797278646,0.3032067697565912,0.5553126351892348
3.35,5669.090130533211,0.023098476286031042,0.21459508134883507,85.28980770697348,0.020719552359030023,0.5736337684440376
3.4000000000000004,5650.13063212611,0.0242872622802086,0.2134445651889172,81.45766424681362,-0.04769952189238853,0.5873367098423624
3.45,5655.641431293165,0.01961050065304315,0.14792723695103818,63.605416343167846,-0.10873900708602947,0.5521381043105502
