time,brake_pedal,gas_pedal,speed,acc,final_brake_tw_rr,final_brake_tw_rl,final_brake_tw_fr,final_brake_tw_fl,motor_torque,f_rot_speed,r_rot_speed,ABS_FRONT_ON_OFF,ABS_REAR_ON_OFF
0.05,0,0,13.8145278703303,0.039348432965902,0,0,0,0,0.166186799672531,122.031260126215,121.305116177664,0,0
0.1,0.00825942959237377,0,13.9680638910327,0.429807815704324,0,0,0,0,0.414620478783085,121.877746026096,121.380906071051,0,0
0.15,0.0348286471120602,0.0042163001637783,14.0702216573342,-0.796224351174502,0,0,0,0,0.679996922478236,121.096215999568,121.773432281956,0,0
0.2,0.00153854787441409,0.00680769313887375,13.6517176995955,0.142043680269138,0,0,0,0,0.951456965160375,121.009747168551,121.152484204672,0,0
0.25,0.00328972115167213,0.00438791644400545,14.1026182988061,-0.0188627201067338,0,0,0,0,1.23346378930318,121.944933326713,120.213304030059,0,0
0.3,0.00408401049513718,0.00770526619063906,14.0317252855105,-0.504550647948253,0,0,0,0,1.52838637138785,121.052672214047,121.519840519556,0,0
0.35,0,0.0137698711455342,13.8609956118354,-0.239963347123511,0,0,0,0,1.83642275954742,121.254061538433,120.618935535045,0,0
0.4,0.00229555520073523,0.0212890070288491,14.0620280280747,-0.00464905839398003,0,0,0,0,2.15700975449986,121.688255059963,121.325830265763,0,0
0.45,0,0,13.8712660658468,0.968606222028134,0,0,0,0,2.48942782967075,121.078858903872,120.811711549966,0,0
0.5,0.000967628342066259,0.0268253832384866,13.6903870615733,0.72850263435967,0,0,0,0,2.83297246959006,120.539387596235,121.572219241793,0,0
0.55,0,0.00126371363918665,13.9836802331723,-0.50465937784588,0,0,0,0,3.18698977867274,120.836115573029,120.259154302769,0,0
0.6,0,0.00606802389331263,14.1321767904944,0.813462793577951,0,0,0,0,3.55087920882815,121.508387206697,120.629300270647,0,0
0.65,0,0.0132893800490123,13.7097859718329,0.123325849608739,0,0,0,0,3.92408989149947,120.535591585878,121.11121704333,0,0
0.7,0.0223597010010719,0,13.67357324565,-0.110455076804093,0,0,0,0,4.30611620580889,121.417238029501,121.221494899397,0,0
0.75,0.0160143189167852,0.0058204621750392,13.9662481870118,0.125678946241571,0,0,0,0,4.69649358664936,120.727973822608,120.820351265943,0,0
0.8,0.0020137873509542,0.00598387306637264,13.8004447087206,-0.14740009289914,0,0,0,0,5.09479470059625,120.284419004121,120.569994544092,0,0
0.85,0,0.00446403233080796,13.6101179949682,-0.120279296199195,0,0,0,0,5.50062597616333,120.285176967474,120.206746397773,0,0
0.9,0,0.00884716801879223,13.9671638110479,0.366789865451027,0,0,0,0,5.9136244578156,121.150405745311,120.829109667608,0,0
0.95,0,0.00932720336238141,13.7701165277181,0.345551161883584,-0,-0,-0,0,6.3334549538226,120.82729611209,120.087996334432,0,0
