time,action,Xpos,Xangle,Xvelocity,Xangular_velocity,Ypos,Yangle,Yvelocity,Yangular_velocity,noise1,noise2,noise3,noise4,noise5,acc,angular_acc
0.0,0.577484,-0.26065,0.178523,-0.199197,-0.008245,-0.263777,0.177216,-0.113575,-0.121798,1.172201,0.066198,1.709647,-1.912138,1.439593,4.26953,-5.582973
0.02,0.0,-0.263777,0.177216,-0.113575,-0.121798,-0.26615,0.17586,-0.12367,-0.014642,0.76277,0.260723,0.317821,1.294229,1.814442,-0.492887,5.235664
0.04,0.0,-0.26615,0.17586,-0.12367,-0.014642,-0.268721,0.176601,-0.133332,0.088103,1.406224,0.761675,1.457123,0.306705,0.606777,-0.474181,5.048687
0.06,0.0,-0.268721,0.176601,-0.133332,0.088103,-0.271481,0.179364,-0.142676,0.187745,-0.188473,0.098183,2.011731,0.221292,-1.907845,-0.461012,4.924848
0.08,0.0,-0.271481,0.179364,-0.142676,0.187745,-0.274426,0.184098,-0.151809,0.285506,-0.855458,-0.023278,0.10856,1.335967,0.994685,-0.45298,4.860123
0.1,0.0,-0.274426,0.184098,-0.151809,0.285506,-0.277553,0.190779,-0.160828,0.382534,-1.142796,-1.205157,-0.282319,-0.175313,-1.234196,-0.449681,4.851049
0.12,0.0,-0.277553,0.190779,-0.160828,0.382534,-0.280859,0.199402,-0.169826,0.47991,-0.315742,-0.191409,-1.665571,1.773985,0.532214,-0.450708,4.894661
0.14,0.0,-0.280859,0.199402,-0.169826,0.47991,-0.284346,0.209985,-0.178884,0.578662,-0.038576,-0.314131,0.631747,1.605138,0.877649,-0.455633,4.98841
0.16,0.0,-0.284346,0.209985,-0.178884,0.578662,-0.288016,0.222564,-0.188075,0.679772,0.294218,1.313386,1.189194,0.750609,-0.895565,-0.463995,5.130076
0.18,0.0,-0.288016,0.222564,-0.188075,0.679772,-0.291871,0.237198,-0.197463,0.784175,0.428493,0.499291,-1.170362,-0.416287,-0.51248,-0.475273,5.317654
0.2,0.0,-0.291871,0.237198,-0.197463,0.784175,-0.295916,0.253959,-0.207102,0.892773,0.349957,-1.861415,0.630102,0.107141,0.456784,-0.48886,5.549242
0.22,0.0,-0.295916,0.253959,-0.207102,0.892773,-0.300157,0.272942,-0.217029,1.006426,-0.637976,0.391467,1.531378,-2.209761,0.407781,-0.504028,5.822901
0.24,0.0,-0.300157,0.272942,-0.217029,1.006426,-0.304599,0.294256,-0.227268,1.125955,-0.414743,0.493729,-1.466747,0.158423,0.851324,-0.519889,6.136509
0.26,0.0,-0.304599,0.294256,-0.227268,1.125955,-0.309249,0.318025,-0.237822,1.252135,-0.039487,-1.859364,0.122425,0.971992,-0.329759,-0.535349,6.487605
0.28,0.0,-0.309249,0.318025,-0.237822,1.252135,-0.314114,0.34439,-0.24867,1.385687,-0.134251,-0.991189,-1.600797,-1.416709,1.08316,-0.54906,6.873219
0.3,0.0,-0.314114,0.34439,-0.24867,1.385687,-0.319198,0.373506,-0.259762,1.527267,-1.016999,-1.322574,-0.328765,-0.335205,0.360639,-0.559371,7.289717
0.32,0.0,-0.319198,0.373506,-0.259762,1.527267,-0.324505,0.405538,-0.271009,1.677449,1.128572,0.509084,1.492383,0.028261,-0.34056,-0.564279,7.732661
0.34,0.0,-0.324505,0.405538,-0.271009,1.677449,-0.330038,0.440664,-0.282282,1.836711,-1.623085,-0.535777,1.149091,-0.675622,-1.02656,-0.561392,8.19671
0.36,0.0,-0.330038,0.440664,-0.282282,1.836711,-0.335796,0.47907,-0.293395,2.005414,0.177626,-1.156334,0.487362,0.199093,1.588958,-0.547906,8.675598
0.38,0.0,-0.335796,0.47907,-0.293395,2.005414,-0.341771,0.520945,-0.304107,2.183785,-0.081133,-1.106914,-0.05137,1.231596,1.083126,-0.52061,9.162217
0.4,0.0,-0.341771,0.520945,-0.304107,2.183785,-0.347955,0.566486,-0.314106,2.371903,-2.319618,-0.522056,1.022486,0.01872,2.878183,-0.475923,9.648836
0.42,0.0,-0.347955,0.566486,-0.314106,2.371903,-0.354328,0.615886,-0.323004,2.569687,0.495756,-1.348545,0.561885,-1.360766,0.690717,-0.409981,10.12748
0.44,0.0,-0.354328,0.615886,-0.323004,2.569687,-0.360865,0.669336,-0.330339,2.7769,0.991537,0.799143,-0.918607,-0.122095,0.595212,-0.31877,10.590486
0.46,0.0,-0.360865,0.669336,-0.330339,2.7769,-0.367528,0.727022,-0.335563,2.993161,-0.272796,0.109784,0.689586,1.356362,0.803139,-0.198311,11.031183
0.48,0.0,-0.367528,0.727022,-0.335563,2.993161,-0.374269,0.78912,-0.338055,3.217972,1.278151,1.189183,-0.47643,-1.170677,1.318549,-0.04488,11.444657
0.5,0.0,-0.374269,0.78912,-0.338055,3.217972,-0.381027,0.855794,-0.337121,3.450757,-1.805601,0.275828,-0.078749,-1.585509,-0.040356,0.144744,11.828478
0.52,0.0,-0.381027,0.855794,-0.337121,3.450757,-0.387726,0.927199,-0.332011,3.690925,-0.375123,-0.349441,0.513279,0.004027,-0.749295,0.373037,12.183257
0.54,0.0,-0.387726,0.927199,-0.332011,3.690925,-0.394275,1.003477,-0.321936,3.937927,-1.632633,-0.116257,-0.811279,-0.091072,-0.572656,0.641501,12.512893
0.56,0.0,-0.394275,1.003477,-0.321936,3.937927,-0.400565,1.084759,-0.306086,4.191327,1.684992,-1.740633,-0.390963,-0.054602,-0.575455,0.950467,12.824352
0.58,0.0,-0.400565,1.084759,-0.306086,4.191327,-0.406474,1.171171,-0.283658,4.450849,0.360325,1.460847,0.620259,0.971316,-2.643483,1.29892,13.126878
