time,action,Xpos,Xangle,Xvelocity,Xangular_velocity,Ypos,Yangle,Yvelocity,Yangular_velocity,noise1,noise2,noise3,noise4
0.0,0.0,-0.199475,-0.065953,0.283332,-0.271509,-0.193786,-0.071653,0.285607,-0.298868,1.593146,0.571676,-0.610177,-0.559453
0.02,0.0,-0.193786,-0.071653,0.285607,-0.298868,-0.188049,-0.077924,0.288106,-0.328609,-1.209229,-0.336628,0.925748,-1.051452
0.04,0.0,-0.188049,-0.077924,0.288106,-0.328609,-0.18226,-0.084815,0.29085,-0.360978,-0.122948,0.946713,-0.318138,-1.30938
0.06,0.0,-0.18226,-0.084815,0.29085,-0.360978,-0.176413,-0.092382,0.293862,-0.396237,-1.058731,-1.170643,-2.009806,-2.11422
0.08,0.0,-0.176413,-0.092382,0.293862,-0.396237,-0.170503,-0.100686,0.297167,-0.434669,0.151495,2.412603,1.544365,-0.640355
0.1,0.0,-0.170503,-0.100686,0.297167,-0.434669,-0.164524,-0.109792,0.300791,-0.476578,-1.608286,-0.177646,-1.146329,-1.129376
0.12,0.0,-0.164524,-0.109792,0.300791,-0.476578,-0.15847,-0.119774,0.30476,-0.522291,0.054509,0.100643,0.060847,0.80483
0.14,0.0,-0.15847,-0.119774,0.30476,-0.522291,-0.152332,-0.130711,0.309102,-0.572158,1.444507,-1.337201,-1.036674,-1.09333
0.16,0.0,-0.152332,-0.130711,0.309102,-0.572158,-0.146103,-0.142691,0.313845,-0.626554,0.48143,-0.344162,0.324323,-1.087328
0.18,0.0,-0.146103,-0.142691,0.313845,-0.626554,-0.139775,-0.155806,0.319016,-0.68588,0.049058,-0.00269,1.753199,0.102299
0.2,0.0,-0.139775,-0.155806,0.319016,-0.68588,-0.133339,-0.170162,0.324645,-0.75056,1.392396,-0.539877,0.121756,0.246889
0.22,0.0,-0.133339,-0.170162,0.324645,-0.75056,-0.126786,-0.185867,0.330755,-0.821043,1.192386,-0.375995,-0.530329,-0.76754
0.24,0.0,-0.126786,-0.185867,0.330755,-0.821043,-0.120106,-0.203045,0.337371,-0.8978,-1.349347,0.761526,0.140175,-0.367908
0.26,0.0,-0.120106,-0.203045,0.337371,-0.8978,-0.113288,-0.221825,0.34451,-0.981322,-1.615785,-0.271772,-1.057212,0.274456
0.28,0.0,-0.113288,-0.221825,0.34451,-0.981322,-0.106322,-0.242346,0.352183,-1.072112,0.683314,-0.315876,-0.534894,1.016677
0.3,0.0,-0.106322,-0.242346,0.352183,-1.072112,-0.099197,-0.264761,0.360392,-1.170684,-0.008629,-1.055757,-0.218346,0.212614
0.32,0.0,-0.099197,-0.264761,0.360392,-1.170684,-0.091902,-0.289229,0.369124,-1.277547,-1.528134,1.537103,-1.065617,-1.170888
0.34,0.0,-0.091902,-0.289229,0.369124,-1.277547,-0.084428,-0.315921,0.378349,-1.393201,-0.595201,-0.200715,0.487009,0.525227
0.36,0.0,-0.084428,-0.315921,0.378349,-1.393201,-0.076765,-0.345019,0.388015,-1.518118,0.421575,-0.307753,-0.33787,0.000854
0.38,0.0,-0.076765,-0.345019,0.388015,-1.518118,-0.068905,-0.376711,0.398037,-1.652726,1.76398,-0.210718,0.116411,0.294655
0.4,0.0,-0.068905,-0.376711,0.398037,-1.652726,-0.060842,-0.411195,0.408297,-1.797394,-0.070646,-0.094937,-1.782765,-1.824236
0.42,0.0,-0.060842,-0.411195,0.408297,-1.797394,-0.052573,-0.448675,0.41863,-1.952403,-1.502823,-0.381518,-0.440653,-0.395661
0.44,0.0,-0.052573,-0.448675,0.41863,-1.952403,-0.044098,-0.489361,0.428817,-2.117933,0.660637,-0.54011,-0.405683,-0.233381
0.46,0.0,-0.044098,-0.489361,0.428817,-2.117933,-0.035423,-0.533463,0.43858,-2.294039,1.08987,-0.00213,0.339725,0.326881
0.48,0.0,-0.035423,-0.533463,0.43858,-2.294039,-0.02656,-0.581193,0.44757,-2.480638,-0.173575,-0.5999,-1.410091,0.605289
0.5,0.0,-0.02656,-0.581193,0.44757,-2.480638,-0.017528,-0.632757,0.455362,-2.677499,0.136047,2.069895,0.919564,0.984194
0.52,0.0,-0.017528,-0.632757,0.455362,-2.677499,-0.008357,-0.688359,0.461452,-2.884248,1.507894,-0.071862,-1.282615,0.802649
0.54,0.0,-0.008357,-0.688359,0.461452,-2.884248,0.000915,-0.74819,0.465259,-3.100384,-1.041322,-0.049853,1.739224,-0.554721
0.56,0.0,0.000915,-0.74819,0.465259,-3.100384,0.010234,-0.812433,0.466125,-3.325313,-0.558576,0.002822,-0.286125,-0.121675
0.58,0.0,0.010234,-0.812433,0.466125,-3.325313,0.019535,-0.881257,0.463328,-3.558392,-0.51468,-0.368076,0.546957,-0.542502
0.6,0.0,0.019535,-0.881257,0.463328,-3.558392,0.028737,-0.954818,0.456096,-3.798988,-0.2305,0.401366,1.299508,0.313955
0.62,0.0,0.028737,-0.954818,0.456096,-3.798988,0.037744,-1.033263,0.443622,-4.046548,-0.227326,-0.220998,-0.391597,1.023743
0.64,0.0,0.037744,-1.033263,0.443622,-4.046548,0.046442,-1.116724,0.425093,-4.300652,0.593912,-0.484063,1.255584,-0.021546
0.66,0.0,0.046442,-1.116724,0.425093,-4.300652,0.054702,-1.205331,0.399709,-4.561067,1.72317,1.625396,1.369743,-0.47483
0.68,0.0,0.054702,-1.205331,0.399709,-4.561067,0.06238,-1.299208,0.366722,-4.827766,-0.201095,0.173214,-0.179992,-0.117828
0.7,0.0,0.06238,-1.299208,0.366722,-4.827766,0.069316,-1.398484,0.325465,-5.100903,-0.421481,-1.516189,-0.260655,-0.991415
0.72,0.0,0.069316,-1.398484,0.325465,-5.100903,0.075339,-1.503289,0.275404,-5.380725,-1.221769,-0.380438,-0.326547,-1.274983
0.74,0.0,0.075339,-1.503289,0.275404,-5.380725,0.080271,-1.613759,0.216198,-5.66739,-0.032885,1.615686,-1.044011,-0.408373
0.76,0.0,0.080271,-1.613759,0.216198,-5.66739,0.083926,-1.730029,0.147796,-5.960654,0.340022,-0.148093,0.68034,0.299953
0.78,0.0,0.083926,-1.730029,0.147796,-5.960654,0.086124,-1.852222,0.070576,-6.259354,-0.51122,1.5889,0.052402,0.966683
0.8,0.0,0.086124,-1.852222,0.070576,-6.259354,0.086697,-1.980421,-0.014454,-6.560619,0.115632,-0.334898,0.181572,0.331138
0.82,0.0,0.086697,-1.980421,-0.014454,-6.560619,0.085506,-2.114627,-0.10537,-6.85873,-0.246147,1.48666,0.089447,-0.453707
0.84,0.0,0.085506,-2.114627,-0.10537,-6.85873,0.082464,-2.254684,-0.19898,-7.143624,-0.096781,-2.045389,0.229222,-0.095946
0.86,0.0,0.082464,-2.254684,-0.19898,-7.143624,0.077561,-2.400179,-0.290468,-7.399287,1.358164,1.69776,0.822789,-0.227219
0.88,0.0,0.077561,-2.400179,-0.290468,-7.399287,0.070902,-2.550309,-0.37326,-7.602818,0.184113,-0.842701,0.370135,-1.080689
0.9,0.0,0.070902,-2.550309,-0.37326,-7.602818,0.062741,-2.703753,-0.439448,-7.725627,-1.01993,0.635093,-1.353158,-0.25606
0.92,0.0,0.062741,-2.703753,-0.439448,-7.725627,0.053488,-2.858599,-0.481193,-7.73846,-1.389739,-1.940934,0.003636,0.410439
0.94,0.0,0.053488,-2.858599,-0.481193,-7.73846,0.043694,-3.012412,-0.493002,-7.620187,0.047596,-0.244904,0.368301,1.236562
0.96,0.0,0.043694,-3.012412,-0.493002,-7.620187,0.033976,-3.162497,-0.47392,-7.366544,-1.137429,2.101665,1.294778,-0.543442
0.98,0.0,0.033976,-3.162497,-0.47392,-7.366544,0.024917,-3.306269,-0.428129,-6.99278,-1.142499,0.480566,0.58088,-0.52575
1.0,0.0,0.024917,-3.306269,-0.428129,-6.99278,0.016977,-3.441599,-0.363411,-6.52785,-0.114998,-1.02773,-1.159779,1.555107
1.02,0.0,0.016977,-3.441599,-0.363411,-6.52785,0.010448,-3.566993,-0.288524,-6.00436,-0.143056,0.441337,-2.647671,-0.138799
1.04,0.0,0.010448,-3.566993,-0.288524,-6.00436,0.005453,-3.681573,-0.21106,-5.45049,1.485361,0.557302,0.998037,-0.859241
1.06,0.0,0.005453,-3.681573,-0.21106,-5.45049,0.001985,-3.784948,-0.136479,-4.886616,1.800465,-0.899424,-1.469453,-1.402064
1.08,0.0,0.001985,-3.784948,-0.136479,-4.886616,-4.8e-05,-3.877059,-0.068093,-4.325595,0.233728,0.725889,1.163183,-0.207004
1.1,0.0,-4.8e-05,-3.877059,-0.068093,-4.325595,-0.000791,-3.95804,-0.007509,-3.774626,0.331745,0.448485,0.285033,0.811109
