time,action,Xpos,Xangle,Xvelocity,Xangular_velocity,Ypos,Yangle,Yvelocity,Yangular_velocity,noise1,noise2,noise3,noise4
0.0,0.0,-0.09017,-0.245559,-0.015352,-0.214837,-0.090352,-0.251181,-0.002928,-0.346926,1.860331,0.892832,1.521448,0.952334
0.02,0.0,-0.090352,-0.251181,-0.002928,-0.346926,-0.090288,-0.259426,0.009264,-0.47744,1.30424,-0.052508,-0.2179,1.310558
0.04,0.0,-0.090288,-0.259426,0.009264,-0.47744,-0.089982,-0.270277,0.021327,-0.60778,0.74133,-2.075339,0.702464,-0.338356
0.06,0.0,-0.089982,-0.270277,0.021327,-0.60778,-0.089436,-0.283745,0.033349,-0.739256,-1.279554,0.133592,1.616928,0.743815
0.08,0.0,-0.089436,-0.283745,0.033349,-0.739256,-0.088648,-0.299863,0.045401,-0.873093,2.355029,0.119164,-1.169482,0.570466
0.1,0.0,-0.088648,-0.299863,0.045401,-0.873093,-0.087619,-0.318692,0.057534,-1.010435,0.554843,0.866359,-0.489265,0.49986
0.12,0.0,-0.087619,-0.318692,0.057534,-1.010435,-0.086346,-0.340311,0.069778,-1.152341,-1.086079,0.043012,-1.377999,0.205085
0.14,0.0,-0.086346,-0.340311,0.069778,-1.152341,-0.084827,-0.364822,0.082132,-1.299783,1.43575,-0.681905,0.191079,-1.233581
0.16,0.0,-0.084827,-0.364822,0.082132,-1.299783,-0.08306,-0.392345,0.094565,-1.453636,0.000657,0.528703,0.76273,-1.167248
0.18,0.0,-0.08306,-0.392345,0.094565,-1.453636,-0.081044,-0.423016,0.107005,-1.614666,-1.716719,0.108817,0.901661,0.970585
0.2,0.0,-0.081044,-0.423016,0.107005,-1.614666,-0.078781,-0.456984,0.119336,-1.783517,-0.482158,-1.015943,1.001454,0.488895
0.22,0.0,-0.078781,-0.456984,0.119336,-1.783517,-0.076273,-0.494412,0.131385,-1.960696,-1.076972,0.497552,1.185496,0.323168
0.24,0.0,-0.076273,-0.494412,0.131385,-1.960696,-0.073529,-0.53547,0.142917,-2.146556,-0.591424,0.05663,0.116735,0.019734
0.26,0.0,-0.073529,-0.53547,0.142917,-2.146556,-0.070562,-0.580333,0.153629,-2.341285,-0.536533,0.151086,-1.139926,-0.096928
0.28,0.0,-0.070562,-0.580333,0.153629,-2.341285,-0.067392,-0.629181,0.16314,-2.544897,0.337885,-1.124838,0.040407,0.26939
0.3,0.0,-0.067392,-0.629181,0.16314,-2.544897,-0.064047,-0.682188,0.170989,-2.75724,-0.87026,0.231056,-0.641597,0.848231
0.32,0.0,-0.064047,-0.682188,0.170989,-2.75724,-0.060567,-0.739526,0.176636,-2.978005,-1.533257,1.775421,-0.855073,-0.991945
0.34,0.0,-0.060567,-0.739526,0.176636,-2.978005,-0.057001,-0.801361,0.179459,-3.206759,-0.293223,-1.729135,0.144077,-1.419217
0.36,0.0,-0.057001,-0.801361,0.179459,-3.206759,-0.053412,-0.867847,0.17877,-3.442989,0.463867,-0.28751,-0.309041,0.284879
0.38,0.0,-0.053412,-0.867847,0.17877,-3.442989,-0.049878,-0.939127,0.173822,-3.686159,-0.621105,1.662979,-0.74219,-0.292713
0.4,0.0,-0.049878,-0.939127,0.173822,-3.686159,-0.046492,-1.015336,0.163829,-3.935774,-0.262051,-0.182086,-0.752988,0.492012
0.42,0.0,-0.046492,-1.015336,0.163829,-3.935774,-0.043364,-1.096598,0.147988,-4.191446,2.093716,0.135346,0.13491,0.323449
0.44,0.0,-0.043364,-1.096598,0.147988,-4.191446,-0.040617,-1.183033,0.125503,-4.452946,0.31437,1.076261,3.123001,0.192946
0.46,0.0,-0.040617,-1.183033,0.125503,-4.452946,-0.038393,-1.274755,0.095616,-4.720239,-1.152801,0.243581,-1.413197,-0.177335
0.48,0.0,-0.038393,-1.274755,0.095616,-4.720239,-0.036847,-1.371882,0.05764,-4.993468,0.215339,1.481762,2.572007,-0.428053
0.5,0.0,-0.036847,-1.371882,0.05764,-4.993468,-0.036145,-1.474535,0.011005,-5.272898,0.743099,-1.11726,0.796026,0.765679
0.52,0.0,-0.036145,-1.474535,0.011005,-5.272898,-0.036467,-1.582841,-0.044688,-5.558759,-0.10989,-1.71286,0.054399,-1.1158
0.54,0.0,-0.036467,-1.582841,-0.044688,-5.558759,-0.037994,-1.696928,-0.10958,-5.850984,0.329328,-0.301626,0.964913,0.144413
0.56,0.0,-0.037994,-1.696928,-0.10958,-5.850984,-0.04091,-1.816917,-0.183434,-6.14876,0.137037,1.142034,0.276394,-0.614836
0.58,0.0,-0.04091,-1.816917,-0.183434,-6.14876,-0.045386,-1.942901,-0.265451,-6.449837,0.360108,0.766918,0.536307,0.001619
0.6,0.0,-0.045386,-1.942901,-0.265451,-6.449837,-0.051572,-2.074902,-0.354016,-6.749508,-0.339222,-0.966701,-1.540401,-2.016295
0.62,0.0,-0.051572,-2.074902,-0.354016,-6.749508,-0.059573,-2.212816,-0.446364,-7.039225,0.234586,-0.843784,0.053264,-1.486854
0.64,0.0,-0.059573,-2.212816,-0.446364,-7.039225,-0.069424,-2.356314,-0.53822,-7.304997,0.079227,-0.145536,1.296724,1.18086
0.66,0.0,-0.069424,-2.356314,-0.53822,-7.304997,-0.081058,-2.504721,-0.623568,-7.526157,2.151144,0.283441,-0.558808,1.393365
0.68,0.0,-0.081058,-2.504721,-0.623568,-7.526157,-0.094273,-2.656883,-0.694866,-7.675739,-2.27695,-0.745281,-1.936293,-0.162447
0.7,0.0,-0.094273,-2.656883,-0.694866,-7.675739,-0.108705,-2.811074,-0.744118,-7.72419,0.968571,1.019028,-0.12505,0.651773
0.72,0.0,-0.108705,-2.811074,-0.744118,-7.72419,-0.123847,-2.96501,-0.764916,-7.647134,-0.100336,-0.893287,-0.939044,0.765798
0.74,0.0,-0.123847,-2.96501,-0.764916,-7.647134,-0.139094,-3.11605,-0.754785,-7.434621,-1.108004,0.792467,0.750702,-1.241333
0.76,0.0,-0.139094,-3.11605,-0.754785,-7.434621,-0.153848,-3.261549,-0.716378,-7.096104,0.469148,0.696311,0.292545,-0.024293
0.78,0.0,-0.153848,-3.261549,-0.716378,-7.096104,-0.167606,-3.399222,-0.65656,-6.657102,0.187357,0.299472,-1.213282,-1.080203
0.8,0.0,-0.167606,-3.399222,-0.65656,-6.657102,-0.180026,-3.527379,-0.583981,-6.149866,-0.274995,-0.385114,-1.028302,1.090742
0.82,0.0,-0.180026,-3.527379,-0.583981,-6.149866,-0.190934,-3.644963,-0.506683,-5.60431,-1.93589,0.808874,0.110503,-0.471287
0.84,0.0,-0.190934,-3.644963,-0.506683,-5.60431,-0.200303,-3.75145,-0.430773,-5.043197,-1.124553,0.055927,-0.928176,-1.849766
0.86,0.0,-0.200303,-3.75145,-0.430773,-5.043197,-0.208201,-3.846689,-0.360173,-4.481504,1.967723,-0.619317,1.09127,-0.581172
0.88,0.0,-0.208201,-3.846689,-0.360173,-4.481504,-0.214759,-3.930765,-0.296954,-3.927963,0.645776,0.786944,-0.666756,-0.947205
0.9,0.0,-0.214759,-3.930765,-0.296954,-3.927963,-0.220134,-4.003893,-0.241849,-3.387079,-0.61719,0.84032,0.499457,-0.135502
0.92,0.0,-0.220134,-4.003893,-0.241849,-3.387079,-0.224486,-4.066346,-0.194709,-2.860823,-1.859761,-0.232933,0.99208,1.624131
0.94,0.0,-0.224486,-4.066346,-0.194709,-2.860823,-0.227971,-4.118427,-0.154848,-2.349802,-0.191525,-2.110834,0.634385,0.431171
0.96,0.0,-0.227971,-4.118427,-0.154848,-2.349802,-0.230722,-4.16044,-0.12128,-1.853977,0.837909,0.754679,-1.335409,0.146636
0.98,0.0,-0.230722,-4.16044,-0.12128,-1.853977,-0.232856,-4.192686,-0.092871,-1.373074,-0.165411,1.017014,0.093458,1.075482
1.0,0.0,-0.232856,-4.192686,-0.092871,-1.373074,-0.234464,-4.21546,-0.068443,-0.906782,0.990852,0.419594,0.680874,0.283593
1.02,0.0,-0.234464,-4.21546,-0.068443,-0.906782,-0.235613,-4.229053,-0.046835,-0.454855,0.188376,0.803496,-2.1739,-1.087347
1.04,0.0,-0.235613,-4.229053,-0.046835,-0.454855,-0.236349,-4.233749,-0.026947,-0.017136,-0.931269,-0.361829,-0.256446,-1.355202
1.06,0.0,-0.236349,-4.233749,-0.026947,-0.017136,-0.236695,-4.229833,-0.007766,0.406426,0.568228,0.004544,-1.500009,0.044514
1.08,0.0,-0.236695,-4.229833,-0.007766,0.406426,-0.236658,-4.217587,0.011609,0.815774,0.365857,0.929005,1.075417,-0.128177
1.1,0.0,-0.236658,-4.217587,0.011609,0.815774,-0.236224,-4.197298,0.031954,1.210729,-2.38676,-2.590687,-1.043067,-1.093195
1.12,0.0,-0.236224,-4.197298,0.031954,1.210729,-0.235369,-4.169256,0.053896,1.590956,2.049412,-0.125973,0.435146,-0.757069
1.14,0.0,-0.235369,-4.169256,0.053896,1.590956,-0.234055,-4.133761,0.077902,1.955913,-0.527408,-0.473631,0.539568,0.613186
1.16,0.0,-0.234055,-4.133761,0.077902,1.955913,-0.232237,-4.091127,0.104247,2.304766,0.914989,-0.387989,-0.159465,0.492733
1.18,0.0,-0.232237,-4.091127,0.104247,2.304766,-0.229869,-4.041686,0.132995,2.636288,-1.042641,0.752699,0.183468,1.451766
1.2,0.0,-0.229869,-4.041686,0.132995,2.636288,-0.226903,-3.985802,0.163962,2.948725,0.417768,0.988653,-0.730833,1.169333
1.22,0.0,-0.226903,-3.985802,0.163962,2.948725,-0.223299,-3.92388,0.19669,3.239655,-0.145373,-2.872443,0.797327,-0.291399
1.24,0.0,-0.223299,-3.92388,0.19669,3.239655,-0.219028,-3.856381,0.230418,3.50585,-1.57516,-1.52135,1.415906,-3.833311
1.26,0.0,-0.219028,-3.856381,0.230418,3.50585,-0.214082,-3.783838,0.264073,3.743193,1.624868,1.483223,-0.23771,-0.159478
1.28,0.0,-0.214082,-3.783838,0.264073,3.743193,-0.208475,-3.706879,0.296284,3.946687,-0.835575,-0.756574,1.134682,1.313418
1.3,0.0,-0.208475,-3.706879,0.296284,3.946687,-0.202251,-3.626234,0.325451,4.11065,-0.518919,-0.245158,-0.203027,0.965148
1.32,0.0,-0.202251,-3.626234,0.325451,4.11065,-0.195489,-3.542756,0.349863,4.229142,0.149119,-0.551432,-0.865305,-0.124656
1.34,0.0,-0.195489,-3.542756,0.349863,4.229142,-0.188299,-3.457409,0.367889,4.296642,0.801145,1.16765,0.933889,-0.10756
1.36,0.0,-0.188299,-3.457409,0.367889,4.296642,-0.180825,-3.371259,0.378198,4.308907,0.006989,-1.975554,-0.983511,1.214144
1.38,0.0,-0.180825,-3.371259,0.378198,4.308907,-0.173228,-3.285436,0.379982,4.263817,-0.534504,1.915864,-0.050737,-0.303989
1.4,0.0,-0.173228,-3.285436,0.379982,4.263817,-0.165683,-3.201086,0.3731,4.161957,1.350041,-0.26383,-0.904541,-0.539053
1.42,0.0,-0.165683,-3.201086,0.3731,4.161957,-0.158359,-3.119315,0.358104,4.006724,0.631488,1.175056,-1.165787,-0.528749
1.44,0.0,-0.158359,-3.119315,0.358104,4.006724,-0.151406,-3.041135,0.336128,3.803904,-0.052221,0.268143,-0.36735,-2.098984
1.46,0.0,-0.151406,-3.041135,0.336128,3.803904,-0.14495,-2.967427,0.308679,3.560864,-0.722517,0.191944,-1.053719,-0.881704
1.48,0.0,-0.14495,-2.967427,0.308679,3.560864,-0.139084,-2.898915,0.277398,3.285615,-1.297389,-0.54036,0.849824,-0.143656
1.5,0.0,-0.139084,-2.898915,0.277398,3.285615,-0.133869,-2.836165,0.243849,2.985996,0.206845,0.839924,1.056819,2.061816
1.52,0.0,-0.133869,-2.836165,0.243849,2.985996,-0.129337,-2.77959,0.209369,2.66912,1.256409,2.077792,0.037626,1.066701
1.54,0.0,-0.129337,-2.77959,0.209369,2.66912,-0.125494,-2.729474,0.175002,2.341089,0.88987,-0.374298,0.119691,-0.699771
1.56,0.0,-0.125494,-2.729474,0.175002,2.341089,-0.122331,-2.685987,0.141484,2.006951,-0.337471,-1.291594,-0.92563,0.249044
1.58,0.0,-0.122331,-2.685987,0.141484,2.006951,-0.119826,-2.649209,0.109271,1.670784,-0.618846,-0.29716,-0.034632,-1.106046
1.6,0.0,-0.119826,-2.649209,0.109271,1.670784,-0.11795,-2.619147,0.078588,1.335857,-1.204093,1.70115,0.178396,-1.058895
1.62,0.0,-0.11795,-2.619147,0.078588,1.335857,-0.116672,-2.595749,0.049482,1.004804,1.644926,-0.917017,1.529308,-0.566296
1.64,0.0,-0.116672,-2.595749,0.049482,1.004804,-0.11596,-2.578915,0.021877,0.679787,0.814335,0.126082,-0.156738,0.188099
1.66,0.0,-0.11596,-2.578915,0.021877,0.679787,-0.115787,-2.568505,-0.004377,0.362637,-0.612068,0.527483,-2.898064,1.602817
1.68,0.0,-0.115787,-2.568505,-0.004377,0.362637,-0.116128,-2.564346,-0.029466,0.054971,1.367628,-0.33093,1.926082,-0.492557
1.7,0.0,-0.116128,-2.564346,-0.029466,0.054971,-0.116959,-2.566233,-0.053574,-0.241719,-2.082475,-1.11744,-1.298502,-0.141231
1.72,0.0,-0.116959,-2.566233,-0.053574,-0.241719,-0.118265,-2.573932,-0.076859,-0.525996,-1.842196,1.020446,0.240935,-1.35345
1.74,0.0,-0.118265,-2.573932,-0.076859,-0.525996,-0.120029,-2.58718,-0.099429,-0.796412,-0.292925,-0.914552,0.035051,0.405457
1.76,0.0,-0.120029,-2.58718,-0.099429,-0.796412,-0.122238,-2.605686,-0.121325,-1.051476,-0.650512,-0.135032,-1.379083,-1.878894
1.78,0.0,-0.122238,-2.605686,-0.121325,-1.051476,-0.124877,-2.629126,-0.142511,-1.289615,-1.559634,1.196523,0.703573,-1.221105
1.8,0.0,-0.124877,-2.629126,-0.142511,-1.289615,-0.127933,-2.657147,-0.162864,-1.509164,-0.733762,0.553576,-1.865551,1.998363
1.82,0.0,-0.127933,-2.657147,-0.162864,-1.509164,-0.131385,-2.689357,-0.182182,-1.70837,0.279752,-1.344517,1.265162,1.597313
1.84,0.0,-0.131385,-2.689357,-0.182182,-1.70837,-0.135211,-2.725334,-0.200184,-1.885415,-0.13958,0.650762,-0.732214,0.174604
1.86,0.0,-0.135211,-2.725334,-0.200184,-1.885415,-0.139381,-2.764614,-0.216529,-2.038473,1.462231,-0.616808,1.23212,-0.56606
1.88,0.0,-0.139381,-2.764614,-0.216529,-2.038473,-0.143859,-2.806701,-0.230838,-2.165787,-0.919826,-1.299052,-0.475973,0.683572
1.9,0.0,-0.143859,-2.806701,-0.230838,-2.165787,-0.148599,-2.851063,-0.242725,-2.265773,-0.259865,-1.741487,0.42973,0.595173
1.92,0.0,-0.148599,-2.851063,-0.242725,-2.265773,-0.153549,-2.897141,-0.251832,-2.337151,0.043665,0.194315,-0.217836,1.48336
1.94,0.0,-0.153549,-2.897141,-0.251832,-2.337151,-0.158651,-2.944352,-0.257863,-2.379061,-0.163403,0.14834,-1.027746,-0.20264
1.96,0.0,-0.158651,-2.944352,-0.257863,-2.379061,-0.163842,-2.992104,-0.260615,-2.391187,-1.16908,1.541424,-1.085367,0.339273
1.98,0.0,-0.163842,-2.992104,-0.260615,-2.391187,-0.169054,-3.039803,-0.260008,-2.37383,1.421619,2.023638,2.561498,1.707343
2.0,0.0,-0.169054,-3.039803,-0.260008,-2.37383,-0.17422,-3.086867,-0.256088,-2.327942,0.303055,-1.203832,1.693421,-1.45961
2.02,0.0,-0.17422,-3.086867,-0.256088,-2.327942,-0.179276,-3.132741,-0.24903,-2.255098,-1.192283,-0.842322,-0.057712,0.664677
2.04,0.0,-0.179276,-3.132741,-0.24903,-2.255098,-0.184162,-3.176905,-0.239114,-2.157422,-2.322336,-1.145478,-0.018295,-0.248201
2.06,0.0,-0.184162,-3.176905,-0.239114,-2.157422,-0.188824,-3.218889,-0.226707,-2.037465,1.499893,0.328954,1.559827,0.957173
2.08,0.0,-0.188824,-3.218889,-0.226707,-2.037465,-0.193217,-3.258274,-0.212222,-1.898069,0.569964,-1.120122,-0.898866,-0.849998
2.1,0.0,-0.193217,-3.258274,-0.212222,-1.898069,-0.197302,-3.294702,-0.196092,-1.742223,-1.370071,0.224039,0.348073,1.327206
2.12,0.0,-0.197302,-3.294702,-0.196092,-1.742223,-0.201052,-3.327874,-0.178737,-1.572944,0.998876,-1.275367,-1.17933,0.884722
2.14,0.0,-0.201052,-3.327874,-0.178737,-1.572944,-0.204446,-3.35755,-0.160546,-1.393173,-0.329892,-1.168211,-1.304652,-0.176654
2.16,0.0,-0.204446,-3.35755,-0.160546,-1.393173,-0.207471,-3.383549,-0.141861,-1.205708,1.780005,-0.436494,1.268691,2.339179
2.18,0.0,-0.207471,-3.383549,-0.141861,-1.205708,-0.210119,-3.405744,-0.12297,-1.013166,1.619971,-2.051994,0.333903,0.311334
2.2,0.0,-0.210119,-3.405744,-0.12297,-1.013166,-0.21239,-3.424058,-0.10411,-0.817959,2.583526,-0.898983,-0.281465,0.528131
2.22,0.0,-0.21239,-3.424058,-0.10411,-0.817959,-0.214285,-3.43846,-0.085469,-0.622303,1.5014,-1.422324,-0.337494,-0.387231
2.24,0.0,-0.214285,-3.43846,-0.085469,-0.622303,-0.215811,-3.448961,-0.067193,-0.428222,-1.089638,1.004184,0.3935,1.103798
2.26,0.0,-0.215811,-3.448961,-0.067193,-0.428222,-0.216976,-3.455612,-0.049401,-0.237575,0.247646,1.251932,-0.062995,-2.007248
2.28,0.0,-0.216976,-3.455612,-0.049401,-0.237575,-0.217791,-3.458498,-0.032186,-0.052068,0.123672,0.54594,-0.61683,-1.461192
2.3,0.0,-0.217791,-3.458498,-0.032186,-0.052068,-0.218268,-3.457739,-0.015632,0.126719,1.094419,-1.458661,-1.041557,-0.040384
2.32,0.0,-0.218268,-3.457739,-0.015632,0.126719,-0.218421,-3.453484,0.000184,0.297319,-0.112383,0.563834,0.382303,-0.462009
2.34,0.0,-0.218421,-3.453484,0.000184,0.297319,-0.218266,-3.44591,0.015181,0.458363,2.155656,-0.500356,0.375395,0.593427
2.36,0.0,-0.218266,-3.44591,0.015181,0.458363,-0.21782,-3.435222,0.029274,0.608578,0.607593,0.750676,-0.371764,0.594862
2.38,0.0,-0.21782,-3.435222,0.029274,0.608578,-0.217102,-3.421647,0.042368,0.746783,0.997079,0.440085,-0.812493,-1.400604
2.4,0.0,-0.217102,-3.421647,0.042368,0.746783,-0.216132,-3.405438,0.054364,0.871894,0.397415,0.263101,-0.995113,0.491587
2.42,0.0,-0.216132,-3.405438,0.054364,0.871894,-0.214935,-3.386865,0.065155,0.98294,0.429687,-0.322396,-0.889175,-1.167147
2.44,0.0,-0.214935,-3.386865,0.065155,0.98294,-0.213535,-3.36622,0.074633,1.079077,0.725032,0.487609,-0.402643,-1.483145
2.46,0.0,-0.213535,-3.36622,0.074633,1.079077,-0.211959,-3.343806,0.082696,1.159609,-0.564673,0.929242,-0.143518,-0.654819
2.48,0.0,-0.211959,-3.343806,0.082696,1.159609,-0.210237,-3.319943,0.089251,1.224013,-0.343541,-0.233586,1.026825,-0.157783
2.5,0.0,-0.210237,-3.319943,0.089251,1.224013,-0.2084,-3.294956,0.094225,1.271957,-0.498568,-0.066569,-0.381596,0.796334
2.52,0.0,-0.2084,-3.294956,0.094225,1.271957,-0.206479,-3.269175,0.097566,1.30332,-0.850225,1.859631,0.852819,-2.649318
2.54,0.0,-0.206479,-3.269175,0.097566,1.30332,-0.204508,-3.242933,0.099253,1.318209,-0.210786,0.78678,1.220144,0.755554
2.56,0.0,-0.204508,-3.242933,0.099253,1.318209,-0.20252,-3.216555,0.099295,1.316958,-1.041321,1.826216,0.37761,0.413537
2.58,0.0,-0.20252,-3.216555,0.099295,1.316958,-0.200547,-3.190358,0.097736,1.300129,-2.095443,1.583316,1.232516,-1.78828
2.6,0.0,-0.200547,-3.190358,0.097736,1.300129,-0.198621,-3.164648,0.094649,1.268498,0.45975,0.332254,1.32936,-0.38821
2.62,0.0,-0.198621,-3.164648,0.094649,1.268498,-0.196771,-3.139711,0.090138,1.223035,0.173963,-0.800658,1.863858,0.968351
2.64,0.0,-0.196771,-3.139711,0.090138,1.223035,-0.195024,-3.115812,0.084331,1.164873,-0.595836,0.451331,0.389671,-0.588757
2.66,0.0,-0.195024,-3.115812,0.084331,1.164873,-0.193405,-3.093192,0.077371,1.095281,-1.405741,0.061356,1.653995,-0.432213
2.68,0.0,-0.193405,-3.093192,0.077371,1.095281,-0.191936,-3.072068,0.069418,1.015624,1.124326,0.071407,-0.413323,0.857355
2.7,0.0,-0.191936,-3.072068,0.069418,1.015624,-0.190634,-3.052625,0.060633,0.927332,-1.957897,0.030408,0.876822,-0.599248
2.72,0.0,-0.190634,-3.052625,0.060633,0.927332,-0.189515,-3.035022,0.051179,0.831871,-1.674655,-0.655763,-1.514178,0.712927
2.74,0.0,-0.189515,-3.035022,0.051179,0.831871,-0.18859,-3.019388,0.041216,0.730709,0.900029,0.144427,-0.129247,1.00877
2.76,0.0,-0.18859,-3.019388,0.041216,0.730709,-0.187868,-3.005822,0.030895,0.625298,0.630674,0.646948,0.276546,-0.777984
2.78,0.0,-0.187868,-3.005822,0.030895,0.625298,-0.187356,-2.994395,0.020359,0.517054,0.179401,-1.303067,-0.63446,-1.710934
2.8,0.0,-0.187356,-2.994395,0.020359,0.517054,-0.187055,-2.98515,0.009738,0.407343,-1.088671,-0.088292,-2.074302,1.238622
2.82,0.0,-0.187055,-2.98515,0.009738,0.407343,-0.186966,-2.978102,-0.000846,0.297469,0.657837,0.989334,-0.040583,-1.593339
2.84,0.0,-0.186966,-2.978102,-0.000846,0.297469,-0.187088,-2.973244,-0.011284,0.188669,-0.502938,-0.240751,-0.68204,-0.562793
2.86,0.0,-0.187088,-2.973244,-0.011284,0.188669,-0.187416,-2.970541,-0.021474,0.082106,-1.151182,1.499039,0.198926,-1.484558
2.88,0.0,-0.187416,-2.970541,-0.021474,0.082106,-0.187944,-2.969937,-0.031325,-0.021133,1.162533,1.033401,1.364672,0.264255
2.9,0.0,-0.187944,-2.969937,-0.031325,-0.021133,-0.188666,-2.971357,-0.04075,-0.120042,-3.483582,-0.043139,1.152128,1.017755
