time,action,Xpos,Xangle,Xvelocity,Xangular_velocity,Ypos,Yangle,Yvelocity,Yangular_velocity,noise1,noise2,noise3,noise4
0.0,0.0,0.27671,0.158878,-0.110188,0.21386,0.274426,0.164011,-0.118214,0.2993,0.0672,0.575533,-1.491868,0.628198
0.02,0.0,0.274426,0.164011,-0.118214,0.2993,0.271982,0.17085,-0.126198,0.384683,1.164874,-1.948976,-2.442601,1.450016
0.04,0.0,0.271982,0.17085,-0.126198,0.384683,0.269378,0.179404,-0.134222,0.470951,0.665745,0.351022,1.35648,0.398203
0.06,0.0,0.269378,0.179404,-0.134222,0.470951,0.266612,0.1897,-0.142358,0.559001,-0.422213,2.361911,-0.540652,-0.101547
0.08,0.0,0.266612,0.1897,-0.142358,0.559001,0.263682,0.201782,-0.150673,0.6497,0.750159,0.333812,-0.103072,0.22435
0.1,0.0,0.263682,0.201782,-0.150673,0.6497,0.260584,0.215711,-0.159228,0.743886,0.284327,-2.642728,0.349472,-0.618174
0.12,0.0,0.260584,0.215711,-0.159228,0.743886,0.257311,0.231566,-0.168074,0.842368,-0.143377,0.470628,-0.687491,0.579661
0.14,0.0,0.257311,0.231566,-0.168074,0.842368,0.253858,0.24944,-0.17725,0.945935,1.903083,2.21508,1.6262,0.90447
0.16,0.0,0.253858,0.24944,-0.17725,0.945935,0.250219,0.269442,-0.186786,1.05535,0.592636,-0.621285,-1.865327,0.627889
0.18,0.0,0.250219,0.269442,-0.186786,1.05535,0.246384,0.291698,-0.196695,1.171344,-0.502489,-2.707516,-0.563969,0.690622
0.2,0.0,0.246384,0.291698,-0.196695,1.171344,0.242348,0.316345,-0.20697,1.294614,1.481824,1.023766,1.197364,0.253726
0.22,0.0,0.242348,0.316345,-0.20697,1.294614,0.238103,0.343535,-0.217582,1.425809,0.13688,-0.178403,-0.417514,-0.175725
0.24,0.0,0.238103,0.343535,-0.217582,1.425809,0.233643,0.373434,-0.228469,1.565521,-0.572098,-0.954575,1.171023,0.219924
0.26,0.0,0.233643,0.373434,-0.228469,1.565521,0.228963,0.406216,-0.239534,1.714263,1.704462,-0.542833,-0.637569,0.774503
0.28,0.0,0.228963,0.406216,-0.239534,1.714263,0.224062,0.442067,-0.250637,1.872456,-1.616935,-0.140382,-0.220272,0.52782
