time,action,Xpos,Xangle,Xvelocity,Xangular_velocity,Ypos,Yangle,Yvelocity,Yangular_velocity,noise1,noise2,noise3,noise4,noise5,acc,angular_acc
0.0,-0.436969,0.274313,0.125915,0.15062,-0.161606,0.27652,0.12517,0.070257,0.085295,-1.740219,-0.902835,-0.017474,-0.173566,0.178242,-3.990969,12.090215
0.02,0.0,0.27652,0.12517,0.070257,0.085295,0.277856,0.127591,0.063303,0.156574,1.266523,-0.547038,0.609541,0.804567,-1.20247,-0.344007,3.529976
0.04,0.0,0.277856,0.127591,0.063303,0.156574,0.279053,0.131425,0.056469,0.226792,1.213593,0.781957,2.583595,0.76563,-0.170343,-0.339983,3.498272
0.06,0.0,0.279053,0.131425,0.056469,0.226792,0.280115,0.136661,0.049678,0.296785,0.924355,0.202517,-1.616682,1.828149,-0.086139,-0.339658,3.507329
0.08,0.0,0.280115,0.136661,0.049678,0.296785,0.28104,0.143301,0.042859,0.367351,0.357969,0.803851,-0.586433,-1.370866,-0.394259,-0.342801,3.555335
0.1,0.0,0.28104,0.143301,0.042859,0.367351,0.281829,0.151364,0.035944,0.439254,0.916241,0.641804,0.927808,-0.549312,-1.912551,-0.349194,3.64088
0.12,0.0,0.281829,0.151364,0.035944,0.439254,0.282477,0.160885,0.028871,0.513233,-0.691942,-1.011259,-1.282016,-0.133321,-0.530856,-0.358625,3.76289
0.14,0.0,0.282477,0.160885,0.028871,0.513233,0.282982,0.171912,0.02158,0.590009,0.457444,0.469362,-1.115153,0.441793,2.695811,-0.370875,3.920572
0.16,0.0,0.282982,0.171912,0.02158,0.590009,0.283338,0.184508,0.014018,0.67029,-0.336037,-0.222458,-0.497575,0.912862,1.221396,-0.385701,4.113346
0.18,0.0,0.283338,0.184508,0.014018,0.67029,0.28354,0.198751,0.006137,0.754774,1.570671,-0.118335,-0.041422,-0.251993,0.045924,-0.402819,4.340769
0.2,0.0,0.28354,0.198751,0.006137,0.754774,0.283581,0.214732,-0.002107,0.844148,-0.140246,1.122426,-0.487039,1.436904,1.113724,-0.421883,4.602448
0.22,-0.792335,0.283581,0.214732,-0.002107,0.844148,0.282152,0.235511,-0.140614,1.232442,1.242509,0.949984,-0.200589,-0.834308,-0.994546,-6.888228,19.23366
0.24,0.0,0.282152,0.235511,-0.140614,1.232442,0.279264,0.261058,-0.148264,1.323996,0.285479,0.900925,-0.363673,0.013456,0.027544,-0.399445,4.829347
0.26,0.0,0.279264,0.261058,-0.148264,1.323996,0.276217,0.288538,-0.156573,1.425702,-0.951231,-1.219312,0.911931,1.035124,-0.947118,-0.431069,5.344386
0.28,0.0,0.276217,0.288538,-0.156573,1.425702,0.272997,0.318156,-0.165481,1.537857,0.443793,0.860106,0.875769,1.630286,-0.213388,-0.459007,5.874094
0.3,0.0,0.272997,0.318156,-0.165481,1.537857,0.269594,0.350124,-0.174899,1.660745,0.536507,-0.132813,-0.116043,1.178429,-0.375205,-0.481839,6.417269
0.32,0.0,0.269594,0.350124,-0.174899,1.660745,0.265999,0.384659,-0.184708,1.794612,0.568709,-0.493681,-0.844049,0.291235,1.425236,-0.497764,6.97159
0.34,0.0,0.265999,0.384659,-0.184708,1.794612,0.262204,0.421983,-0.194749,1.939651,-1.036031,0.317476,-3.350999,-0.954556,0.371894,-0.50456,7.533559
