time,action,Xpos,Xangle,Xvelocity,Xangular_velocity,Ypos,Yangle,Yvelocity,Yangular_velocity,noise1,noise2,noise3,noise4,noise5,acc,angular_acc
0.0,0.129124,0.09271,-0.007775,0.180188,-0.296402,0.09652,-0.014126,0.200761,-0.339097,-1.126675,3.264803,0.299988,0.020154,-0.297214,1.032908,-2.185948
0.02,0.0,0.09652,-0.014126,0.200761,-0.339097,0.100527,-0.020852,0.200018,-0.334151,-2.032887,0.758422,-0.114758,-1.658509,0.877688,-0.026969,0.142513
0.04,0.0,0.100527,-0.020852,0.200018,-0.334151,0.104523,-0.02752,0.199675,-0.333317,1.20932,-1.572942,-1.369587,-0.104902,-0.263832,-0.007509,-0.058252
0.06,0.0,0.104523,-0.02752,0.199675,-0.333317,0.108516,-0.034211,0.199712,-0.336421,0.505081,-1.540929,-1.206681,1.080084,-1.097863,0.011187,-0.251568
0.08,0.0,0.108516,-0.034211,0.199712,-0.336421,0.112514,-0.041002,0.200118,-0.343338,1.124824,1.210735,-0.132407,-0.262233,-0.996851,0.029359,-0.439956
0.1,0.0,0.112514,-0.041002,0.200118,-0.343338,0.116523,-0.047969,0.200883,-0.353994,0.296942,-0.330413,-0.459764,1.197314,-0.135902,0.047224,-0.625773
0.12,0.0,0.116523,-0.047969,0.200883,-0.353994,0.120552,-0.055187,0.202005,-0.368359,-0.696979,-0.414976,0.20875,-0.019775,0.095436,0.064988,-0.811238
0.14,0.0,0.120552,-0.055187,0.202005,-0.368359,0.124606,-0.062728,0.203483,-0.386448,0.4634,-0.342103,-1.331927,1.053861,0.115133,0.082841,-0.99846
0.16,0.0,0.124606,-0.062728,0.203483,-0.386448,0.128693,-0.07067,0.20532,-0.408315,-0.483947,-0.62989,1.422602,-1.154048,-0.484212,0.100961,-1.189463
0.18,0.0,0.128693,-0.07067,0.20532,-0.408315,0.132821,-0.079087,0.207523,-0.434057,-0.723568,-1.039485,-0.993341,0.199745,-0.277432,0.119513,-1.386202
0.2,0.0,0.132821,-0.079087,0.207523,-0.434057,0.136997,-0.088059,0.210104,-0.463808,0.334709,0.152447,-0.154601,2.463848,0.398781,0.138649,-1.590579
