time,action,Xpos,Xangle,Xvelocity,Xangular_velocity,Ypos,Yangle,Yvelocity,Yangular_velocity,noise1,noise2,noise3,noise4
0.0,0.0,-0.085357,-0.249945,-0.293988,-0.166743,-0.091104,-0.254656,-0.280732,-0.303873,-0.339756,1.484901,0.40455,-0.886459
0.02,0.0,-0.091104,-0.254656,-0.280732,-0.303873,-0.096588,-0.262085,-0.267765,-0.438768,1.826007,-0.823059,1.46008,-1.174412
0.04,0.0,-0.096588,-0.262085,-0.267765,-0.438768,-0.101816,-0.272202,-0.254979,-0.572897,1.026455,-0.0185,0.12527,-0.938774
0.06,0.0,-0.101816,-0.272202,-0.254979,-0.572897,-0.106788,-0.285005,-0.242279,-0.707634,-0.365058,-0.505602,0.802302,-0.311716
0.08,0.0,-0.106788,-0.285005,-0.242279,-0.707634,-0.111507,-0.30052,-0.22959,-0.844263,-0.431406,-0.170652,0.257352,1.934831
0.1,0.0,-0.111507,-0.30052,-0.22959,-0.844263,-0.115971,-0.318796,-0.216854,-0.98398,0.121581,0.549786,0.016129,-0.93038
0.12,0.0,-0.115971,-0.318796,-0.216854,-0.98398,-0.12018,-0.339907,-0.204037,-1.127892,0.214189,-0.446665,-0.536518,-0.632324
0.14,0.0,-0.12018,-0.339907,-0.204037,-1.127892,-0.124132,-0.363946,-0.191134,-1.277012,-0.744966,-0.072104,0.872801,0.595847
0.16,0.0,-0.124132,-0.363946,-0.191134,-1.277012,-0.127825,-0.391028,-0.17817,-1.432255,-1.66283,0.86586,1.335341,0.918465
0.18,0.0,-0.127825,-0.391028,-0.17817,-1.432255,-0.131259,-0.421283,-0.165211,-1.594424,0.686388,-0.511404,-2.201938,-1.255592
0.2,0.0,-0.131259,-0.421283,-0.165211,-1.594424,-0.134435,-0.454856,-0.15237,-1.764197,0.548782,-1.409895,-0.003963,-0.738892
0.22,0.0,-0.134435,-0.454856,-0.15237,-1.764197,-0.137356,-0.491905,-0.139813,-1.94211,-0.106595,2.286713,0.166136,-2.069852
0.24,0.0,-0.137356,-0.491905,-0.139813,-1.94211,-0.14003,-0.532597,-0.127768,-2.128547,-0.109955,-1.02234,0.105548,1.44201
