time,action,Xpos,Xangle,Xvelocity,Xangular_velocity,Ypos,Yangle,Yvelocity,Yangular_velocity,noise1,noise2,noise3,noise4
0.0,0.0,-0.216742,0.100921,-0.174647,0.157348,-0.220285,0.104607,-0.179624,0.211268,1.242991,-0.657012,1.273696,-0.375856
0.02,0.0,-0.220285,0.104607,-0.179624,0.211268,-0.223927,0.109374,-0.184613,0.265463,-0.989811,0.751992,1.380104,-0.530691
0.04,0.0,-0.223927,0.109374,-0.184613,0.265463,-0.22767,0.115232,-0.189671,0.320542,-0.575421,0.328327,-1.405305,0.316717
0.06,0.0,-0.22767,0.115232,-0.189671,0.320542,-0.231515,0.122205,-0.194851,0.377093,0.489437,-0.237535,2.472166,-1.162885
0.08,0.0,-0.231515,0.122205,-0.194851,0.377093,-0.235465,0.130329,-0.200204,0.435693,0.498706,0.45993,0.329714,-1.211789
0.1,0.0,-0.235465,0.130329,-0.200204,0.435693,-0.239524,0.13965,-0.205779,0.496912,-1.099761,-0.671806,0.118168,-0.741875
0.12,0.0,-0.239524,0.13965,-0.205779,0.496912,-0.243698,0.150227,-0.211623,0.561318,0.912123,1.501708,-0.090043,-0.184039
0.14,0.0,-0.243698,0.150227,-0.211623,0.561318,-0.247991,0.162128,-0.21778,0.629481,-0.759548,0.450357,1.1569,-0.398942
0.16,0.0,-0.247991,0.162128,-0.21778,0.629481,-0.252411,0.175435,-0.224292,0.701974,-0.436886,-0.847434,-0.181326,-1.152996
0.18,0.0,-0.252411,0.175435,-0.224292,0.701974,-0.256966,0.19024,-0.231197,0.779376,-1.034237,1.001867,1.051502,-1.56041
0.2,0.0,-0.256966,0.19024,-0.231197,0.779376,-0.261662,0.206647,-0.23853,0.862274,-0.288815,-0.641612,-0.880185,0.823891
0.22,0.0,-0.261662,0.206647,-0.23853,0.862274,-0.26651,0.224771,-0.246317,0.951258,-0.662088,-0.904534,0.346082,0.495459
0.24,0.0,-0.26651,0.224771,-0.246317,0.951258,-0.271518,0.244741,-0.254579,1.046919,-0.164088,-0.825419,0.669426,-0.286893
0.26,0.0,-0.271518,0.244741,-0.254579,1.046919,-0.276696,0.266697,-0.263321,1.149847,0.708548,-1.896625,-0.228195,0.719347
0.28,0.0,-0.276696,0.266697,-0.263321,1.149847,-0.282054,0.290788,-0.27254,1.260619,0.473905,1.710716,1.10921,0.070434
0.3,0.0,-0.282054,0.290788,-0.27254,1.260619,-0.287601,0.317177,-0.282208,1.379792,-1.11103,-0.476566,-0.518981,0.022058
0.32,0.0,-0.287601,0.317177,-0.282208,1.379792,-0.293345,0.346039,-0.292275,1.507886,1.46324,-1.095422,-0.655568,1.342808
0.34,0.0,-0.293345,0.346039,-0.292275,1.507886,-0.299294,0.377555,-0.302663,1.645374,-0.04588,-0.280466,3.003418,-1.244503
0.36,0.0,-0.299294,0.377555,-0.302663,1.645374,-0.305453,0.411919,-0.313251,1.792656,-0.835096,0.269108,-1.388693,0.242794
0.38,0.0,-0.305453,0.411919,-0.313251,1.792656,-0.311824,0.449329,-0.323877,1.950045,0.281107,-1.092432,-1.694329,0.882219
0.4,0.0,-0.311824,0.449329,-0.323877,1.950045,-0.318407,0.48999,-0.334322,2.117743,1.06535,-1.598314,0.814909,-0.375787
0.42,0.0,-0.318407,0.48999,-0.334322,2.117743,-0.325194,0.534108,-0.344304,2.295825,-1.247421,-1.679992,0.719692,1.891581
0.44,0.0,-0.325194,0.534108,-0.344304,2.295825,-0.332173,0.581891,-0.353474,2.48422,-2.084445,0.083002,-1.246629,-1.005803
0.46,0.0,-0.332173,0.581891,-0.353474,2.48422,-0.339325,0.633544,-0.361404,2.68271,0.33766,-1.122108,0.210477,-1.260709
0.48,0.0,-0.339325,0.633544,-0.361404,2.68271,-0.346618,0.689265,-0.367588,2.890931,-0.179132,-0.846649,-0.19601,-1.452045
0.5,0.0,-0.346618,0.689265,-0.367588,2.890931,-0.354013,0.749243,-0.371439,3.108388,-0.380725,0.571197,0.395542,0.09343
0.52,0.0,-0.354013,0.749243,-0.371439,3.108388,-0.361456,0.813658,-0.372299,3.334497,0.469035,0.859342,-0.001838,-0.736048
0.54,0.0,-0.361456,0.813658,-0.372299,3.334497,-0.36888,0.882676,-0.369444,3.568625,-0.256931,-0.682592,1.076165,1.270204
0.56,0.0,-0.36888,0.882676,-0.369444,3.568625,-0.376204,0.956452,-0.362097,3.810152,-1.021511,-2.47431,0.159114,-0.710604
