time,action,Xpos,Xangle,Xvelocity,Xangular_velocity,Ypos,Yangle,Yvelocity,Yangular_velocity,noise1,noise2,noise3,noise4,noise5,acc,angular_acc
0.0,-1.220516,0.054716,0.132254,0.19839,-0.165759,0.056574,0.134463,-0.012159,0.383001,0.947638,-0.073046,-0.516545,1.356606,-0.111585,-10.467752,26.911012
0.02,0.0,0.056574,0.134463,-0.012159,0.383001,0.056268,0.142781,-0.018455,0.449114,-1.110431,-1.03182,-0.140486,0.177076,-1.947951,-0.319267,3.361176
0.04,0.0,0.056268,0.142781,-0.018455,0.449114,0.055835,0.152444,-0.024948,0.517668,0.420157,0.206024,0.196856,0.871601,0.265752,-0.330489,3.499526
0.06,0.0,0.055835,0.152444,-0.024948,0.517668,0.055269,0.163508,-0.031691,0.589311,0.362824,0.858665,-0.613654,-1.371017,0.579921,-0.344264,3.670175
0.08,0.0,0.055269,0.163508,-0.031691,0.589311,0.054565,0.176041,-0.038734,0.664688,0.556236,0.026619,-0.719948,0.369582,0.111231,-0.360399,3.872912
0.1,0.0,0.054565,0.176041,-0.038734,0.664688,0.053717,0.190125,-0.046122,0.744439,0.171993,-0.340437,0.962596,-0.963233,-0.590646,-0.378667,4.107639
0.12,0.0,0.053717,0.190125,-0.046122,0.744439,0.052718,0.205852,-0.053893,0.829204,-0.506589,1.284716,0.428795,0.468181,-0.879003,-0.398779,4.374298
0.14,0.0,0.052718,0.205852,-0.053893,0.829204,0.051558,0.223331,-0.062082,0.91962,-0.11522,-0.223885,-0.068395,-1.025815,0.659027,-0.420365,4.672783
0.16,0.0,0.051558,0.223331,-0.062082,0.91962,0.050231,0.242679,-0.070714,1.016321,-1.156305,0.566865,-1.645853,-1.600873,0.815789,-0.442941,5.002838
0.18,1.751678,0.050231,0.242679,-0.070714,1.016321,0.051594,0.257561,0.206316,0.47781,-0.287633,1.084028,-0.468702,0.199557,0.67205,13.750026,-26.07564
0.2,0.0,0.051594,0.257561,0.206316,0.47781,0.055596,0.268435,0.193835,0.609709,-1.428503,0.325151,0.642069,0.547067,-0.328455,-0.622114,6.610974
0.22,0.0,0.055596,0.268435,0.193835,0.609709,0.059348,0.281956,0.181403,0.742688,0.277598,-0.600692,0.21595,0.895133,0.296539,-0.621575,6.696719
0.24,0.0,0.059348,0.281956,0.181403,0.742688,0.062852,0.298158,0.16895,0.877986,1.078717,0.217585,1.697751,-0.114002,1.466273,-0.624128,6.842294
0.26,0.0,0.062852,0.298158,0.16895,0.877986,0.066106,0.317099,0.156423,1.016758,1.257909,1.089116,-1.127136,0.447602,1.433623,-0.62869,7.043461
0.28,0.0,0.066106,0.317099,0.156423,1.016758,0.069108,0.338859,0.143796,1.160071,0.78037,0.47479,0.078608,-0.697604,0.792298,-0.633974,7.295825
0.3,0.0,0.069108,0.338859,0.143796,1.160071,0.071857,0.363539,0.131069,1.308904,-0.606955,0.832138,-0.907806,-0.1736,-0.66833,-0.638447,7.594661
0.32,0.0,0.071857,0.363539,0.131069,1.308904,0.07435,0.391258,0.118275,1.464135,-0.342319,0.009284,0.428218,-0.177261,0.084096,-0.640273,7.934737
0.34,0.0,0.07435,0.391258,0.118275,1.464135,0.076588,0.422152,0.105489,1.626531,1.30157,-0.737568,0.13051,-0.760985,2.0483,-0.637274,8.310164
0.36,-0.678289,0.076588,0.422152,0.105489,1.626531,0.077498,0.458635,-0.013987,2.020553,-0.655229,-0.942764,-1.055979,-0.668566,-0.721894,-5.901091,19.51802
0.38,0.0,0.077498,0.458635,-0.013987,2.020553,0.077112,0.500727,-0.0246,2.190362,-0.5939,0.236913,1.144568,-0.092363,-0.081646,-0.519691,8.755861
0.4,0.0,0.077112,0.500727,-0.0246,2.190362,0.076518,0.54632,-0.034662,2.370759,0.217151,-0.584876,-2.032082,0.874975,-0.568421,-0.483239,9.28279
0.42,0.0,0.076518,0.54632,-0.034662,2.370759,0.075731,0.595627,-0.043792,2.561598,2.552464,1.072643,-0.886325,0.559697,1.238791,-0.425903,9.7986
0.44,0.0,0.075731,0.595627,-0.043792,2.561598,0.074775,0.648852,-0.051535,2.762581,-0.142461,-0.522029,0.634792,0.279382,-0.798313,-0.343723,10.295998
0.46,0.0,0.074775,0.648852,-0.051535,2.762581,0.073683,0.706195,-0.057352,2.973274,1.346477,-0.753084,0.553672,-0.335949,-0.877072,-0.232721,10.768457
