time,action,Xpos,Xangle,Xvelocity,Xangular_velocity,Ypos,Yangle,Yvelocity,Yangular_velocity,noise1,noise2,noise3,noise4,noise5,acc,angular_acc
0.0,0.0,-0.012103,-0.153164,0.062324,0.087367,-0.01077,-0.15233,0.070954,-0.003342,-0.338058,0.354882,-1.033907,0.49385,0.588548,0.421692,-4.436075
0.02,0.0,-0.01077,-0.15233,0.070954,-0.003342,-0.009267,-0.153274,0.079229,-0.090481,-0.234192,-0.418887,1.875244,0.338029,0.250675,0.40659,-4.286338
0.04,0.0,-0.009267,-0.153274,0.079229,-0.090481,-0.007602,-0.155933,0.087251,-0.175171,-1.276171,-0.337538,0.189219,-1.860455,-0.267394,0.396376,-4.190663
0.06,0.0,-0.007602,-0.155933,0.087251,-0.175171,-0.005778,-0.160271,0.095115,-0.258459,-1.059312,-0.039609,-2.018871,-1.01298,-3.185343,0.39071,-4.145699
0.08,0.0,-0.005778,-0.160271,0.095115,-0.258459,-0.003798,-0.166269,0.102909,-0.341329,-0.445539,1.05104,1.17858,0.555741,-1.429997,0.38927,-4.14864
0.1,0.0,-0.003798,-0.166269,0.102909,-0.341329,-0.001662,-0.173928,0.110713,-0.424717,-0.319097,0.790815,-1.036919,0.734785,-1.638336,0.391745,-4.197163
0.12,0.0,-0.001662,-0.173928,0.110713,-0.424717,0.000631,-0.183267,0.118603,-0.509513,0.391449,0.076315,-0.306047,-0.189723,-0.397538,0.397827,-4.289366
0.14,0.0,0.000631,-0.183267,0.118603,-0.509513,0.003083,-0.194324,0.126649,-0.596577,1.604213,0.407197,0.296376,0.619033,-1.212922,0.407197,-4.423686
0.16,0.0,0.003083,-0.194324,0.126649,-0.596577,0.005699,-0.207151,0.134911,-0.686736,-1.134987,0.573109,0.413991,-1.154569,-0.163401,0.419507,-4.598824
0.18,0.0,0.005699,-0.207151,0.134911,-0.686736,0.008482,-0.221819,0.143446,-0.780795,-0.504104,0.160935,2.966237,-0.345959,-1.138049,0.434359,-4.813647
0.2,0.0,0.008482,-0.221819,0.143446,-0.780795,0.011438,-0.238414,0.1523,-0.879539,-0.756905,-1.244045,-0.260502,0.110472,0.01473,0.451278,-5.067089
0.22,0.0,0.011438,-0.238414,0.1523,-0.879539,0.014576,-0.257037,0.161507,-0.983728,-0.270961,1.893528,0.989572,-0.860479,0.374583,0.469685,-5.35803
0.24,0.0,0.014576,-0.257037,0.161507,-0.983728,0.017901,-0.277804,0.171092,-1.094099,1.169694,0.874608,-0.097,0.760252,1.507478,0.488854,-5.685167
0.26,0.0,0.017901,-0.277804,0.171092,-1.094099,0.021422,-0.300847,0.18106,-1.211362,0.484695,0.149338,-0.461375,-0.87377,-0.044461,0.507874,-6.04687
0.28,0.0,0.021422,-0.300847,0.18106,-1.211362,0.025146,-0.326309,0.191399,-1.336187,-0.175986,-0.489419,-0.994319,1.057037,-0.189351,0.525606,-6.441026
0.3,0.0,0.025146,-0.326309,0.191399,-1.336187,0.02908,-0.354349,0.202067,-1.469197,1.340985,0.516653,-0.551958,0.75476,-0.542403,0.540627,-6.864887
0.32,0.0,0.02908,-0.354349,0.202067,-1.469197,0.033231,-0.385135,0.212994,-1.610952,0.74686,0.129585,-0.356242,1.699378,0.192233,0.551186,-7.314918
0.34,0.0,0.033231,-0.385135,0.212994,-1.610952,0.037601,-0.418848,0.224071,-1.761934,0.869255,1.989968,1.373613,0.188384,0.103349,0.55516,-7.78668
0.36,0.0,0.037601,-0.418848,0.224071,-1.761934,0.042193,-0.455677,0.23514,-1.922525,0.994672,-0.867434,0.377198,0.685114,0.127533,0.550017,-8.274766
0.38,0.0,0.042193,-0.455677,0.23514,-1.922525,0.047005,-0.495815,0.245992,-2.092988,0.716008,0.181,-1.182661,0.901848,1.70915,0.532809,-8.77282
0.4,0.0,0.047005,-0.495815,0.245992,-2.092988,0.05203,-0.539463,0.256351,-2.273454,0.125258,1.661208,0.871233,-0.356712,-0.326826,0.500185,-9.273676
0.42,0.0,0.05203,-0.539463,0.256351,-2.273454,0.057254,-0.58682,0.265874,-2.463902,0.193835,-0.427903,0.260767,-0.804397,0.488501,0.448453,-9.769649
0.44,0.0,0.057254,-0.58682,0.265874,-2.463902,0.062656,-0.638084,0.274138,-2.664157,-1.200393,1.958514,-0.475287,-0.313248,-0.505855,0.373682,-10.25299
0.46,0.0,0.062656,-0.638084,0.274138,-2.664157,0.068208,-0.69345,0.280643,-2.873893,1.393376,-0.076059,-1.680494,-0.503049,-0.913182,0.271856,-10.7165
0.48,0.0,0.068208,-0.69345,0.280643,-2.873893,0.073867,-0.7531,0.284809,-3.09265,1.16788,0.778421,-0.094388,-1.174497,0.574772,0.139082,-11.154268
0.5,0.0,0.073867,-0.7531,0.284809,-3.09265,0.07958,-0.817212,0.28598,-3.319872,-1.324816,-1.468365,0.275077,0.991499,0.023042,-0.028181,-11.562432
0.52,0.0,0.07958,-0.817212,0.28598,-3.319872,0.085281,-0.885948,0.283436,-3.554949,-3.282193,0.737022,-1.942396,-0.825184,-0.486212,-0.23287,-11.939866
0.54,0.0,0.085281,-0.885948,0.283436,-3.554949,0.090888,-0.959458,0.276406,-3.797283,-0.131656,0.488901,-1.400089,0.465962,-0.46278,-0.477082,-12.288626
0.56,0.0,0.090888,-0.959458,0.276406,-3.797283,0.096302,-1.037884,0.264087,-4.046346,0.93208,-0.153534,0.834711,0.078631,1.831205,-0.761853,-12.614028
0.58,0.0,0.096302,-1.037884,0.264087,-4.046346,0.10141,-1.121354,0.245667,-4.30175,0.320257,-0.066762,-0.166485,1.134036,-0.975085,-1.086977,-12.924208
0.6,0.0,0.10141,-1.121354,0.245667,-4.30175,0.106083,-1.209995,0.220354,-4.563286,0.385977,-1.55512,-0.590181,3.390576,-0.450626,-1.45082,-13.229069
0.62,0.0,0.106083,-1.209995,0.220354,-4.563286,0.110174,-1.303927,0.187402,-4.830949,-0.842798,-1.093148,0.814963,-0.349446,-0.731006,-1.850082,-13.538494
0.64,0.0,0.110174,-1.303927,0.187402,-4.830949,0.113524,-1.403275,0.146154,-5.10491,-0.387721,1.101138,-0.320019,1.958715,0.575131,-2.279409,-13.859653
0.66,0.0,0.113524,-1.403275,0.146154,-5.10491,0.115961,-1.508167,0.096082,-5.385423,-0.630568,-0.960337,-1.984785,1.079745,-0.690768,-2.730714,-14.193108
0.68,0.0,0.115961,-1.508167,0.096082,-5.385423,0.117306,-1.618736,0.036861,-5.672644,0.40982,-3.406391,-0.647621,-0.360125,0.850583,-3.192021,-14.527156
0.7,0.0,0.117306,-1.618736,0.036861,-5.672644,0.117374,-1.735116,-0.031545,-5.966307,-0.608015,0.892543,-0.075207,-0.851278,0.160365,-3.645611,-14.829596
0.72,0.0,0.117374,-1.735116,-0.031545,-5.966307,0.115985,-1.857424,-0.108734,-6.2652,-1.789229,-0.19801,-0.882723,0.403306,-1.294224,-4.065251,-15.03592
0.74,0.0,0.115985,-1.857424,-0.108734,-6.2652,0.112973,-1.98574,-0.193668,-6.566369,0.021282,0.96017,1.048873,2.206695,-0.587619,-4.412492,-15.033308
0.76,0.0,0.112973,-1.98574,-0.193668,-6.566369,0.1082,-2.120056,-0.284379,-6.863963,-0.056644,0.016449,-1.004809,0.337778,-0.991493,-4.632605,-14.64195
0.78,0.0,0.1082,-2.120056,-0.284379,-6.863963,0.10158,-2.260208,-0.377621,-7.147734,-0.743086,-0.001429,1.086102,0.674459,-0.800193,-4.652266,-13.601012
0.8,0.0,0.10158,-2.260208,-0.377621,-7.147734,0.09311,-2.405767,-0.468522,-7.401449,-0.456031,-0.399215,-0.010358,0.515019,0.579889,-4.383893,-11.578387
0.82,0.0,0.09311,-2.405767,-0.468522,-7.401449,0.082899,-2.555913,-0.550456,-7.602008,1.602126,0.053405,-0.117164,-1.810871,-0.052034,-3.744723,-8.237958
