time,action,Xpos,Xangle,Xvelocity,Xangular_velocity,Ypos,Yangle,Yvelocity,Yangular_velocity,noise1,noise2,noise3,noise4,noise5,acc,angular_acc
0.0,-1.966195,0.100373,-0.082278,-0.118786,-0.118404,0.094768,-0.077486,-0.441242,0.593199,-1.101233,-0.139277,-0.808435,-0.133348,-0.639288,-16.054974,34.959063
0.02,0.0,0.094768,-0.077486,-0.441242,0.593199,0.086014,-0.066298,-0.434319,0.52718,1.244366,-0.162916,0.07586,-0.803247,-0.640649,0.324348,-3.073028
0.04,0.0,0.086014,-0.066298,-0.434319,0.52718,0.077389,-0.056341,-0.428233,0.469897,0.594538,-0.50767,-0.045551,-1.562497,-1.26574,0.284824,-2.6621
0.06,0.0,0.077389,-0.056341,-0.428233,0.469897,0.068879,-0.04745,-0.422894,0.420361,-0.421966,-0.077017,1.127482,1.642194,-1.368508,0.249591,-2.29759
0.08,0.0,0.068879,-0.04745,-0.422894,0.420361,0.060469,-0.03948,-0.418222,0.3777,0.011762,0.457055,0.076494,-1.556605,-1.42982,0.218175,-1.973781
0.1,0.0,0.060469,-0.03948,-0.418222,0.3777,0.052146,-0.032301,-0.414143,0.341152,0.868328,0.051365,1.511282,-0.224691,-0.642018,0.190134,-1.685527
0.12,0.0,0.052146,-0.032301,-0.414143,0.341152,0.0439,-0.025798,-0.410595,0.310055,-0.29145,2.117583,0.390911,0.906021,-0.564875,0.165053,-1.428214
0.14,0.0,0.0439,-0.025798,-0.410595,0.310055,0.03572,-0.019867,-0.407522,0.283829,-0.814948,0.091379,-3.166066,-0.234046,-0.038273,0.142555,-1.197712
0.16,0.0,0.03572,-0.019867,-0.407522,0.283829,0.027596,-0.014416,-0.404876,0.261978,-0.956539,0.593468,0.141596,1.073765,-0.675754,0.122297,-0.990329
0.18,0.0,0.027596,-0.014416,-0.404876,0.261978,0.019522,-0.009361,-0.402616,0.244072,1.508608,-0.473033,0.689921,0.386895,1.181141,0.103967,-0.802763
0.2,0.0,0.019522,-0.009361,-0.402616,0.244072,0.011489,-0.004629,-0.400706,0.229744,0.763038,0.719361,0.869029,-0.20924,0.26838,0.087284,-0.632059
0.22,0.0,0.011489,-0.004629,-0.400706,0.229744,0.003492,-0.00015,-0.399115,0.218685,1.276898,-0.766537,-1.984087,-1.497423,0.774858,0.071994,-0.475568
0.24,0.0,0.003492,-0.00015,-0.399115,0.218685,-0.004477,0.004138,-0.397817,0.210634,-0.712695,-1.322552,-1.471518,-0.833391,-0.606293,0.057867,-0.330902
0.26,0.0,-0.004477,0.004138,-0.397817,0.210634,-0.012423,0.008294,-0.396793,0.205376,-0.001308,-0.840909,-0.635593,0.853345,-0.055414,0.044696,-0.195905
0.28,0.0,-0.012423,0.008294,-0.396793,0.205376,-0.020351,0.012371,-0.396024,0.202739,-0.739211,-0.320881,0.818139,1.481374,0.141437,0.03229,-0.068616
