time,action,Xpos,Xangle,Xvelocity,Xangular_velocity,Ypos,Yangle,Yvelocity,Yangular_velocity,noise1,noise2,noise3,noise4,noise5,acc,angular_acc
0.0,0.0,-0.105388,-0.056396,-0.129114,0.261404,-0.107928,-0.05159,-0.124938,0.220001,0.068087,-1.385956,-0.163442,0.670798,-0.810562,0.197993,-1.958981
0.02,0.0,-0.107928,-0.05159,-0.124938,0.220001,-0.110388,-0.047568,-0.121173,0.182818,0.612422,-0.313822,-0.80761,-0.135022,-0.280036,0.178899,-1.763567
0.04,0.0,-0.110388,-0.047568,-0.121173,0.182818,-0.112777,-0.044253,-0.117762,0.149256,1.379387,0.227385,1.104202,-0.850791,-0.720905,0.162532,-1.596432
0.06,0.0,-0.112777,-0.044253,-0.117762,0.149256,-0.115101,-0.041578,-0.114654,0.118781,-1.960905,1.750685,2.243934,-0.481214,0.024945,0.148607,-1.454554
0.08,0.0,-0.115101,-0.041578,-0.114654,0.118781,-0.117365,-0.039485,-0.111802,0.090913,0.248328,1.458796,-0.237324,-0.47612,0.969173,0.136877,-1.335307
0.1,0.0,-0.117365,-0.039485,-0.111802,0.090913,-0.119574,-0.037927,-0.109165,0.065224,-0.557168,-1.072112,2.035786,1.614524,1.406594,0.127124,-1.236416
0.12,0.0,-0.119574,-0.037927,-0.109165,0.065224,-0.121733,-0.036864,-0.106705,0.041326,1.013503,0.421336,-0.834095,-0.262025,1.129189,0.119161,-1.155929
0.14,0.0,-0.121733,-0.036864,-0.106705,0.041326,-0.123844,-0.036264,-0.104387,0.018869,0.298437,-0.712796,2.157482,0.504842,1.374702,0.112826,-1.092178
0.16,0.0,-0.123844,-0.036264,-0.104387,0.018869,-0.125909,-0.036102,-0.102181,-0.002469,-1.814135,-0.530499,1.052028,0.129363,-1.124673,0.107982,-1.043754
0.18,0.0,-0.125909,-0.036102,-0.102181,-0.002469,-0.127931,-0.036357,-0.100058,-0.02298,-0.213198,-0.247876,-1.657382,0.846226,-0.106603,0.104513,-1.009481
0.2,0.0,-0.127931,-0.036357,-0.100058,-0.02298,-0.129912,-0.037017,-0.097992,-0.04294,0.45659,0.461044,0.237319,-0.427035,-1.284092,0.102324,-0.988391
0.22,0.0,-0.129912,-0.037017,-0.097992,-0.04294,-0.131851,-0.038073,-0.095957,-0.062602,-0.277704,0.910185,-0.741471,0.905321,0.917497,0.101338,-0.979707
0.24,0.0,-0.131851,-0.038073,-0.095957,-0.062602,-0.13375,-0.039521,-0.09393,-0.082209,1.333002,-1.84474,0.226963,1.387443,-0.694761,0.101495,-0.982828
0.26,0.0,-0.13375,-0.039521,-0.09393,-0.082209,-0.135608,-0.041362,-0.09189,-0.101993,0.161273,-0.757012,-0.678535,0.50639,1.097991,0.102747,-0.997311
0.28,0.0,-0.135608,-0.041362,-0.09189,-0.101993,-0.137425,-0.043603,-0.089813,-0.122177,0.856737,-0.274215,0.538451,-0.063751,-0.605183,0.105065,-1.022862
0.3,0.0,-0.137425,-0.043603,-0.089813,-0.122177,-0.139201,-0.046254,-0.08768,-0.142981,0.962253,-0.164317,-0.232459,-0.947222,-1.760736,0.108428,-1.059323
0.32,0.0,-0.139201,-0.046254,-0.08768,-0.142981,-0.140932,-0.049328,-0.085469,-0.164623,-1.922242,0.241352,-0.229772,-0.840221,-1.566244,0.112831,-1.106669
0.34,0.0,-0.140932,-0.049328,-0.085469,-0.164623,-0.142619,-0.052845,-0.08316,-0.187321,-1.530137,-0.62061,-1.194239,-0.522597,-0.842314,0.118275,-1.164995
0.36,0.0,-0.142619,-0.052845,-0.08316,-0.187321,-0.144258,-0.056829,-0.080731,-0.211297,-1.389407,-0.659602,-0.309483,0.007088,-0.245536,0.124776,-1.234514
0.38,0.0,-0.144258,-0.056829,-0.080731,-0.211297,-0.145847,-0.061307,-0.078162,-0.236777,-0.967648,-0.14084,-0.178196,-0.050251,1.362779,0.132356,-1.315552
0.4,0.0,-0.145847,-0.061307,-0.078162,-0.236777,-0.147383,-0.066312,-0.07543,-0.263997,-0.150026,-0.903403,2.309403,-1.305064,-0.08932,0.141047,-1.408543
0.42,0.0,-0.147383,-0.066312,-0.07543,-0.263997,-0.148863,-0.07188,-0.072512,-0.293201,-0.741257,0.376032,0.88206,-1.409653,-1.013837,0.150886,-1.51403
0.44,0.0,-0.148863,-0.07188,-0.072512,-0.293201,-0.150282,-0.078055,-0.069386,-0.324644,0.507988,-1.424531,1.292449,0.173181,-1.084734,0.161918,-1.632656
0.46,0.0,-0.150282,-0.078055,-0.069386,-0.324644,-0.151637,-0.084883,-0.066028,-0.358597,1.474032,-0.203827,-0.933639,-0.580065,0.33871,0.174192,-1.765163
0.48,0.0,-0.151637,-0.084883,-0.066028,-0.358597,-0.152922,-0.092417,-0.06241,-0.395346,0.78434,0.416652,-1.772405,0.428642,0.794068,0.187759,-1.912392
