time,action,Xpos,Xangle,Xvelocity,Xangular_velocity,Ypos,Yangle,Yvelocity,Yangular_velocity,noise1,noise2,noise3,noise4,noise5,acc,angular_acc
0.0,0.0,0.081294,0.061954,-0.025002,-0.228792,0.08075,0.057834,-0.029317,-0.18389,0.781442,-0.94466,-2.336891,1.512773,-0.34654,-0.205614,2.140791
0.02,0.0,0.08075,0.057834,-0.029317,-0.18389,0.080124,0.054572,-0.033249,-0.142923,-0.24048,1.181682,-1.29514,-0.780312,-0.06428,-0.187985,1.960467
0.04,0.0,0.080124,0.054572,-0.033249,-0.142923,0.079423,0.052095,-0.036857,-0.105259,-1.880785,-0.924712,-0.393621,0.84079,-0.727953,-0.173238,1.810097
0.06,0.0,0.079423,0.052095,-0.036857,-0.105259,0.078652,0.050343,-0.040197,-0.070328,0.386964,0.189211,-0.451678,-0.460387,-1.802773,-0.161103,1.68679
0.08,0.0,0.078652,0.050343,-0.040197,-0.070328,0.077816,0.049267,-0.043318,-0.037614,-0.858061,-2.286987,1.431783,-2.572582,-0.532737,-0.151345,1.588063
0.1,0.0,0.077816,0.049267,-0.043318,-0.037614,0.07692,0.048827,-0.046266,-0.006647,-2.710038,2.006854,0.346203,1.122796,-0.054951,-0.143763,1.511803
0.12,0.0,0.07692,0.048827,-0.046266,-0.006647,0.075966,0.048993,-0.049083,0.023003,0.279713,1.300566,1.806889,0.313285,0.884013,-0.138183,1.456235
0.14,0.0,0.075966,0.048993,-0.049083,0.023003,0.074957,0.049741,-0.051806,0.051736,0.459595,0.521186,1.059392,0.35561,0.522577,-0.134463,1.419885
0.16,0.0,0.074957,0.049741,-0.051806,0.051736,0.073895,0.051059,-0.054473,0.079923,0.903716,0.640031,-1.04027,-0.552843,-1.227976,-0.132483,1.401556
0.18,0.0,0.073895,0.051059,-0.054473,0.079923,0.072779,0.052937,-0.057117,0.107916,-0.58827,-0.568163,0.000853,-0.963203,-0.091087,-0.132148,1.400305
0.2,0.0,0.072779,0.052937,-0.057117,0.107916,0.07161,0.055376,-0.05977,0.136048,2.065363,-1.776842,1.302776,-2.115053,-1.891054,-0.133384,1.415416
0.22,0.0,0.07161,0.055376,-0.05977,0.136048,0.070388,0.058382,-0.062463,0.164641,-0.470238,-1.128832,0.088218,-0.236229,-0.093098,-0.136135,1.446388
0.24,0.0,0.070388,0.058382,-0.062463,0.164641,0.069111,0.061967,-0.065225,0.194008,-0.303267,0.690085,1.108326,0.118163,-0.361819,-0.140364,1.492914
0.26,0.0,0.069111,0.061967,-0.065225,0.194008,0.067778,0.06615,-0.068087,0.224461,-1.231233,0.2566,0.158407,0.762671,0.202174,-0.146048,1.554871
0.28,0.0,0.067778,0.06615,-0.068087,0.224461,0.066387,0.070955,-0.071077,0.256307,0.079079,-0.333601,0.904807,0.211372,-0.401564,-0.153179,1.632304
