time,action,Xpos,Xangle,Xvelocity,Xangular_velocity,Ypos,Yangle,Yvelocity,Yangular_velocity,noise1,noise2,noise3,noise4,noise5,acc,angular_acc
0.0,0.0,0.007378,-0.048973,-0.005642,-0.022412,0.007291,-0.049692,-0.003015,-0.049413,0.347395,0.878771,-1.52301,-1.119593,-1.000366,0.129745,-1.334577
0.02,0.0,0.007291,-0.049692,-0.003015,-0.049413,0.007257,-0.050946,-0.000441,-0.075912,-0.433909,0.008847,-1.218944,-0.407271,-0.020943,0.127928,-1.317813
0.04,0.0,0.007257,-0.050946,-0.000441,-0.075912,0.007273,-0.052727,0.002113,-0.102236,-0.923978,0.784299,-0.678581,-0.709331,-0.176076,0.127658,-1.317097
0.06,0.0,0.007273,-0.052727,0.002113,-0.102236,0.007341,-0.055036,0.004676,-0.128701,-1.228121,-0.835559,-0.199996,1.674496,-1.038147,0.128866,-1.331765
0.08,0.0,0.007341,-0.055036,0.004676,-0.128701,0.007461,-0.057878,0.007277,-0.155609,-0.319771,0.339723,-0.430815,1.049597,0.303263,0.131503,-1.361352
0.1,0.0,0.007461,-0.057878,0.007277,-0.155609,0.007633,-0.061265,0.009946,-0.183254,-0.731939,-1.845182,0.773417,1.240857,-0.107335,0.135534,-1.40558
0.12,0.0,0.007633,-0.061265,0.009946,-0.183254,0.007859,-0.065215,0.012708,-0.211929,1.378891,-0.892952,0.003844,1.041959,-0.534754,0.140939,-1.464342
0.14,0.0,0.007859,-0.065215,0.012708,-0.211929,0.008142,-0.069751,0.015592,-0.241925,-0.724298,-0.400686,1.415035,-0.139244,0.154533,0.147713,-1.537692
0.16,0.0,0.008142,-0.069751,0.015592,-0.241925,0.008484,-0.074903,0.018626,-0.273535,-2.543132,-0.214258,-0.438218,-0.781142,-0.930667,0.155862,-1.625837
0.18,0.0,0.008484,-0.074903,0.018626,-0.273535,0.008888,-0.080706,0.021836,-0.307059,-0.366441,-1.66074,-0.593909,0.7365,0.004154,0.165402,-1.729128
0.2,0.0,0.008888,-0.080706,0.021836,-0.307059,0.009359,-0.0872,0.025251,-0.342803,1.288256,0.80646,-1.863125,0.64397,0.698295,0.176355,-1.84805
0.22,0.0,0.009359,-0.0872,0.025251,-0.342803,0.0099,-0.094435,0.0289,-0.381087,0.7396,-0.4817,-1.61731,-0.288471,0.13715,0.188753,-1.983213
0.24,0.0,0.0099,-0.094435,0.0289,-0.381087,0.010516,-0.102463,0.032811,-0.422242,0.716589,-1.846214,-0.517423,-0.240298,-0.507044,0.202626,-2.135349
0.26,0.0,0.010516,-0.102463,0.032811,-0.422242,0.011214,-0.111346,0.037014,-0.466617,0.307262,-0.821442,0.154885,-0.643079,-0.956815,0.218006,-2.305294
0.28,0.0,0.011214,-0.111346,0.037014,-0.466617,0.011999,-0.121151,0.041541,-0.514576,0.550073,1.404926,-1.473017,-1.375104,-2.270504,0.23492,-2.493979
0.3,0.0,0.011999,-0.121151,0.041541,-0.514576,0.012878,-0.131955,0.046421,-0.566504,0.018523,-1.076306,-0.455834,-1.942044,-2.224997,0.25338,-2.702415
0.32,0.0,0.012878,-0.131955,0.046421,-0.566504,0.013859,-0.143841,0.051686,-0.622807,0.52417,0.188607,-1.491548,-0.30032,0.356434,0.273383,-2.931666
0.34,0.0,0.013859,-0.143841,0.051686,-0.622807,0.014948,-0.1569,0.057366,-0.683911,0.11748,-0.220565,-0.777499,0.022886,-0.102168,0.294896,-3.182828
0.36,0.0,0.014948,-0.1569,0.057366,-0.683911,0.016156,-0.171232,0.063491,-0.750268,0.023129,-0.433524,-1.245569,-0.019151,0.917744,0.317844,-3.456987
0.38,0.0,0.016156,-0.171232,0.063491,-0.750268,0.017491,-0.186948,0.070088,-0.822345,-0.85297,-1.804648,-0.865443,0.19802,1.118843,0.342095,-3.755174
0.4,0.0,0.017491,-0.186948,0.070088,-0.822345,0.018963,-0.204167,0.077182,-0.900634,0.969392,0.950085,1.575555,0.397264,-0.482123,0.367443,-4.078309
0.42,0.0,0.018963,-0.204167,0.077182,-0.900634,0.020582,-0.223019,0.084791,-0.985642,0.389615,-1.063413,-1.312973,0.009627,-0.257924,0.39358,-4.427123
0.44,0.0,0.020582,-0.223019,0.084791,-0.985642,0.022358,-0.243641,0.092927,-1.077887,0.480906,0.435045,-0.003211,-1.136756,-0.828802,0.420068,-4.80207
0.46,0.0,0.022358,-0.243641,0.092927,-1.077887,0.024302,-0.266186,0.101591,-1.177892,-0.350731,2.034158,0.508027,0.037509,-0.674989,0.446307,-5.203217
