time,action,Xpos,Xangle,Xvelocity,Xangular_velocity,Ypos,Yangle,Yvelocity,Yangular_velocity,noise1,noise2,noise3,noise4,noise5,acc,angular_acc
0.0,0.0,0.001608,-0.237109,-0.291345,-0.280194,-0.004097,-0.243978,-0.279107,-0.406466,-0.975972,0.141255,-1.40587,0.121989,-0.736529,0.607114,-6.284334
0.02,0.0,-0.004097,-0.243978,-0.279107,-0.406466,-0.009558,-0.253363,-0.267025,-0.532035,-0.843357,0.559646,0.975314,-2.314032,-0.033917,0.601788,-6.282797
0.04,0.0,-0.009558,-0.253363,-0.267025,-0.532035,-0.014778,-0.265263,-0.255005,-0.658214,1.379735,0.683906,0.492723,-0.758001,0.910076,0.60086,-6.344825
0.06,0.0,-0.014778,-0.265263,-0.255005,-0.658214,-0.019758,-0.279703,-0.242966,-0.786235,2.197108,-0.041027,-0.213786,0.443403,0.131935,0.603551,-6.466493
0.08,0.0,-0.019758,-0.279703,-0.242966,-0.786235,-0.024496,-0.296732,-0.230844,-0.917253,0.148501,-0.791972,0.886985,1.816702,1.60201,0.60896,-6.644005
0.1,0.0,-0.024496,-0.296732,-0.230844,-0.917253,-0.028991,-0.316421,-0.218595,-1.052347,-1.063443,-0.951648,0.375929,-0.877436,0.044572,0.616021,-6.873533
0.12,0.0,-0.028991,-0.316421,-0.218595,-1.052347,-0.033239,-0.33886,-0.2062,-1.192518,-0.602819,-0.707475,0.138254,2.230986,-0.300204,0.623466,-7.151048
0.14,0.0,-0.033239,-0.33886,-0.2062,-1.192518,-0.037238,-0.364162,-0.193664,-1.338682,-0.612653,0.159659,-0.918218,-0.023757,1.209283,0.62977,-7.472142
0.16,0.0,-0.037238,-0.364162,-0.193664,-1.338682,-0.040985,-0.392453,-0.181028,-1.491663,0.702273,-0.821136,-0.6649,-1.577287,0.894665,0.633107,-7.831853
0.18,0.0,-0.040985,-0.392453,-0.181028,-1.491663,-0.044479,-0.423878,-0.168373,-1.652177,0.305461,0.929247,0.949489,0.446581,-1.202576,0.631301,-8.224521
0.2,0.0,-0.044479,-0.423878,-0.168373,-1.652177,-0.04772,-0.458594,-0.155826,-1.82082,-0.087973,0.91144,1.658404,-0.104061,-0.962162,0.621787,-8.643688
0.22,0.0,-0.04772,-0.458594,-0.155826,-1.82082,-0.050714,-0.496768,-0.143571,-1.998053,0.148197,0.174976,0.527297,0.728237,-0.762408,0.6016,-9.082083
0.24,0.0,-0.050714,-0.496768,-0.143571,-1.998053,-0.053467,-0.538576,-0.131854,-2.18418,1.108255,1.357895,-1.105911,0.287604,1.163219,0.567374,-9.531713
0.26,0.0,-0.053467,-0.538576,-0.131854,-2.18418,-0.055994,-0.584196,-0.120993,-2.379341,0.103941,1.137869,0.729948,0.217747,1.496816,0.5154,-9.984108
0.28,0.0,-0.055994,-0.584196,-0.120993,-2.379341,-0.058315,-0.633809,-0.111381,-2.583508,0.733833,-0.12253,1.0852,0.068846,-0.742045,0.441713,-10.430729
0.3,0.0,-0.058315,-0.633809,-0.111381,-2.583508,-0.06046,-0.687595,-0.103493,-2.796483,-1.086824,1.283567,-0.758685,-0.527089,-0.738087,0.342242,-10.86354
0.32,0.0,-0.06046,-0.687595,-0.103493,-2.796483,-0.06247,-0.745725,-0.097887,-3.017917,-1.60131,0.045068,0.116516,0.504864,-2.364619,0.212998,-11.275713
0.34,0.0,-0.06247,-0.745725,-0.097887,-3.017917,-0.064395,-0.808365,-0.095193,-3.247348,0.548541,-0.110122,-0.567882,0.923384,0.496787,0.050308,-11.662386
0.36,0.0,-0.064395,-0.808365,-0.095193,-3.247348,-0.066301,-0.875669,-0.096114,-3.484236,-1.990657,-1.304203,-0.200232,-0.369797,1.369209,-0.148941,-12.021365
