time,action,Xpos,Xangle,Xvelocity,Xangular_velocity,Ypos,Yangle,Yvelocity,Yangular_velocity,noise1,noise2,noise3,noise4,noise5,acc,angular_acc
0.0,-1.407018,0.217694,-0.203596,-0.23543,0.138698,0.210785,-0.196757,-0.455241,0.543288,-0.672387,-0.844508,-0.059231,1.653466,-0.380366,-10.962654,19.962514
0.02,0.0,0.210785,-0.196757,-0.455241,0.543288,0.201813,-0.187232,-0.442116,0.410957,0.208468,-0.976309,0.403613,1.203636,-0.218638,0.632896,-6.358347
0.04,0.0,0.201813,-0.187232,-0.442116,0.410957,0.193095,-0.180254,-0.429875,0.288332,-0.578999,-0.33847,-1.767665,-1.523011,-0.335085,0.592212,-5.916455
0.06,0.0,0.193095,-0.180254,-0.429875,0.288332,0.184613,-0.175645,-0.41838,0.173726,0.672999,-1.44133,-2.068274,0.364324,0.666024,0.558318,-5.5556
0.08,0.0,0.184613,-0.175645,-0.41838,0.173726,0.176356,-0.173262,-0.407497,0.065581,1.238128,-1.171219,0.230199,1.831359,-0.945986,0.53089,-5.269668
0.1,0.0,0.176356,-0.173262,-0.407497,0.065581,0.16831,-0.172989,-0.397101,-0.037547,2.119283,-0.321452,-0.498246,-0.652661,-0.323449,0.509553,-5.053136
0.12,0.0,0.16831,-0.172989,-0.397101,-0.037547,0.160469,-0.174739,-0.387075,-0.136995,-2.112944,-0.639499,-0.786741,-0.293236,0.903704,0.493912,-4.901112
0.14,0.0,0.160469,-0.174739,-0.387075,-0.136995,0.152826,-0.178452,-0.377308,-0.23401,-1.144548,1.207141,1.006429,0.722557,-2.510942,0.483569,-4.809328
0.16,0.0,0.152826,-0.178452,-0.377308,-0.23401,0.145376,-0.184091,-0.367698,-0.32976,-0.741273,-1.740224,0.515728,-1.452878,0.111584,0.47813,-4.774108
0.18,0.0,0.145376,-0.184091,-0.367698,-0.32976,0.138117,-0.191641,-0.358151,-0.425342,1.375774,0.391314,-0.499678,0.684057,-0.033947,0.477199,-4.792309
0.2,0.0,0.138117,-0.191641,-0.358151,-0.425342,0.13105,-0.201111,-0.348582,-0.521799,-0.31451,-0.025466,1.992279,-0.177942,0.193083,0.480372,-4.861252
0.22,0.0,0.13105,-0.201111,-0.348582,-0.521799,0.124175,-0.212526,-0.338911,-0.620122,-0.843841,-0.592724,-0.890943,1.149284,0.201644,0.487225,-4.978635
0.24,0.0,0.124175,-0.212526,-0.338911,-0.620122,0.117494,-0.225934,-0.329071,-0.721259,0.291997,-0.157514,-0.795674,-0.878948,0.093426,0.497289,-5.142439
0.26,0.0,0.117494,-0.225934,-0.329071,-0.721259,0.111013,-0.241401,-0.319001,-0.826119,1.524576,0.009995,2.00429,1.689397,-0.047809,0.510028,-5.350814
0.28,0.0,0.111013,-0.241401,-0.319001,-0.826119,0.104736,-0.25901,-0.308655,-0.935578,0.593907,-0.937502,0.844162,-0.883309,0.035514,0.52481,-5.601954
0.3,0.0,0.104736,-0.25901,-0.308655,-0.935578,0.098669,-0.27886,-0.298,-1.05047,0.626273,-0.432788,-0.248972,-0.860103,-1.126577,0.540866,-5.893963
0.32,0.103134,0.098669,-0.27886,-0.298,-1.05047,0.092986,-0.301445,-0.27027,-1.208811,-0.198614,0.145612,-0.293987,-0.259578,-0.130271,1.387885,-8.040208
0.34,0.0,0.092986,-0.301445,-0.27027,-1.208811,0.087691,-0.326877,-0.259165,-1.335649,-1.391851,0.69931,-0.198053,0.834687,-0.307572,0.563504,-6.538469
0.36,0.0,0.087691,-0.326877,-0.259165,-1.335649,0.082622,-0.354925,-0.247748,-1.47055,1.241781,2.081482,0.173934,1.828438,0.022824,0.577652,-6.956652
0.38,0.0,0.082622,-0.354925,-0.247748,-1.47055,0.077783,-0.385757,-0.236089,-1.614091,1.058705,-0.992968,0.311798,0.183744,-0.763375,0.587323,-7.401759
0.4,0.0,0.077783,-0.385757,-0.236089,-1.614091,0.073179,-0.41955,-0.224299,-1.766766,-0.285161,1.739172,-0.792345,1.052696,2.016416,0.590349,-7.869148
0.42,0.0,0.073179,-0.41955,-0.224299,-1.766766,0.068811,-0.456491,-0.212535,-1.928965,-1.281452,0.339829,-0.867132,-0.577229,-0.13998,0.584156,-8.35321
0.44,0.0,0.068811,-0.456491,-0.212535,-1.928965,0.064676,-0.496774,-0.201013,-2.100959,0.430999,-0.914676,-0.637909,-1.193967,-0.001963,0.565752,-8.847398
0.46,0.0,0.064676,-0.496774,-0.201013,-2.100959,0.060767,-0.540595,-0.190008,-2.282878,1.656191,-0.384243,0.095824,-0.049315,0.293579,0.531743,-9.344369
0.48,0.0,0.060767,-0.540595,-0.190008,-2.282878,0.05707,-0.588155,-0.17987,-2.4747,-0.658102,1.537996,-0.62547,-0.227147,0.219184,0.478397,-9.836286
0.5,0.0,0.05707,-0.588155,-0.17987,-2.4747,0.053564,-0.639648,-0.171025,-2.676245,0.331234,1.016183,0.366214,-0.217657,-1.019983,0.401752,-10.31529
0.52,0.0,0.053564,-0.639648,-0.171025,-2.676245,0.050217,-0.695267,-0.163979,-2.88718,0.518128,0.079003,-0.57705,1.448793,-0.061321,0.297776,-10.77412
0.54,0.0,0.050217,-0.695267,-0.163979,-2.88718,0.046989,-0.755195,-0.159319,-3.10704,-0.29509,-1.34585,-0.602482,1.714438,0.244446,0.162575,-11.206865
0.56,0.0,0.046989,-0.755195,-0.159319,-3.10704,0.043824,-0.819605,-0.157705,-3.335261,0.523805,-0.004929,1.744064,-0.330109,-1.599684,-0.007374,-11.609731
0.58,0.0,0.043824,-0.819605,-0.157705,-3.335261,0.040655,-0.888657,-0.159861,-3.571231,0.532817,-1.323487,2.047365,-1.162776,-0.120986,-0.214966,-11.98172
0.6,0.0,0.040655,-0.888657,-0.159861,-3.571231,0.037399,-0.962501,-0.166563,-3.814347,-0.144321,0.349333,-0.105419,-1.274436,0.221964,-0.462229,-12.325063
0.62,0.0,0.037399,-0.962501,-0.166563,-3.814347,0.033957,-1.041275,-0.178617,-4.064087,0.389129,2.184284,0.352625,0.134457,0.592472,-0.750117,-12.645265
0.64,0.544411,0.033957,-1.041275,-0.178617,-4.064087,0.030951,-1.125935,-0.123556,-4.399845,-0.349293,0.401532,1.669967,-0.715743,-1.77741,2.517312,-16.486307
0.66,0.0,0.030951,-1.125935,-0.123556,-4.399845,0.028225,-1.216506,-0.150266,-4.658392,-1.888853,1.521345,0.820197,1.574492,0.771019,-1.523828,-13.094348
0.68,0.0,0.028225,-1.216506,-0.150266,-4.658392,0.024889,-1.312315,-0.18474,-4.923642,0.54899,0.177277,0.375549,0.389767,1.234354,-1.929279,-13.431641
0.7,0.0,0.024889,-1.312315,-0.18474,-4.923642,0.020779,-1.413497,-0.227629,-5.195729,-0.144494,-0.733383,1.032852,0.538997,1.509962,-2.364115,-13.778881
0.72,0.0,0.020779,-1.413497,-0.227629,-5.195729,0.015724,-1.520191,-0.279439,-5.474867,0.570975,1.634477,1.468247,-1.721776,1.184801,-2.819582,-14.135749
