time,action,Xpos,Xangle,Xvelocity,Xangular_velocity,Ypos,Yangle,Yvelocity,Yangular_velocity,noise1,noise2,noise3,noise4,noise5,acc,angular_acc
0.0,-2.617702,0.034742,0.233147,0.189885,0.22144,0.034123,0.24857,-0.250798,1.31344,1.076704,0.227967,-0.034017,-0.402062,1.618586,-21.877932,53.48939
0.02,0.0,0.034123,0.24857,-0.250798,1.31344,0.029032,0.275773,-0.258455,1.408555,0.372302,0.487541,-1.835775,0.904741,-0.418592,-0.399903,5.02172
0.04,0.0,0.029032,0.275773,-0.258455,1.408555,0.02378,0.304984,-0.26677,1.514378,-0.056951,-0.349633,1.090835,-1.430934,-2.928205,-0.430975,5.563336
0.06,0.0,0.02378,0.304984,-0.26677,1.514378,0.018357,0.336421,-0.275661,1.631155,-0.457815,-0.754029,-1.458959,0.81144,2.142678,-0.457278,6.116859
0.08,0.0,0.018357,0.336421,-0.275661,1.631155,0.012751,0.370305,-0.285018,1.75911,0.900661,-0.522769,-0.438929,0.353705,0.544442,-0.477177,6.680641
0.1,0.0,0.012751,0.370305,-0.285018,1.75911,0.006954,0.406861,-0.294692,1.89842,-1.559864,-0.078179,0.349301,0.586876,-0.934656,-0.488625,7.251838
0.12,0.0,0.006954,0.406861,-0.294692,1.89842,0.000962,0.446318,-0.30449,2.049197,-0.091387,-1.027967,1.051208,-0.727552,0.224867,-0.48914,7.826397
0.14,0.0,0.000962,0.446318,-0.30449,2.049197,-0.005225,0.488905,-0.314166,2.211457,-0.766767,0.125653,1.212564,0.001291,1.997015,-0.475802,8.39913
0.16,0.0,-0.005225,0.488905,-0.314166,2.211457,-0.011601,0.534852,-0.323409,2.385104,-0.951446,-1.220653,-0.827089,-1.591873,-2.549173,-0.445278,8.963912
0.18,0.0,-0.011601,0.534852,-0.323409,2.385104,-0.018156,0.584384,-0.331839,2.569913,0.874873,0.051775,-0.334964,0.3567,-0.729064,-0.393896,9.514035
0.2,0.0,-0.018156,0.584384,-0.331839,2.569913,-0.024867,0.637721,-0.339002,2.765522,-1.584262,-0.73869,-2.177433,0.44744,-0.522815,-0.317765,10.04273
0.22,0.0,-0.024867,0.637721,-0.339002,2.765522,-0.031704,0.695074,-0.344361,2.971439,0.284333,0.112519,-1.492959,0.194175,0.670249,-0.212944,10.543837
0.24,0.0,-0.031704,0.695074,-0.344361,2.971439,-0.038625,0.756643,-0.347306,3.187063,-1.0303,0.375621,1.017701,-1.442101,0.149924,-0.075656,11.012578
0.26,0.0,-0.038625,0.756643,-0.347306,3.187063,-0.045575,0.822616,-0.347152,3.411714,1.162539,0.3275,-0.684556,-0.751004,1.058299,0.097469,11.44634
0.28,0.0,-0.045575,0.822616,-0.347152,3.411714,-0.052486,0.893167,-0.343154,3.64469,-0.830945,0.055485,-1.424694,0.623692,1.194165,0.309141,11.845327
0.3,0.0,-0.052486,0.893167,-0.343154,3.64469,-0.059271,0.968455,-0.334522,3.885325,1.228102,-0.483927,-0.544314,1.149509,0.318285,0.561178,12.212948
0.32,0.0,-0.059271,0.968455,-0.334522,3.885325,-0.06583,1.048627,-0.320438,4.13305,-0.923438,1.071651,0.961789,-0.329378,-0.630292,0.854296,12.555792
