time,action,Xpos,Xangle,Xvelocity,Xangular_velocity,Ypos,Yangle,Yvelocity,Yangular_velocity,noise1,noise2,noise3,noise4,noise5,acc,angular_acc
0.0,1.349895,0.2475,0.229641,0.19505,0.200915,0.253496,0.229904,0.404227,-0.171989,-0.676211,0.42448,-0.000473,0.113246,-0.981785,10.417507,-18.273468
0.02,0.0,0.253496,0.229904,0.404227,-0.171989,0.261442,0.227875,0.390477,-0.032051,0.952142,2.439875,-1.710354,-0.221441,-0.716486,-0.672131,6.835564
0.04,0.0,0.261442,0.227875,0.390477,-0.032051,0.269119,0.228583,0.377293,0.102031,-1.330349,0.103571,-1.184626,1.274355,-1.690054,-0.647252,6.584991
0.06,0.0,0.269119,0.228583,0.377293,0.102031,0.276537,0.231928,0.364542,0.231903,-0.285828,1.653439,1.673991,0.695151,-0.774853,-0.628784,6.413953
0.08,0.0,0.276537,0.231928,0.364542,0.231903,0.283703,0.237841,0.352101,0.359105,0.289424,-0.206288,0.507807,-1.076904,-0.499709,-0.616222,6.317243
0.1,0.0,0.283703,0.237841,0.352101,0.359105,0.290622,0.246284,0.339856,0.485074,0.008036,-0.096168,0.499345,1.904672,0.506791,-0.608985,6.290122
0.12,0.0,0.290622,0.246284,0.339856,0.485074,0.297298,0.257245,0.327709,0.611158,-0.581808,-1.702978,-0.028263,0.085582,0.189739,-0.60642,6.328254
0.14,0.0,0.297298,0.257245,0.327709,0.611158,0.30373,0.27074,0.315572,0.738623,0.101349,-0.076705,-0.868605,0.56889,-0.04675,-0.607785,6.427613
0.16,1.198063,0.30373,0.27074,0.315572,0.738623,0.311874,0.282431,0.498367,0.434141,-0.017967,0.892773,-1.674324,1.119573,0.554669,9.078421,-14.698685
0.18,0.0,0.311874,0.282431,0.498367,0.434141,0.321699,0.292591,0.48412,0.581802,1.376689,-0.038455,1.035921,-1.162966,0.535605,-0.707372,7.371511
0.2,0.0,0.321699,0.292591,0.48412,0.581802,0.33124,0.305703,0.470042,0.7295,-0.496186,0.586405,1.250097,-1.916071,0.224852,-0.701058,7.409151
0.22,0.0,0.33124,0.305703,0.470042,0.7295,0.340501,0.321781,0.456055,0.878628,0.116954,0.971335,-1.104859,0.159557,-0.171277,-0.698009,7.513833
0.24,0.0,0.340501,0.321781,0.456055,0.878628,0.349482,0.340867,0.442107,1.030474,-0.326842,-0.556835,-0.431339,1.078331,-1.631072,-0.696965,7.680203
0.26,0.0,0.349482,0.340867,0.442107,1.030474,0.358185,0.363026,0.428172,1.186218,1.088376,1.005469,0.362381,-1.826785,0.048891,-0.696426,7.902724
0.28,0.0,0.358185,0.363026,0.428172,1.186218,0.366609,0.388348,0.414257,1.346924,-0.158065,1.09862,0.089554,0.269829,-0.231398,-0.694617,8.175504
0.3,0.0,0.366609,0.388348,0.414257,1.346924,0.374756,0.416942,0.400408,1.513535,0.252744,0.253719,-0.629631,-0.88259,-0.400864,-0.689434,8.492132
0.32,-0.176654,0.374756,0.416942,0.400408,1.513535,0.382347,0.449527,0.358845,1.745449,-1.261457,0.462867,-0.224321,0.192382,-0.150031,-2.056056,11.68032
0.34,0.0,0.382347,0.449527,0.358845,1.745449,0.389394,0.486207,0.345883,1.92392,-0.266932,0.664372,-1.063757,-1.600227,0.572795,-0.63753,9.130288
0.36,0.0,0.389394,0.486207,0.345883,1.92392,0.396186,0.52654,0.333428,2.110771,-0.549182,-0.775056,0.725637,-1.260922,1.309156,-0.605502,9.556721
0.38,0.0,0.396186,0.52654,0.333428,2.110771,0.402736,0.570695,0.321771,2.306242,-1.647679,0.145011,-0.440067,-0.462119,-2.001619,-0.557008,9.990727
0.4,0.0,0.402736,0.570695,0.321771,2.306242,0.409064,0.618847,0.311281,2.510395,0.088755,-0.916222,-0.384132,0.836815,0.287205,-0.488113,10.423425
0.42,0.0,0.409064,0.618847,0.311281,2.510395,0.415198,0.671168,0.302407,2.723118,-0.890546,0.352764,-0.085002,-0.15125,-0.666617,-0.394732,10.846298
0.44,0.0,0.415198,0.671168,0.302407,2.723118,0.421175,0.727827,0.295679,2.944137,-1.197416,-1.688122,-2.230418,0.174001,0.908897,-0.272811,11.251868
0.46,0.0,0.421175,0.727827,0.295679,2.944137,0.427044,0.788986,0.291707,3.173046,-0.430433,-0.338891,-1.391095,0.171333,2.893523,-0.118547,11.63444
0.48,1.376475,0.427044,0.788986,0.291707,3.173046,0.434845,0.851628,0.48778,3.099332,-0.094933,1.426957,1.037954,-1.325695,-0.338315,9.716108,-2.478239
0.5,0.0,0.434845,0.851628,0.48778,3.099332,0.444585,0.916181,0.48701,3.35667,-0.715917,1.192107,-1.809749,2.101229,1.284164,0.072429,12.97346
0.52,0.0,0.444585,0.916181,0.48701,3.35667,0.454356,0.985923,0.490919,3.61822,-1.551226,-1.175813,0.383109,-1.131643,-0.72446,0.325056,13.17952
0.54,0.0,0.454356,0.985923,0.490919,3.61822,0.464258,1.060937,0.500262,3.883817,-0.465215,0.535493,-0.331529,0.67486,1.762887,0.615857,13.378824
0.56,0.0,0.464258,1.060937,0.500262,3.883817,0.474408,1.141302,0.515804,4.153374,-0.575827,0.347948,-1.21207,0.749155,-1.322858,0.944837,13.576745
0.58,0.0,0.474408,1.141302,0.515804,4.153374,0.484937,1.227099,0.538297,4.426935,-0.544972,-1.076057,-0.516534,0.115792,-1.07725,1.310554,13.780567
0.6,0.0,0.484937,1.227099,0.538297,4.426935,0.495991,1.318408,0.568447,4.704694,-0.148955,0.140664,0.025909,-0.14057,0.285525,1.70988,13.997728
0.62,0.0,0.495991,1.318408,0.568447,4.704694,0.50773,1.415317,0.606878,4.986973,0.21364,-1.159732,-0.95,-0.681702,1.450668,2.137617,14.233181
0.64,0.536248,0.50773,1.415317,0.606878,4.986973,0.521018,1.517726,0.723259,5.257693,-0.889507,0.217594,0.842071,-0.173493,0.644435,6.028038,14.094526
0.66,0.0,0.521018,1.517726,0.723259,5.257693,0.536026,1.625799,0.779101,5.550438,-0.283707,0.530894,-0.525836,-0.00051,0.584897,3.020521,14.760695
0.68,0.0,0.536026,1.625799,0.779101,5.550438,0.552242,1.739776,0.844021,5.847942,-1.457834,0.591673,0.533517,-1.230433,0.251443,3.468478,14.980671
0.7,0.0,0.552242,1.739776,0.844021,5.847942,0.569845,1.859741,0.917612,6.149067,0.601692,0.383561,0.478046,0.876241,-0.754706,3.882606,15.109021
0.72,0.0,0.569845,1.859741,0.917612,6.149067,0.588998,1.985744,0.99885,6.450982,-0.713147,-1.25418,0.442446,-0.462432,0.199055,4.225949,15.036691
0.74,0.0,0.588998,1.985744,0.99885,6.450982,0.609837,2.11775,1.085823,6.748071,0.949854,0.07494,0.889334,0.359354,1.006262,4.446262,14.591701
