time,action,Xpos,Xangle,Xvelocity,Xangular_velocity,Ypos,Yangle,Yvelocity,Yangular_velocity,noise1,noise2,noise3,noise4
0.0,0.0,-0.218508,0.065369,0.002638,-0.23894,-0.218502,0.061071,-0.001949,-0.191599,0.16621,-1.869983,1.473527,0.695615
0.02,0.0,-0.218502,0.061071,-0.001949,-0.191599,-0.218583,0.057678,-0.006133,-0.148376,-0.426255,-1.487501,-0.871341,-0.320871
0.04,0.0,-0.218583,0.057678,-0.006133,-0.148376,-0.218745,0.055113,-0.009979,-0.108609,-0.481827,1.036594,0.141677,0.598395
0.06,0.0,-0.218745,0.055113,-0.009979,-0.108609,-0.21898,0.053315,-0.013545,-0.071697,-0.48958,0.331349,0.270167,-1.061411
0.08,0.0,-0.21898,0.053315,-0.013545,-0.071697,-0.219285,0.05223,-0.016883,-0.037098,-0.346329,2.30821,0.735593,2.448753
0.1,0.0,-0.219285,0.05223,-0.016883,-0.037098,-0.219655,0.051819,-0.020041,-0.004314,-1.113332,-0.712994,0.011323,1.733931
0.12,0.0,-0.219655,0.051819,-0.020041,-0.004314,-0.220086,0.052048,-0.023063,0.027108,-0.770848,-2.376226,1.181413,-0.111249
0.14,0.0,-0.220086,0.052048,-0.023063,0.027108,-0.220576,0.052897,-0.025989,0.057589,-0.479866,1.017382,1.507599,1.42909
0.16,0.0,-0.220576,0.052897,-0.025989,0.057589,-0.221125,0.054348,-0.028858,0.087522,-0.196415,-0.103913,-1.565261,1.80184
0.18,0.0,-0.221125,0.054348,-0.028858,0.087522,-0.221731,0.056396,-0.031705,0.117279,1.363672,0.86135,0.712718,1.283811
0.2,0.0,-0.221731,0.056396,-0.031705,0.117279,-0.222393,0.059041,-0.034565,0.147213,-0.405339,-0.922958,1.719575,-0.693537
0.22,0.0,-0.222393,0.059041,-0.034565,0.147213,-0.223114,0.062288,-0.037469,0.177664,-0.383095,-0.555231,0.452165,1.252061
0.24,0.0,-0.223114,0.062288,-0.037469,0.177664,-0.223893,0.066153,-0.04045,0.208966,-0.272369,0.366843,4.016501,0.330887
0.26,0.0,-0.223893,0.066153,-0.04045,0.208966,-0.224732,0.070655,-0.043538,0.241447,0.564491,0.511981,-0.455968,-0.745908
0.28,0.0,-0.224732,0.070655,-0.043538,0.241447,-0.225635,0.075821,-0.046764,0.275435,0.839263,1.972437,-0.931606,-0.078095
0.3,0.0,-0.225635,0.075821,-0.046764,0.275435,-0.226604,0.081685,-0.050158,0.31126,-0.38763,1.160397,1.48715,0.78143
0.32,0.0,-0.226604,0.081685,-0.050158,0.31126,-0.227643,0.088286,-0.053752,0.349258,0.459421,0.392583,1.306311,-1.549502
0.34,0.0,-0.227643,0.088286,-0.053752,0.349258,-0.228756,0.095672,-0.057576,0.389776,-0.440792,0.614618,-1.356797,0.693898
0.36,0.0,-0.228756,0.095672,-0.057576,0.389776,-0.229947,0.103896,-0.061662,0.43317,1.629668,-0.380106,-1.028549,1.448698
0.38,0.0,-0.229947,0.103896,-0.061662,0.43317,-0.231224,0.11302,-0.066041,0.479811,-0.151481,0.845507,0.1028,2.046205
0.4,0.0,-0.231224,0.11302,-0.066041,0.479811,-0.232591,0.123113,-0.070745,0.530088,-0.966536,-1.409933,0.539507,-0.274252
0.42,0.0,-0.232591,0.123113,-0.070745,0.530088,-0.234056,0.134251,-0.075806,0.584406,2.383901,0.346016,-0.069707,0.867931
0.44,0.0,-0.234056,0.134251,-0.075806,0.584406,-0.235626,0.146519,-0.081257,0.64319,0.748264,-0.092112,-0.532653,-0.311566
