time,action,Xpos,Xangle,Xvelocity,Xangular_velocity,Ypos,Yangle,Yvelocity,Yangular_velocity,noise1,noise2,noise3,noise4,noise5,acc,angular_acc
0.0,0.0,0.232686,0.296233,0.245276,0.015308,0.237431,0.298232,0.229334,0.183704,2.1891,0.064835,-0.114614,-1.353676,-0.457665,-0.783105,8.284613
0.02,0.0,0.237431,0.298232,0.229334,0.183704,0.241862,0.303549,0.213907,0.347339,-0.168448,0.45656,-0.831194,-0.090526,0.083002,-0.760476,8.092585
0.04,0.0,0.241862,0.303549,0.213907,0.347339,0.24599,0.312106,0.198875,0.508008,-1.404973,0.383052,0.221811,1.555467,-1.016516,-0.743483,7.987101
0.06,0.0,0.24599,0.312106,0.198875,0.508008,0.249819,0.323861,0.184134,0.667379,-0.37841,-0.072889,0.715217,-0.392097,-1.441351,-0.731245,7.961966
0.08,0.0,0.249819,0.323861,0.184134,0.667379,0.253356,0.338803,0.169599,0.826998,-1.815706,-2.093621,-0.641678,0.50266,-0.124727,-0.72267,8.011062
0.1,0.0,0.253356,0.338803,0.169599,0.826998,0.256604,0.356952,0.15521,0.988288,-0.011649,1.213837,1.245279,-0.382484,0.497072,-0.716443,8.128245
0.12,0.0,0.256604,0.356952,0.15521,0.988288,0.259565,0.378354,0.140935,1.15255,0.582299,0.167162,0.447525,-0.908098,0.276317,-0.710994,8.3072
0.14,0.0,0.259565,0.378354,0.140935,1.15255,0.262242,0.403082,0.126776,1.320952,0.192643,-1.67541,-0.451942,0.283144,1.550557,-0.704463,8.541284
0.16,0.0,0.262242,0.403082,0.126776,1.320952,0.264638,0.431227,0.112776,1.494528,0.227279,1.441592,0.162104,-1.660122,0.854769,-0.694655,8.823378
0.18,0.0,0.264638,0.431227,0.112776,1.494528,0.266755,0.462903,0.099027,1.674162,-0.265633,1.341828,0.835584,-0.571277,0.372778,-0.679009,9.145763
0.2,0.0,0.266755,0.462903,0.099027,1.674162,0.268601,0.498239,0.085673,1.860576,-0.499213,0.787249,-0.830163,0.228899,-0.479569,-0.654571,9.500072
0.22,0.0,0.268601,0.498239,0.085673,1.860576,0.270186,0.537375,0.072923,2.054322,0.013209,0.749701,1.073523,-0.399469,-0.725052,-0.617999,9.877335
0.24,0.0,0.270186,0.537375,0.072923,2.054322,0.271524,0.580463,0.061057,2.255765,0.27107,1.282256,-1.076686,0.405251,1.819134,-0.5656,10.268162
0.26,0.0,0.271524,0.580463,0.061057,2.255765,0.272636,0.627658,0.050429,2.465081,1.200265,0.453879,1.311125,-0.024669,0.964159,-0.493404,10.663088
0.28,0.0,0.272636,0.627658,0.050429,2.465081,0.273552,0.679119,0.041477,2.682261,-0.424075,1.664041,-0.356381,-0.807278,-0.847186,-0.397299,11.053075
0.3,0.0,0.273552,0.679119,0.041477,2.682261,0.27431,0.735,0.034721,2.907125,1.040571,-0.358565,-0.321452,-0.916084,2.083191,-0.273203,11.43017
0.32,0.0,0.27431,0.735,0.034721,2.907125,0.27496,0.795453,0.030758,3.139349,2.883519,-0.245079,0.589604,-0.991096,0.546124,-0.117285,11.788234
0.34,0.0,0.27496,0.795453,0.030758,3.139349,0.275564,0.86062,0.03026,3.378512,-1.047323,0.362856,0.923902,0.093019,-0.983534,0.073794,12.123655
0.36,0.0,0.275564,0.86062,0.03026,3.378512,0.276198,0.930637,0.033957,3.62415,0.978688,-1.056132,-0.287716,0.265907,-0.61496,0.302635,12.435905
0.38,0.0,0.276198,0.930637,0.033957,3.62415,0.276955,1.005627,0.042624,3.875821,1.488718,0.100432,0.327204,-0.341112,-1.189239,0.570876,12.727796
0.4,0.0,0.276955,1.005627,0.042624,3.875821,0.277941,1.085707,0.057054,4.133174,1.413222,-0.962594,-0.958303,0.621235,-0.073326,0.878989,13.00529
0.42,0.0,0.277941,1.085707,0.057054,4.133174,0.279281,1.17099,0.078039,4.396001,-0.089778,0.180019,1.270463,-0.017163,-1.43043,1.226101,13.276751
0.44,0.0,0.279281,1.17099,0.078039,4.396001,0.281112,1.261584,0.106338,4.664274,-0.1163,-0.274588,0.461247,0.758415,0.025397,1.609785,13.551521
0.46,0.0,0.281112,1.261584,0.106338,4.664274,0.283588,1.357598,0.142642,4.938144,0.120157,1.330879,0.372909,-0.39081,1.404247,2.025763,13.837688
0.48,0.0,0.283588,1.357598,0.142642,4.938144,0.286875,1.459148,0.187536,5.217887,-0.303047,1.177684,1.227067,-0.558353,1.083831,2.467382,14.138823
0.5,0.0,0.286875,1.459148,0.187536,5.217887,0.291149,1.566355,0.24144,5.503765,-0.866718,1.546158,-1.152572,0.290261,2.098694,2.924725,14.449263
0.52,0.0,0.291149,1.566355,0.24144,5.503765,0.296594,1.67934,0.30453,5.795782,-0.317863,-0.344448,0.36111,0.177739,0.851318,3.383126,14.747272
0.54,0.0,0.296594,1.67934,0.30453,5.795782,0.303391,1.798223,0.376625,6.093266,-1.157591,1.193164,-0.004584,0.539497,0.971508,3.820899,14.985157
0.56,0.0,0.303391,1.798223,0.376625,6.093266,0.311714,1.923095,0.457012,6.39422,-0.04667,-0.162973,-1.094668,0.149209,-0.263853,4.206108,15.075456
0.58,0.0,0.311714,1.923095,0.457012,6.39422,0.321717,2.053987,0.544205,6.694356,-2.015459,0.069858,0.352502,-1.342313,-1.870154,4.492633,14.873442
0.6,0.0,0.321717,2.053987,0.544205,6.694356,0.333511,2.190812,0.635624,6.985768,1.861126,2.063705,1.328582,0.671969,0.161959,4.616727,14.159874
0.62,0.0,0.333511,2.190812,0.635624,6.985768,0.347143,2.333274,0.727232,7.255358,-1.110344,-0.60896,0.901164,0.610512,-0.093242,4.497457,12.636553
0.64,0.0,0.347143,2.333274,0.727232,7.255358,0.362564,2.480752,0.813281,7.483511,2.382772,0.010889,-1.546942,-0.087783,-0.519554,4.047571,9.961251
0.66,0.0,0.362564,2.480752,0.813281,7.483511,0.379589,2.632165,0.886442,7.644159,1.194494,-0.41995,-0.591476,2.058039,1.37411,3.202941,5.857686
0.68,0.0,0.379589,2.632165,0.886442,7.644159,0.397882,2.785871,0.938728,7.707931,0.171085,-1.302366,-0.073657,1.002475,-0.862683,1.970959,0.308302
0.7,0.0,0.397882,2.785871,0.938728,7.707931,0.416953,2.939663,0.963411,7.649348,2.792198,-0.524815,-0.92267,0.591144,-2.204837,0.474292,-6.260051
0.72,0.0,0.416953,2.939663,0.963411,7.649348,0.436212,3.090941,0.957372,7.456078,-1.394055,-1.357239,0.216728,1.024648,0.037962,-1.05696,-12.990267
0.74,0.0,0.436212,3.090941,0.957372,7.456078,0.455054,3.237047,0.922531,7.134807,1.81373,-0.767936,0.617952,-0.729201,-0.615522,-2.367832,-18.912788
0.76,0.0,0.455054,3.237047,0.922531,7.134807,0.472962,3.375634,0.865236,6.70911,1.149655,-1.307838,-0.081196,1.618272,0.289342,-3.285311,-23.368189
0.78,0.0,0.472962,3.375634,0.865236,6.70911,0.489571,3.504927,0.793987,6.210712,0.911301,0.965751,-1.087304,-0.341695,-0.009422,-3.768098,-26.2026
0.8,0.0,0.489571,3.504927,0.793987,6.210712,0.504684,3.623783,0.716972,5.670106,0.061492,-0.425878,0.142394,-0.46129,0.992739,-3.87901,-27.653509
0.82,0.0,0.504684,3.623783,0.716972,5.670106,0.518254,3.731611,0.640577,5.111101,-1.074553,1.158542,1.137229,1.428525,-0.396053,-3.725398,-28.112955
0.84,0.0,0.518254,3.731611,0.640577,5.111101,0.53034,3.828213,0.569008,4.549689,-0.275666,0.361627,0.454302,1.230147,0.150075,-3.412868,-27.950558
0.86,0.0,0.53034,3.828213,0.569008,4.549689,0.541063,3.913647,0.504563,3.995374,-0.580272,-1.366233,0.261425,-0.070919,-0.849679,-3.024631,-27.44133
0.88,0.0,0.541063,3.913647,0.504563,3.995374,0.550576,3.988109,0.44814,3.453169,-0.7104,0.415258,0.581719,-1.423979,2.083511,-2.61852,-26.762249
0.9,0.0,0.550576,3.988109,0.44814,3.453169,0.559041,4.05187,0.399695,2.925346,0.043271,0.070701,0.90895,-1.343699,-0.788091,-2.231457,-26.015224
0.92,0.0,0.559041,4.05187,0.399695,2.925346,0.566613,4.105225,0.358609,2.412677,-0.30774,-0.806806,-1.600314,-1.328298,0.378034,-1.885313,-25.252776
0.94,0.0,0.566613,4.105225,0.358609,2.412677,0.573429,4.148478,0.323931,1.9152,0.109838,0.847915,0.311828,-2.058625,-1.846257,-1.591834,-24.498089
0.96,0.0,0.573429,4.148478,0.323931,1.9152,0.579606,4.181932,0.29455,1.432669,0.910389,-0.042956,1.336278,-1.704944,-0.801302,-1.356189,-23.758419
0.98,0.0,0.579606,4.181932,0.29455,1.432669,0.585238,4.205883,0.269292,0.964782,0.465146,0.132521,-1.552928,-0.664593,0.189873,-1.179314,-23.033227
