time,action,Xpos,Xangle,Xvelocity,Xangular_velocity,Ypos,Yangle,Yvelocity,Yangular_velocity,noise1,noise2,noise3,noise4
0.0,0.0,-0.116471,0.121681,-0.110954,0.146015,-0.118753,0.125268,-0.117214,0.212536,1.435274,0.614713,0.920977,0.393541
0.02,0.0,-0.118753,0.125268,-0.117214,0.212536,-0.12116,0.130181,-0.123432,0.278826,-0.975761,-0.946179,1.175312,-0.702947
0.04,0.0,-0.12116,0.130181,-0.123432,0.278826,-0.123691,0.136425,-0.129678,0.345643,0.526658,0.582307,1.018115,-1.202807
0.06,0.0,-0.123691,0.136425,-0.129678,0.345643,-0.126347,0.144015,-0.136017,0.413715,-1.920239,-0.171192,-0.25676,0.18947
0.08,0.0,-0.126347,0.144015,-0.136017,0.413715,-0.129132,0.152986,-0.142509,0.483748,-0.215895,-0.239662,-0.73706,0.306572
0.1,0.0,-0.129132,0.152986,-0.142509,0.483748,-0.132049,0.163383,-0.149211,0.556432,1.296367,-0.925012,-0.913104,0.196866
0.12,0.0,-0.132049,0.163383,-0.149211,0.556432,-0.135102,0.175266,-0.156177,0.632443,0.372338,0.826082,0.756866,-0.670453
0.14,0.0,-0.135102,0.175266,-0.156177,0.632443,-0.138298,0.188707,-0.163455,0.712451,-1.345843,-1.354714,-0.679501,-0.539923
0.16,0.0,-0.138298,0.188707,-0.163455,0.712451,-0.141643,0.203795,-0.17109,0.797121,0.40036,0.088939,-0.441629,-0.955246
0.18,0.0,-0.141643,0.203795,-0.17109,0.797121,-0.145144,0.220628,-0.179119,0.887113,-0.620871,1.227457,-0.754202,-1.230911
0.2,0.0,-0.145144,0.220628,-0.179119,0.887113,-0.148811,0.239319,-0.18757,0.983082,-0.403789,2.36138,-1.071463,1.076705
0.22,0.0,-0.148811,0.239319,-0.18757,0.983082,-0.15265,0.259995,-0.196463,1.085674,1.065227,-0.160382,0.519335,1.481943
0.24,0.0,-0.15265,0.259995,-0.196463,1.085674,-0.156672,0.282794,-0.205802,1.195521,0.545295,0.732648,-0.518201,0.827609
0.26,0.0,-0.156672,0.282794,-0.205802,1.195521,-0.160885,0.307868,-0.215574,1.313232,1.020857,0.95884,-0.849068,1.38048
0.28,0.0,-0.160885,0.307868,-0.215574,1.313232,-0.165298,0.33538,-0.225745,1.439382,0.524921,0.232204,-0.160482,0.940252
0.3,0.0,-0.165298,0.33538,-0.225745,1.439382,-0.169917,0.365503,-0.236251,1.574499,0.84708,0.902219,0.367959,0.032443
0.32,0.0,-0.169917,0.365503,-0.236251,1.574499,-0.174749,0.398423,-0.246992,1.719045,-0.413831,1.04563,-0.944183,-1.211457
0.34,0.0,-0.174749,0.398423,-0.246992,1.719045,-0.179798,0.434331,-0.25783,1.873396,0.359447,0.412569,0.304145,0.086995
0.36,0.0,-0.179798,0.434331,-0.25783,1.873396,-0.185062,0.473426,-0.26857,2.037827,0.555206,-1.321805,0.245789,0.20426
0.38,0.0,-0.185062,0.473426,-0.26857,2.037827,-0.190538,0.515912,-0.278962,2.212488,-0.219536,0.089253,-0.927819,-0.408261
0.4,0.0,-0.190538,0.515912,-0.278962,2.212488,-0.196216,0.561994,-0.288686,2.397387,0.245197,0.921679,-0.214453,-0.797162
0.42,0.0,-0.196216,0.561994,-0.288686,2.397387,-0.202078,0.611875,-0.297351,2.592384,1.260434,0.320799,0.585361,-0.258022
0.44,0.0,-0.202078,0.611875,-0.297351,2.592384,-0.2081,0.665755,-0.304485,2.797187,0.771761,-0.324589,-0.493128,-0.734375
0.46,0.0,-0.2081,0.665755,-0.304485,2.797187,-0.214244,0.723825,-0.309537,3.011365,1.629321,1.041944,-0.413251,1.487131
0.48,0.0,-0.214244,0.723825,-0.309537,3.011365,-0.220463,0.786268,-0.311878,3.234378,-0.249447,0.399941,-1.142916,-0.183233
0.5,0.0,-0.220463,0.786268,-0.311878,3.234378,-0.226696,0.853255,-0.310811,3.465612,0.84865,0.051278,-1.090673,-0.41929
0.52,0.0,-0.226696,0.853255,-0.310811,3.465612,-0.232868,0.924943,-0.305581,3.704443,-0.515375,-2.192885,0.737565,0.356814
0.54,0.0,-0.232868,0.924943,-0.305581,3.704443,-0.238887,1.001479,-0.295395,3.950293,-0.73904,-0.47688,1.28719,-0.430451
0.56,0.0,-0.238887,1.001479,-0.295395,3.950293,-0.244645,1.082999,-0.279438,4.202701,-0.987339,0.621221,0.128559,0.143744
0.58,0.0,-0.244645,1.082999,-0.279438,4.202701,-0.25002,1.169629,-0.256907,4.461373,-1.496145,-0.261008,1.064246,0.035121
0.6,0.0,-0.25002,1.169629,-0.256907,4.461373,-0.254873,1.261495,-0.227031,4.726213,-0.426126,-0.991998,0.365145,-0.795718
0.62,0.0,-0.254873,1.261495,-0.227031,4.726213,-0.259048,1.358719,-0.189111,4.997323,-0.347146,-2.111673,0.946982,1.603518
0.64,0.0,-0.259048,1.358719,-0.189111,4.997323,-0.262379,1.461431,-0.14256,5.274935,-0.687925,-0.254564,-0.553379,-1.585884
0.66,0.0,-0.262379,1.461431,-0.14256,5.274935,-0.26469,1.569762,-0.08696,5.559273,0.079371,0.145748,-2.8117,-0.557743
0.68,0.0,-0.26469,1.569762,-0.08696,5.559273,-0.265796,1.683847,-0.022144,5.850288,-1.987309,-0.496353,-1.07707,-1.430475
0.7,0.0,-0.265796,1.683847,-0.022144,5.850288,-0.265515,1.803813,0.051684,6.147227,0.062026,-0.826905,-0.291041,-1.492566
0.72,0.0,-0.265515,1.803813,0.051684,6.147227,-0.263674,1.929762,0.133773,6.447953,0.47751,-0.090494,0.882533,-0.93494
0.74,0.0,-0.263674,1.929762,0.133773,6.447953,-0.26012,2.061727,0.222568,6.747944,0.951237,-0.090125,-1.157459,0.631417
0.76,0.0,-0.26012,2.061727,0.222568,6.747944,-0.254744,2.199621,0.315382,7.038913,0.587873,1.2136,-0.372111,-0.41577
0.78,0.0,-0.254744,2.199621,0.315382,7.038913,-0.247505,2.343135,0.40803,7.3072,-1.101307,0.113255,-0.649978,-1.354988
0.8,0.0,-0.247505,2.343135,0.40803,7.3072,-0.238463,2.491624,0.494573,7.532454,-0.112976,-1.477685,-0.89173,-0.47494
0.82,0.0,-0.238463,2.491624,0.494573,7.532454,-0.227813,2.643968,0.567498,7.687856,0.871881,0.379283,1.014572,-0.43633
0.84,0.0,-0.227813,2.643968,0.567498,7.687856,-0.215908,2.798472,0.618727,7.743596,0.462893,-1.306896,0.349428,-1.736415
0.86,0.0,-0.215908,2.798472,0.618727,7.743596,-0.203254,2.952875,0.641633,7.674495,-1.00147,0.328682,0.140292,-1.818583
0.88,0.0,-0.203254,2.952875,0.641633,7.674495,-0.190452,3.104539,0.63343,7.469417,2.008179,-0.072947,0.02692,0.085011
0.9,0.0,-0.190452,3.104539,0.63343,7.469417,-0.178109,3.250795,0.596493,7.13673,1.822257,-0.395342,-1.537944,0.006324
0.92,0.0,-0.178109,3.250795,0.596493,7.13673,-0.166739,3.389321,0.537557,6.701427,-0.934338,-0.660903,-1.120756,-0.222477
