time,action,Xpos,Xangle,Xvelocity,Xangular_velocity,Ypos,Yangle,Yvelocity,Yangular_velocity,noise1,noise2,noise3,noise4,noise5,acc,angular_acc
0.0,1.839021,-0.252032,0.164444,-0.024391,-0.122903,-0.249572,0.156005,0.270015,-0.717887,0.42327,1.682765,1.292829,-0.032827,1.837897,14.677977,-29.333699
0.02,0.0,-0.249572,0.156005,0.270015,-0.717887,-0.244288,0.142832,0.258618,-0.601494,-1.444907,0.164061,-0.179678,-0.941736,-0.710803,-0.542739,5.521943
0.04,0.0,-0.244288,0.142832,0.258618,-0.601494,-0.239221,0.13187,0.248258,-0.496423,0.312615,-0.897158,1.66984,0.124947,-1.371292,-0.494122,4.996275
0.06,0.0,-0.239221,0.13187,0.248258,-0.496423,-0.234352,0.12291,0.238807,-0.401109,0.737337,-0.613174,-0.5294,-0.187117,-0.286514,-0.451822,4.545276
0.08,0.0,-0.234352,0.12291,0.238807,-0.401109,-0.229663,0.11577,0.230142,-0.314128,0.659797,0.851184,-0.680395,-1.374172,1.064891,-0.415482,4.162157
0.1,0.0,-0.229663,0.11577,0.230142,-0.314128,-0.225141,0.110298,0.222148,-0.234185,-1.120511,-1.360053,-2.20915,0.209005,0.128722,-0.384701,3.840725
0.12,0.0,-0.225141,0.110298,0.222148,-0.234185,-0.220774,0.106364,0.214718,-0.160101,-0.954374,0.096449,1.406969,1.005284,0.638116,-0.359075,3.575427
0.14,0.0,-0.220774,0.106364,0.214718,-0.160101,-0.21655,0.103862,0.207752,-0.090806,0.166695,0.096231,-1.7499,-0.745054,0.293489,-0.338211,3.361361
0.16,0.0,-0.21655,0.103862,0.207752,-0.090806,-0.212461,0.102706,0.201158,-0.025317,-0.24058,0.935068,0.072395,-0.873683,-0.135469,-0.32175,3.194256
0.18,0.0,-0.212461,0.102706,0.201158,-0.025317,-0.208501,0.10283,0.194853,0.037268,-0.115099,0.700874,0.32582,0.02829,-0.737223,-0.309363,3.070444
0.2,0.0,-0.208501,0.10283,0.194853,0.037268,-0.204666,0.104183,0.188757,0.097782,1.20264,-0.288191,0.558668,0.340812,0.32994,-0.300761,2.986821
0.22,0.0,-0.204666,0.104183,0.188757,0.097782,-0.20095,0.106733,0.182798,0.157002,-0.871857,-0.209478,0.00283,0.610214,-1.099119,-0.295689,2.940801
0.24,0.0,-0.20095,0.106733,0.182798,0.157002,-0.197353,0.11046,0.176907,0.215659,0.765877,-0.378393,1.068032,0.916232,-1.001993,-0.293929,2.930277
0.26,0.0,-0.197353,0.11046,0.176907,0.215659,-0.193874,0.11536,0.171019,0.274445,-0.029177,0.394311,-1.003408,-0.336478,1.148456,-0.295289,2.953576
0.28,0.0,-0.193874,0.11536,0.171019,0.274445,-0.190513,0.121443,0.165075,0.334024,2.346751,-0.820422,1.007592,1.012952,1.15862,-0.299605,3.009413
