time,action,Xpos,Xangle,Xvelocity,Xangular_velocity,Ypos,Yangle,Yvelocity,Yangular_velocity,noise1,noise2,noise3,noise4
0.0,0.0,0.188223,-0.108216,-0.009754,-0.10249,0.188085,-0.110855,-0.004069,-0.16127,-0.65979,-0.279501,0.292257,-0.938007
0.02,0.0,0.188085,-0.110855,-0.004069,-0.16127,0.18806,-0.114664,0.001555,-0.219554,-1.012321,0.151662,-1.572897,-0.291202
0.04,0.0,0.18806,-0.114664,0.001555,-0.219554,0.188147,-0.119639,0.007181,-0.278028,-0.320331,0.589868,-0.480042,0.992048
0.06,0.0,0.188147,-0.119639,0.007181,-0.278028,0.188348,-0.125791,0.012869,-0.337348,-0.190534,0.300704,-0.75686,-0.854893
0.08,0.0,0.188348,-0.125791,0.012869,-0.337348,0.188663,-0.133143,0.018676,-0.398151,0.297346,0.545576,-0.786702,1.911467
0.1,0.0,0.188663,-0.133143,0.018676,-0.398151,0.189096,-0.141731,0.024657,-0.461056,-0.094918,0.479233,-0.793376,-1.799194
0.12,0.0,0.189096,-0.141731,0.024657,-0.461056,0.189651,-0.151603,0.030864,-0.526675,0.85268,-0.819045,0.494846,1.736946
0.14,0.0,0.189651,-0.151603,0.030864,-0.526675,0.190332,-0.16282,0.037345,-0.595615,1.716607,0.148327,0.472591,-0.23059
0.16,0.0,0.190332,-0.16282,0.037345,-0.595615,0.191147,-0.175454,0.044146,-0.668482,1.201967,0.912853,-1.454793,-0.984845
0.18,0.0,0.191147,-0.175454,0.044146,-0.668482,0.192101,-0.189589,0.051309,-0.745882,1.900963,0.37442,-0.833682,0.132361
0.2,0.0,0.192101,-0.189589,0.051309,-0.745882,0.193202,-0.205323,0.058873,-0.828424,0.5563,-0.257996,0.286619,-0.77461
0.22,0.0,0.193202,-0.205323,0.058873,-0.828424,0.194458,-0.222765,0.066869,-0.916722,1.215901,0.877121,0.982353,0.255367
0.24,0.0,0.194458,-0.222765,0.066869,-0.916722,0.195879,-0.242035,0.075321,-1.011386,0.559464,1.161088,-0.335066,0.22443
0.26,0.0,0.195879,-0.242035,0.075321,-1.011386,0.197474,-0.263267,0.084242,-1.113026,-0.148029,1.045244,-1.21796,-0.596462
