time,action,Xpos,Xangle,Xvelocity,Xangular_velocity,Ypos,Yangle,Yvelocity,Yangular_velocity,noise1,noise2,noise3,noise4
0.0,0.0,0.167002,-0.026415,0.207689,-0.152895,0.171162,-0.029556,0.20825,-0.16144,-0.779494,0.954892,-0.184272,-0.480433
0.02,0.0,0.171162,-0.029556,0.20825,-0.16144,0.175333,-0.032883,0.208959,-0.171534,0.370221,0.173793,0.336933,1.842167
0.04,0.0,0.175333,-0.032883,0.208959,-0.171534,0.179521,-0.036428,0.209823,-0.183233,0.695688,-0.260951,0.254895,-0.764648
0.06,0.0,0.179521,-0.036428,0.209823,-0.183233,0.183727,-0.040223,0.210849,-0.196609,-0.033402,-0.466347,-0.721762,-1.796375
0.08,0.0,0.183727,-0.040223,0.210849,-0.196609,0.187956,-0.044304,0.212043,-0.211751,0.212172,0.17204,-0.923875,0.210741
0.1,0.0,0.187956,-0.044304,0.212043,-0.211751,0.19221,-0.048706,0.213416,-0.228764,0.754369,-0.380221,0.22066,-0.828489
0.12,0.0,0.19221,-0.048706,0.213416,-0.228764,0.196494,-0.053468,0.214979,-0.247769,0.056785,-0.620492,-0.430125,-1.168146
0.14,0.0,0.196494,-0.053468,0.214979,-0.247769,0.200811,-0.058631,0.216744,-0.268907,-2.463967,-1.1534,0.747739,-0.286261
0.16,0.0,0.200811,-0.058631,0.216744,-0.268907,0.205165,-0.064239,0.218727,-0.292337,0.830881,-0.464843,-0.941126,-0.577968
0.18,0.0,0.205165,-0.064239,0.218727,-0.292337,0.209561,-0.070341,0.220943,-0.318235,0.907841,0.388869,0.67935,-0.395532
0.2,0.0,0.209561,-0.070341,0.220943,-0.318235,0.214005,-0.076986,0.22341,-0.3468,-0.276969,1.393816,0.146158,-0.32071
0.22,0.0,0.214005,-0.076986,0.22341,-0.3468,0.2185,-0.084232,0.226147,-0.378251,0.37047,-0.706556,0.475865,0.880032
0.24,0.0,0.2185,-0.084232,0.226147,-0.378251,0.223052,-0.092137,0.229175,-0.412828,-0.686258,-0.897543,-1.03745,-0.093793
0.26,0.0,0.223052,-0.092137,0.229175,-0.412828,0.227669,-0.100768,0.232517,-0.450798,-2.347335,-1.134272,0.43628,-0.94969
0.28,0.0,0.227669,-0.100768,0.232517,-0.450798,0.232355,-0.110194,0.236196,-0.492448,-0.32607,0.831147,-0.106334,-0.898427
0.3,0.0,0.232355,-0.110194,0.236196,-0.492448,0.237119,-0.120492,0.240237,-0.538092,-2.011902,-0.525734,-1.194123,-2.217024
0.32,0.0,0.237119,-0.120492,0.240237,-0.538092,0.241967,-0.131746,0.244668,-0.588071,0.638108,1.645941,0.164549,-0.319397
0.34,0.0,0.241967,-0.131746,0.244668,-0.588071,0.246908,-0.144046,0.249514,-0.642753,-0.074109,-0.013441,0.920383,0.325087
0.36,0.0,0.246908,-0.144046,0.249514,-0.642753,0.251951,-0.15749,0.254803,-0.702529,1.952976,-0.425536,-1.328412,0.600989
0.38,0.0,0.251951,-0.15749,0.254803,-0.702529,0.257104,-0.172184,0.260562,-0.767821,1.647157,0.788415,-0.633075,-0.317259
0.4,0.0,0.257104,-0.172184,0.260562,-0.767821,0.262377,-0.188243,0.266813,-0.839072,0.341795,-0.860947,0.331124,0.35857
0.42,0.0,0.262377,-0.188243,0.266813,-0.839072,0.26778,-0.20579,0.27358,-0.916751,0.01068,2.178185,0.128826,-0.633389
0.44,0.0,0.26778,-0.20579,0.27358,-0.916751,0.273323,-0.224959,0.280877,-1.001343,0.856805,0.364227,-0.844977,-0.337685
0.46,0.0,0.273323,-0.224959,0.280877,-1.001343,0.279018,-0.245893,0.288715,-1.09335,-0.958803,-0.855362,1.188726,-0.073417
0.48,0.0,0.279018,-0.245893,0.288715,-1.09335,0.284876,-0.268746,0.297091,-1.19328,0.071599,-1.559883,-0.813137,-0.000766
0.5,0.0,0.284876,-0.268746,0.297091,-1.19328,0.290906,-0.29368,0.305989,-1.301637,-0.098523,-1.144729,-1.180714,-0.811159
0.52,0.0,0.290906,-0.29368,0.305989,-1.301637,0.297118,-0.320871,0.315376,-1.418912,0.998091,0.698906,0.070099,-2.272973
0.54,0.0,0.297118,-0.320871,0.315376,-1.418912,0.303523,-0.350499,0.325192,-1.545567,-0.211904,0.075354,1.771342,0.174604
0.56,0.0,0.303523,-0.350499,0.325192,-1.545567,0.310128,-0.382759,0.335346,-1.682017,0.549273,-1.249533,-1.637199,0.592062
0.58,0.0,0.310128,-0.382759,0.335346,-1.682017,0.316939,-0.417848,0.345712,-1.828611,1.735835,-0.382467,0.092441,0.137728
0.6,0.0,0.316939,-0.417848,0.345712,-1.828611,0.323957,-0.455973,0.356114,-1.985611,-0.230532,-0.644676,-0.743476,-0.141488
0.62,0.0,0.323957,-0.455973,0.356114,-1.985611,0.331182,-0.497343,0.366322,-2.153171,-0.007168,0.542008,2.036476,-0.866061
0.64,0.0,0.331182,-0.497343,0.366322,-2.153171,0.338607,-0.54217,0.376043,-2.331317,-0.028203,-0.503066,0.000153,-0.293674
0.66,0.0,0.338607,-0.54217,0.376043,-2.331317,0.346218,-0.590665,0.384915,-2.519934,-2.480533,0.147484,-1.050878,0.247726
0.68,0.0,0.346218,-0.590665,0.384915,-2.519934,0.353995,-0.643035,0.392496,-2.71876,-1.262483,0.245049,-0.461488,-0.637916
0.7,0.0,0.353995,-0.643035,0.392496,-2.71876,0.361906,-0.699481,0.398266,-2.927392,1.249411,0.869944,-1.553939,-0.300932
0.72,0.0,0.361906,-0.699481,0.398266,-2.927392,0.369909,-0.760193,0.401629,-3.145306,-0.323879,0.305589,-0.062295,0.321901
0.74,0.0,0.369909,-0.760193,0.401629,-3.145306,0.377951,-0.825351,0.401912,-3.371891,0.138159,0.184863,-0.639187,1.339905
0.76,0.0,0.377951,-0.825351,0.401912,-3.371891,0.38596,-0.895122,0.398382,-3.606499,2.145301,-0.083864,1.549157,0.731049
0.78,0.0,0.38596,-0.895122,0.398382,-3.606499,0.393855,-0.96966,0.390257,-3.848506,0.557333,-0.341553,2.140463,-0.397785
0.8,0.0,0.393855,-0.96966,0.390257,-3.848506,0.401535,-1.049108,0.376728,-4.097377,0.227169,-0.121101,0.542905,-0.15068
0.82,0.0,0.401535,-1.049108,0.376728,-4.097377,0.408883,-1.133599,0.35698,-4.352726,-1.165324,1.743169,-0.425808,0.940039
0.84,0.0,0.408883,-1.133599,0.35698,-4.352726,0.415767,-1.223259,0.330223,-4.61436,-1.70202,-1.389638,1.191159,0.01604
0.86,0.0,0.415767,-1.223259,0.330223,-4.61436,0.42204,-1.318215,0.295721,-4.882288,0.861614,-0.054485,-0.305638,0.052073
0.88,0.0,0.42204,-1.318215,0.295721,-4.882288,0.42754,-1.418594,0.252829,-5.156693,-0.967788,-1.154426,0.447602,1.782596
0.9,0.0,0.42754,-1.418594,0.252829,-5.156693,0.432094,-1.524527,0.201045,-5.437821,-1.830964,-0.025172,-0.390989,1.145338
0.92,0.0,0.432094,-1.524527,0.201045,-5.437821,0.435521,-1.636152,0.140079,-5.72578,-0.280963,-0.621872,-0.544503,-0.806354
0.94,0.0,0.435521,-1.636152,0.140079,-5.72578,0.437636,-1.753602,0.069953,-6.020193,-0.15725,-0.787491,-0.712531,0.867902
0.96,0.0,0.437636,-1.753602,0.069953,-6.020193,0.438261,-1.876994,-0.008851,-6.319629,3.888704,-0.654504,0.263032,0.20627
0.98,0.0,0.438261,-1.876994,-0.008851,-6.319629,0.437232,-2.006399,-0.095165,-6.620757,0.068417,0.151076,0.076841,-1.118278
1.0,0.0,0.437232,-2.006399,-0.095165,-6.620757,0.434418,-2.141794,-0.186844,-6.917122,-0.008928,0.046738,1.359382,0.373239
1.02,0.0,0.434418,-2.141794,-0.186844,-6.917122,0.429745,-2.28298,-0.280399,-7.197605,-0.715197,-0.717814,-2.152363,0.682744
1.04,0.0,0.429745,-2.28298,-0.280399,-7.197605,0.423223,-2.429478,-0.370664,-7.44486,0.284866,1.16749,-1.919198,-0.344412
1.06,0.0,0.423223,-2.429478,-0.370664,-7.44486,0.414986,-2.580393,-0.450739,-7.634662,0.993929,-2.33808,0.44317,-0.862202
1.08,0.0,0.414986,-2.580393,-0.450739,-7.634662,0.405316,-2.734286,-0.512588,-7.737755,0.064369,-0.89166,-0.613189,-1.127301
1.1,0.0,0.405316,-2.734286,-0.512588,-7.737755,0.394655,-2.889132,-0.548637,-7.725722,0.615989,0.901553,0.564804,0.315862
1.12,0.0,0.394655,-2.889132,-0.548637,-7.725722,0.383575,-3.04242,-0.554151,-7.580196,-0.493288,2.131082,2.021608,-1.181861
1.14,0.0,0.383575,-3.04242,-0.554151,-7.580196,0.372694,-3.191442,-0.529216,-7.300851,1.664284,-1.01944,0.152863,1.229009
