time,action,Xpos,Xangle,Xvelocity,Xangular_velocity,Ypos,Yangle,Yvelocity,Yangular_velocity,noise1,noise2,noise3,noise4,noise5,acc,angular_acc
0.0,-1.920158,0.197761,-0.207421,0.018004,-0.15948,0.195065,-0.204533,-0.28722,0.444455,-0.534835,1.001791,1.809709,-1.66794,-0.695701,-15.20557,29.670169
0.02,0.0,0.195065,-0.204533,-0.28722,0.444455,0.189451,-0.196988,-0.274264,0.311687,1.324883,0.383902,-0.851939,0.455539,0.5316,0.626802,-6.407519
0.04,0.0,0.189451,-0.196988,-0.274264,0.311687,0.184089,-0.192008,-0.262098,0.187543,-0.227999,2.032695,1.203669,-0.275695,-0.206157,0.590736,-6.019208
0.06,0.0,0.184089,-0.192008,-0.262098,0.187543,0.178963,-0.18944,-0.250587,0.070355,0.423113,-0.094217,-0.09987,-0.659041,0.344789,0.561408,-5.711059
0.08,0.0,0.178963,-0.18944,-0.250587,0.070355,0.174062,-0.189158,-0.239597,-0.041422,1.536138,0.388498,-0.661573,0.349113,0.216012,0.538464,-5.4773
0.1,0.0,0.174062,-0.189158,-0.239597,-0.041422,0.169377,-0.19107,-0.229006,-0.149221,-1.027157,-0.833155,1.604967,1.183691,-0.101292,0.521505,-5.312751
0.12,0.0,0.169377,-0.19107,-0.229006,-0.149221,0.1649,-0.19511,-0.218698,-0.254381,-1.216031,0.596065,0.645976,-1.834735,-0.705906,0.510111,-5.212839
0.14,0.0,0.1649,-0.19511,-0.218698,-0.254381,0.160627,-0.201236,-0.208566,-0.358154,0.189218,-1.292227,0.907336,-1.871948,-0.837042,0.503846,-5.173567
0.16,0.0,0.160627,-0.201236,-0.208566,-0.358154,0.156557,-0.209434,-0.198512,-0.461717,-0.380515,0.701016,1.916916,0.06337,-0.669488,0.502263,-5.191463
0.18,0.0,0.156557,-0.209434,-0.198512,-0.461717,0.152687,-0.219711,-0.188446,-0.566183,-0.129959,-1.247056,-0.323082,-0.865498,0.99505,0.504887,-5.263501
0.2,0.0,0.152687,-0.219711,-0.188446,-0.566183,0.149019,-0.232095,-0.178291,-0.672607,-1.012673,-1.125174,1.660817,-0.10899,-0.792597,0.511206,-5.387009
0.22,0.0,0.149019,-0.232095,-0.178291,-0.672607,0.145557,-0.246635,-0.167977,-0.781995,-0.278217,-1.178107,0.418734,2.018466,2.513629,0.520644,-5.559557
0.24,0.0,0.145557,-0.246635,-0.167977,-0.781995,0.142302,-0.263401,-0.157448,-0.895305,0.124068,1.77844,0.36897,0.654145,-1.036872,0.532534,-5.778831
0.26,0.0,0.142302,-0.263401,-0.157448,-0.895305,0.13926,-0.282479,-0.146664,-1.013446,-0.820119,1.920414,1.2206,1.014502,-0.158021,0.546081,-6.042492
0.28,0.0,0.13926,-0.282479,-0.146664,-1.013446,0.136437,-0.303977,-0.1356,-1.137284,-0.056136,0.192055,-0.616595,-0.926266,-2.282931,0.560322,-6.348022
0.3,0.0,0.136437,-0.303977,-0.1356,-1.137284,0.133838,-0.328014,-0.124254,-1.267627,0.498812,0.848858,-1.396881,-0.785326,-0.399442,0.574081,-6.692558
0.32,0.0,0.133838,-0.328014,-0.124254,-1.267627,0.131469,-0.35473,-0.112649,-1.405222,-0.273025,0.086673,0.446247,-0.480556,-2.472024,0.585915,-7.072719
0.34,0.0,0.131469,-0.35473,-0.112649,-1.405222,0.129334,-0.384276,-0.100841,-1.550744,-1.416241,0.33332,-1.243929,0.174835,-0.464588,0.59407,-7.484452
0.36,-0.423061,0.129334,-0.384276,-0.100841,-1.550744,0.126761,-0.415365,-0.156195,-1.561068,0.112144,0.076554,0.938006,0.611201,0.522002,-2.731218,-0.955142
