time,action,Xpos,Xangle,Xvelocity,Xangular_velocity,Ypos,Yangle,Yvelocity,Yangular_velocity,noise1,noise2,noise3,noise4,noise5,acc,angular_acc
0.0,0.858905,-0.260648,0.0526,0.075422,0.211515,-0.257733,0.053749,0.215805,-0.094284,1.753024,-0.832804,-0.507184,-0.202444,-0.781719,6.983126,-14.965566
0.02,0.0,-0.257733,0.053749,0.215805,-0.094284,-0.253456,0.052233,0.211987,-0.057784,0.438327,0.095871,-0.76433,0.113781,-1.35018,-0.185176,1.767183
0.04,0.0,-0.253456,0.052233,0.211987,-0.057784,-0.249253,0.051424,0.20838,-0.023418,1.132593,-0.229031,0.298104,2.041473,0.710037,-0.175823,1.672983
0.06,0.0,-0.249253,0.051424,0.20838,-0.023418,-0.24512,0.051285,0.204938,0.009299,1.16778,0.081431,0.20017,0.620387,0.0084,-0.16872,1.602053
0.08,0.0,-0.24512,0.051285,0.204938,0.009299,-0.241054,0.051788,0.201617,0.040814,-0.80786,0.613376,0.996423,-0.176777,-1.998994,-0.163698,1.552645
0.1,0.0,-0.241054,0.051788,0.201617,0.040814,-0.237054,0.052912,0.198377,0.071544,-0.987048,-0.731354,1.511154,-0.555305,-0.069713,-0.160615,1.523319
0.12,0.0,-0.237054,0.052912,0.198377,0.071544,-0.233119,0.054647,0.19518,0.101878,-0.189851,0.284261,2.664204,-0.039951,-0.307026,-0.159356,1.512923
0.14,0.0,-0.233119,0.054647,0.19518,0.101878,-0.229247,0.056987,0.19199,0.132185,0.921568,-0.008795,-0.428381,-1.216443,-3.13078,-0.159828,1.520561
0.16,0.0,-0.229247,0.056987,0.19199,0.132185,-0.225439,0.059936,0.188775,0.162819,-0.970727,0.831521,-1.024207,1.135908,0.773452,-0.161962,1.545576
0.18,0.0,-0.225439,0.059936,0.188775,0.162819,-0.221697,0.063504,0.185501,0.194123,-0.390094,0.061199,0.119729,0.278895,-0.03726,-0.165706,1.587529
0.2,0.0,-0.221697,0.063504,0.185501,0.194123,-0.21802,0.067708,0.182136,0.226433,0.202332,0.378727,3.463143,1.023253,1.678795,-0.171025,1.646183
0.22,0.0,-0.21802,0.067708,0.182136,0.226433,-0.214412,0.072571,0.17865,0.260082,-0.264297,0.093523,-1.395057,0.889803,1.150976,-0.177901,1.721489
0.24,0.0,-0.214412,0.072571,0.17865,0.260082,-0.210875,0.078122,0.17501,0.295404,1.386144,-0.582311,-1.04067,-0.227756,-3.040354,-0.186328,1.813574
0.26,0.0,-0.210875,0.078122,0.17501,0.295404,-0.207413,0.0844,0.171186,0.332738,0.190421,-0.864441,-1.025472,-0.907725,-0.426343,-0.19631,1.922726
0.28,0.0,-0.207413,0.0844,0.171186,0.332738,-0.204029,0.091448,0.167147,0.372429,-0.222714,0.63615,-0.64826,-1.433433,-0.887919,-0.20786,2.049385
0.3,0.0,-0.204029,0.091448,0.167147,0.372429,-0.200729,0.099315,0.162861,0.414832,-1.377735,0.773149,-1.200331,-0.881747,0.435156,-0.220995,2.194131
0.32,0.0,-0.200729,0.099315,0.162861,0.414832,-0.197516,0.108061,0.158297,0.460317,0.287239,-0.507361,2.418779,-0.216791,-0.543105,-0.235735,2.35767
0.34,0.0,-0.197516,0.108061,0.158297,0.460317,-0.194399,0.117751,0.153421,0.509266,0.444158,-0.05732,0.689157,-1.569316,1.875954,-0.252092,2.540817
0.36,0.0,-0.194399,0.117751,0.153421,0.509266,-0.191382,0.128458,0.148203,0.562082,-0.330838,1.297337,0.334108,-0.937641,0.378172,-0.270072,2.744481
0.38,0.0,-0.191382,0.128458,0.148203,0.562082,-0.188473,0.140263,0.142608,0.619185,-0.491555,-1.409196,0.298164,1.170647,-1.295315,-0.289661,2.969641
0.4,0.0,-0.188473,0.140263,0.142608,0.619185,-0.18568,0.153257,0.136606,0.681013,0.190471,0.9741,0.749476,0.266757,-0.018558,-0.310817,3.217312
0.42,0.0,-0.18568,0.153257,0.136606,0.681013,-0.183012,0.167538,0.130166,0.748029,0.740653,-2.048632,1.146483,0.568954,-0.41395,-0.33346,3.488512
0.44,0.0,-0.183012,0.167538,0.130166,0.748029,-0.180477,0.183216,0.123259,0.820712,-0.782439,-2.381671,-0.247779,-0.043178,0.064949,-0.357452,3.784214
0.46,0.0,-0.180477,0.183216,0.123259,0.820712,-0.178085,0.200408,0.115861,0.89956,-0.62256,-0.363339,-1.964464,0.026858,-0.419697,-0.382578,4.105281
0.48,0.0,-0.178085,0.200408,0.115861,0.89956,-0.175846,0.219243,0.107951,0.98509,-0.837572,-0.164924,-0.1007,-1.026933,0.591398,-0.408524,4.452394
0.5,0.0,-0.175846,0.219243,0.107951,0.98509,-0.17377,0.239859,0.099518,1.077826,-0.927445,-1.587226,-2.365464,0.735126,0.497495,-0.434848,4.825961
0.52,0.0,-0.17377,0.239859,0.099518,1.077826,-0.171869,0.262407,0.090559,1.178298,-0.038975,-1.080553,0.968442,-1.599909,-0.098844,-0.460942,5.226006
0.54,0.0,-0.171869,0.262407,0.090559,1.178298,-0.170151,0.287046,0.081087,1.287032,-0.134856,-1.033659,-0.623754,0.665488,0.428521,-0.485991,5.65205
0.56,0.0,-0.170151,0.287046,0.081087,1.287032,-0.168628,0.313947,0.071134,1.404538,0.657008,-0.964662,0.208357,0.753474,-0.554347,-0.508934,6.102967
0.58,0.0,-0.168628,0.313947,0.071134,1.404538,-0.167309,0.343289,0.060753,1.531296,-1.491453,-0.855384,-2.042357,0.758855,-1.236041,-0.528408,6.576851
0.6,0.0,-0.167309,0.343289,0.060753,1.531296,-0.1662,0.375263,0.050032,1.667739,-1.959343,0.296664,0.910251,0.23427,-1.222986,-0.542708,7.070879
0.62,0.0,-0.1662,0.375263,0.050032,1.667739,-0.165309,0.410066,0.039093,1.814234,-0.327676,1.013996,1.610225,-1.870575,1.019084,-0.549738,7.581211
0.64,0.0,-0.165309,0.410066,0.039093,1.814234,-0.164637,0.447902,0.028107,1.971058,1.751055,0.728567,-1.424313,1.065156,0.320475,-0.546983,8.10294
0.66,0.0,-0.164637,0.447902,0.028107,1.971058,-0.164183,0.488978,0.017298,2.138383,-1.787115,-0.976177,-0.268079,-0.082981,1.330754,-0.531503,8.630132
0.68,0.0,-0.164183,0.488978,0.017298,2.138383,-0.163942,0.533507,0.006953,2.316252,0.706936,0.16488,0.229921,0.934787,-0.416836,-0.499947,9.155985
0.7,0.0,-0.163942,0.533507,0.006953,2.316252,-0.1639,0.581698,-0.00257,2.504563,0.026433,-0.686689,1.369273,-1.362026,0.930565,-0.448623,9.673146
0.72,0.0,-0.1639,0.581698,-0.00257,2.504563,-0.164036,0.633758,-0.010836,2.70307,0.207942,-1.095336,-0.095931,1.654277,0.615966,-0.373605,10.174186
