time,action,Xpos,Xangle,Xvelocity,Xangular_velocity,Ypos,Yangle,Yvelocity,Yangular_velocity,noise1,noise2,noise3,noise4
0.0,0.0,0.221981,-0.097157,0.051433,-0.236614,0.223055,-0.102364,0.055953,-0.284197,-0.736904,-0.060486,0.880303,1.140507
0.02,0.0,0.223055,-0.102364,0.055953,-0.284197,0.22422,-0.108535,0.060591,-0.333153,1.825003,0.060275,-0.236175,1.749484
0.04,0.0,0.22422,-0.108535,0.060591,-0.333153,0.22548,-0.115702,0.065393,-0.383982,0.962236,0.255067,1.353129,-1.437237
0.06,0.0,0.22548,-0.115702,0.065393,-0.383982,0.226837,-0.12391,0.070401,-0.437184,-0.888469,-0.512219,-0.239742,0.175078
0.08,0.0,0.226837,-0.12391,0.070401,-0.437184,0.228298,-0.133209,0.07566,-0.493255,1.839971,-0.502761,-0.631987,0.956753
0.1,0.0,0.228298,-0.133209,0.07566,-0.493255,0.229866,-0.143662,0.081209,-0.5527,0.045997,-1.975395,-0.044396,-0.661738
0.12,0.0,0.229866,-0.143662,0.081209,-0.5527,0.231548,-0.155343,0.087091,-0.616031,-0.48227,-1.316465,-0.495216,1.165415
0.14,0.0,0.231548,-0.155343,0.087091,-0.616031,0.233352,-0.168333,0.093343,-0.683768,0.08546,0.914616,-0.558869,-2.77359
0.16,0.0,0.233352,-0.168333,0.093343,-0.683768,0.235285,-0.182726,0.100001,-0.756444,0.720643,-0.372601,-0.819382,-2.129571
0.18,0.0,0.235285,-0.182726,0.100001,-0.756444,0.237355,-0.198627,0.107097,-0.834604,-1.347486,0.246031,0.760571,-0.500445
0.2,0.0,0.237355,-0.198627,0.107097,-0.834604,0.239572,-0.216151,0.11466,-0.918802,1.003377,0.643373,-2.151875,-0.120497
0.22,0.0,0.239572,-0.216151,0.11466,-0.918802,0.241944,-0.235423,0.122709,-1.0096,-1.966375,-0.374696,-1.001641,-2.108966
0.24,0.0,0.241944,-0.235423,0.122709,-1.0096,0.244483,-0.256582,0.131257,-1.107565,0.179026,0.391389,0.857241,-0.015178
