time,action,Xpos,Xangle,Xvelocity,Xangular_velocity,Ypos,Yangle,Yvelocity,Yangular_velocity,noise1,noise2,noise3,noise4,noise5,acc,angular_acc
0.0,-2.577731,0.077006,-0.285129,0.251278,-0.282913,0.077965,-0.282898,-0.154774,0.500958,0.581086,-1.024472,-0.873724,0.178219,0.377519,-20.233244,38.509941
0.02,0.0,0.077965,-0.282898,-0.154774,0.500958,0.075037,-0.274662,-0.138181,0.324517,0.260793,0.113278,-1.344441,-0.492317,0.813831,0.806335,-8.549339
0.04,0.0,0.075037,-0.274662,-0.138181,0.324517,0.072432,-0.26985,-0.12247,0.158242,0.329887,-0.884932,0.971872,-0.476006,-1.495225,0.765766,-8.093341
0.06,0.0,0.072432,-0.26985,-0.12247,0.158242,0.070134,-0.268278,-0.1075,8.8e-05,0.322226,0.580987,0.080215,-0.587062,0.652526,0.732301,-7.736395
0.08,0.0,0.070134,-0.268278,-0.1075,8.8e-05,0.068128,-0.269805,-0.09313,-0.151863,-0.586034,0.219437,0.771405,0.271843,0.195729,0.705716,-7.472218
0.1,0.0,0.068128,-0.269805,-0.09313,-0.151863,0.066405,-0.274324,-0.079226,-0.299405,0.028413,1.227113,-1.903958,-1.340854,1.902552,0.685576,-7.294745
0.12,0.0,0.066405,-0.274324,-0.079226,-0.299405,0.064957,-0.281763,-0.065665,-0.444214,1.676125,-0.649704,1.54614,0.602853,-1.978682,0.671287,-7.198215
0.14,0.0,0.064957,-0.281763,-0.065665,-0.444214,0.063777,-0.292084,-0.052338,-0.587855,0.564102,0.97796,-0.000839,0.192313,-0.353142,0.662118,-7.177175
0.16,0.0,0.063777,-0.292084,-0.052338,-0.587855,0.062862,-0.305279,-0.039151,-0.731785,-0.025473,1.226291,1.092823,-0.227251,-1.171595,0.657196,-7.226421
0.18,0.0,0.062862,-0.305279,-0.039151,-0.731785,0.062211,-0.321367,-0.026028,-0.877359,-0.447293,-1.896668,-0.723387,-0.563791,1.263799,0.655491,-7.340885
0.2,0.0,0.062211,-0.321367,-0.026028,-0.877359,0.061821,-0.340393,-0.012917,-1.025831,-0.524136,-0.415831,-0.918248,0.521843,-1.470364,0.655788,-7.515495
0.22,0.0,0.061821,-0.340393,-0.012917,-1.025831,0.061694,-0.362427,0.000209,-1.178352,-0.979815,-0.505157,-0.683218,0.060798,-0.933599,0.656643,-7.74501
0.24,0.0,0.061694,-0.362427,0.000209,-1.178352,0.06183,-0.387561,0.013343,-1.335965,-0.003011,-0.192611,1.413857,-2.274902,1.211054,0.656344,-8.023842
0.26,0.0,0.06183,-0.387561,0.013343,-1.335965,0.062228,-0.415906,0.026442,-1.499598,0.459626,-0.462998,-0.90257,1.325838,-0.231171,0.652859,-8.345891
0.28,0.0,0.062228,-0.415906,0.026442,-1.499598,0.062887,-0.44759,0.039421,-1.670047,-0.716187,0.314965,1.008775,-0.649458,0.523713,0.643798,-8.704412
0.3,0.0,0.062887,-0.44759,0.039421,-1.670047,0.063803,-0.482758,0.05214,-1.84797,0.897184,0.787733,-0.657682,2.712582,-0.525128,0.626381,-9.091942
0.32,0.0,0.063803,-0.482758,0.05214,-1.84797,0.064969,-0.521562,0.064401,-2.033866,1.853279,0.403891,1.739637,-0.375282,-1.07785,0.597433,-9.50031
0.34,0.0,0.064969,-0.521562,0.064401,-2.033866,0.066374,-0.564168,0.075938,-2.228066,0.052634,1.716973,-0.319088,0.855624,0.47925,0.553405,-9.920786
0.36,0.0,0.066374,-0.564168,0.075938,-2.228066,0.068,-0.610741,0.086413,-2.430722,1.059422,-0.628585,1.895444,0.369287,-1.267772,0.49044,-10.344378
0.38,0.0,0.068,-0.610741,0.086413,-2.430722,0.069821,-0.661453,0.095405,-2.641808,-0.096333,-1.222271,-1.009836,-1.629799,-1.075447,0.404486,-10.762296
