time,action,Xpos,Xangle,Xvelocity,Xangular_velocity,Ypos,Yangle,Yvelocity,Yangular_velocity,noise1,noise2,noise3,noise4,noise5,acc,angular_acc
0.0,-1.883535,-0.186389,0.000374,0.288524,-0.094955,-0.183769,0.005847,-0.026029,0.637619,1.284892,1.25976,-1.776112,1.473477,-0.509374,-15.653592,35.973985
0.02,0.0,-0.183769,0.005847,-0.026029,0.637619,-0.184271,0.018413,-0.024305,0.620322,0.461077,0.047328,-1.900876,-1.149626,-0.84365,0.066623,-0.661731
0.04,0.0,-0.184271,0.018413,-0.024305,0.620322,-0.184747,0.030713,-0.023346,0.610966,0.371593,-0.851716,0.128596,0.147916,-0.416275,0.029531,-0.276388
0.06,0.0,-0.184747,0.030713,-0.023346,0.610966,-0.18521,0.042901,-0.023109,0.60912,-0.1186,-1.392933,1.492709,1.163457,0.243237,-0.005638,0.08998
0.08,0.0,-0.18521,0.042901,-0.023109,0.60912,-0.185676,0.055125,-0.02356,0.614453,-0.948576,-0.977871,0.231433,-0.787787,1.140848,-0.039304,0.442185
0.1,0.0,-0.185676,0.055125,-0.02356,0.614453,-0.186157,0.067526,-0.024672,0.626727,-1.616806,0.724523,-0.106934,-0.971406,0.026745,-0.071849,0.784666
0.12,0.0,-0.186157,0.067526,-0.024672,0.626727,-0.186667,0.08024,-0.026427,0.645787,-0.996112,-0.905952,-0.251458,-0.03082,0.282493,-0.103617,1.121528
0.14,0.0,-0.186667,0.08024,-0.026427,0.645787,-0.187218,0.093402,-0.028812,0.671561,0.123956,0.247056,-0.596801,-1.093591,-1.01445,-0.134909,1.456581
0.16,0.0,-0.187218,0.093402,-0.028812,0.671561,-0.187823,0.107147,-0.031821,0.704049,0.848739,-0.425587,1.026672,-0.441214,0.490544,-0.165985,1.793363
0.18,0.0,-0.187823,0.107147,-0.031821,0.704049,-0.188495,0.121609,-0.035451,0.743317,-0.395919,0.364825,0.962838,1.130213,-0.837847,-0.197056,2.135163
0.2,0.0,-0.188495,0.121609,-0.035451,0.743317,-0.189246,0.136926,-0.039703,0.789497,-0.405908,0.742238,0.864907,-0.42461,0.761269,-0.228278,2.485025
0.22,0.0,-0.189246,0.136926,-0.039703,0.789497,-0.190087,0.153236,-0.044582,0.842778,-1.264879,-0.56258,1.038909,-0.504763,-1.819046,-0.259745,2.845751
0.24,0.0,-0.190087,0.153236,-0.044582,0.842778,-0.191033,0.170686,-0.050094,0.903405,1.602098,-1.404871,-0.027732,0.982629,-2.301566,-0.291473,3.219874
0.26,0.0,-0.191033,0.170686,-0.050094,0.903405,-0.192095,0.189423,-0.056241,0.971666,-0.038733,0.653914,0.674771,1.918615,-0.326289,-0.323383,3.609631
0.28,0.0,-0.192095,0.189423,-0.056241,0.971666,-0.193287,0.209605,-0.063028,1.047896,-1.148686,0.482833,-0.236474,-1.422374,-0.031106,-0.355281,4.016908
0.3,0.0,-0.193287,0.209605,-0.063028,1.047896,-0.194621,0.231395,-0.07045,1.132459,-1.479688,0.875718,-0.416655,-0.796378,0.279585,-0.386829,4.443171
0.32,0.0,-0.194621,0.231395,-0.07045,1.132459,-0.196109,0.254962,-0.078495,1.225745,0.547157,-1.632723,0.756497,-0.139643,-1.84987,-0.417512,4.889375
0.34,0.0,-0.196109,0.254962,-0.078495,1.225745,-0.197765,0.280485,-0.087139,1.328159,0.216661,0.430171,2.407801,0.417153,-0.279319,-0.4466,5.355858
0.36,0.0,-0.197765,0.280485,-0.087139,1.328159,-0.199598,0.308152,-0.096341,1.440102,-0.244822,-0.68667,0.807984,0.115498,1.24412,-0.473103,5.842215
0.38,0.0,-0.199598,0.308152,-0.096341,1.440102,-0.201621,0.338155,-0.106037,1.561962,-0.341623,0.206392,0.896226,0.894066,-0.014298,-0.495726,6.347176
0.4,0.0,-0.201621,0.338155,-0.106037,1.561962,-0.203843,0.370699,-0.116133,1.694089,-0.893673,0.499706,0.676188,-0.889045,0.813127,-0.512821,6.86848
