time,action,Xpos,Xangle,Xvelocity,Xangular_velocity,Ypos,Yangle,Yvelocity,Yangular_velocity,noise1,noise2,noise3,noise4
0.0,0.0,0.052265,-0.126899,-0.043363,-0.179715,0.051462,-0.131164,-0.036859,-0.246758,0.052665,-1.658166,-2.955648,0.47325
0.02,0.0,0.051462,-0.131164,-0.036859,-0.246758,0.05079,-0.13677,-0.030364,-0.313935,-1.118128,-0.671263,0.514606,0.62781
0.04,0.0,0.05079,-0.13677,-0.030364,-0.313935,0.050248,-0.143727,-0.02381,-0.381997,-2.186591,-0.754065,-0.014041,-0.551177
0.06,0.0,0.050248,-0.143727,-0.02381,-0.381997,0.049839,-0.152061,-0.017134,-0.451667,0.358412,-0.645519,0.928618,2.712903
0.08,0.0,0.049839,-0.152061,-0.017134,-0.451667,0.049564,-0.161809,-0.010275,-0.523648,-1.117202,0.918368,0.800659,-0.795824
0.1,0.0,0.049564,-0.161809,-0.010275,-0.523648,0.049429,-0.173027,-0.00318,-0.598632,0.248867,-0.084439,0.270679,-0.982625
0.12,0.0,0.049429,-0.173027,-0.00318,-0.598632,0.049439,-0.185779,0.004205,-0.677295,-0.157962,0.355515,-0.054891,0.198702
0.14,0.0,0.049439,-0.185779,0.004205,-0.677295,0.0496,-0.200147,0.011925,-0.760313,0.57787,2.979811,-1.359162,-1.359094
0.16,0.0,0.0496,-0.200147,0.011925,-0.760313,0.049918,-0.216225,0.020021,-0.848352,0.896619,-0.030146,-0.235405,0.855598
0.18,0.0,0.049918,-0.216225,0.020021,-0.848352,0.050403,-0.234119,0.028527,-0.942073,0.46657,0.415514,-0.608231,2.464233
0.2,0.0,0.050403,-0.234119,0.028527,-0.942073,0.051062,-0.25395,0.037466,-1.042132,0.613602,1.115298,-2.017621,-0.975333
0.22,0.0,0.051062,-0.25395,0.037466,-1.042132,0.051905,-0.275851,0.046849,-1.149172,-1.99449,-0.561833,-0.20618,-0.078673
0.24,0.0,0.051905,-0.275851,0.046849,-1.149172,0.052939,-0.299968,0.056672,-1.263814,-0.675244,-0.860375,-0.958511,-0.485413
0.26,0.0,0.052939,-0.299968,0.056672,-1.263814,0.054174,-0.326458,0.06691,-1.386652,0.323666,1.251545,0.320944,-1.142881
0.28,0.0,0.054174,-0.326458,0.06691,-1.386652,0.055618,-0.355492,0.077511,-1.518238,0.288182,-0.360063,0.340576,0.669781
0.3,0.0,0.055618,-0.355492,0.077511,-1.518238,0.057277,-0.38725,0.088394,-1.659065,0.417709,-0.945897,0.296162,-0.296129
0.32,0.0,0.057277,-0.38725,0.088394,-1.659065,0.059155,-0.421919,0.099434,-1.809548,0.915554,-0.403869,0.084339,-0.010796
0.34,0.0,0.059155,-0.421919,0.099434,-1.809548,0.061254,-0.459698,0.110462,-1.970008,1.143464,-0.692165,-0.039594,0.718314
