time,action,Xpos,Xangle,Xvelocity,Xangular_velocity,Ypos,Yangle,Yvelocity,Yangular_velocity,noise1,noise2,noise3,noise4
0.0,0.0,-0.041353,0.217451,-0.036962,-0.071795,-0.042215,0.217305,-0.049062,0.056332,0.23966,-0.817581,-0.186214,1.324274
0.02,0.0,-0.042215,0.217305,-0.049062,0.056332,-0.043313,0.219675,-0.060715,0.180003,1.018239,1.965154,-0.217803,2.03085
0.04,0.0,-0.043313,0.219675,-0.060715,0.180003,-0.044641,0.224486,-0.072044,0.300715,0.296611,-0.290824,-1.924835,-1.037707
0.06,0.0,-0.044641,0.224486,-0.072044,0.300715,-0.046193,0.231693,-0.083163,0.419871,0.40114,-1.235649,-3.310336,1.264636
0.08,0.0,-0.046193,0.231693,-0.083163,0.419871,-0.047967,0.241279,-0.094175,0.538782,-0.135231,2.453399,1.841364,3.019919
0.1,0.0,-0.047967,0.241279,-0.094175,0.538782,-0.04996,0.253251,-0.105169,0.658686,-0.739921,-1.358884,0.293036,-0.184508
0.12,0.0,-0.04996,0.253251,-0.105169,0.658686,-0.052174,0.267641,-0.116223,0.780745,-1.0863,1.353083,-0.750594,0.295002
0.14,0.0,-0.052174,0.267641,-0.116223,0.780745,-0.05461,0.284502,-0.127399,0.906055,1.633407,-0.651491,0.949236,-0.925758
0.16,0.0,-0.05461,0.284502,-0.127399,0.906055,-0.057271,0.303911,-0.13874,1.035646,-0.649695,1.910272,0.542545,0.342708
0.18,0.0,-0.057271,0.303911,-0.13874,1.035646,-0.060161,0.325963,-0.15027,1.170477,-0.88906,1.151558,1.122425,0.765675
0.2,0.0,-0.060161,0.325963,-0.15027,1.170477,-0.063283,0.350771,-0.161986,1.311434,0.399038,-0.898241,0.075895,1.260705
0.22,0.0,-0.063283,0.350771,-0.161986,1.311434,-0.066641,0.378467,-0.173852,1.459321,0.898448,-0.238096,0.012833,2.486823
0.24,0.0,-0.066641,0.378467,-0.173852,1.459321,-0.070238,0.409195,-0.185799,1.614846,-0.975163,0.311302,1.001946,-2.003947
0.26,0.0,-0.070238,0.409195,-0.185799,1.614846,-0.074073,0.443116,-0.19771,1.778605,-1.488801,-1.522026,1.081949,1.418644
0.28,0.0,-0.074073,0.443116,-0.19771,1.778605,-0.078145,0.480397,-0.209419,1.951069,-1.681279,-0.956536,-1.272776,2.060592
0.3,0.0,-0.078145,0.480397,-0.209419,1.951069,-0.082447,0.521219,-0.220696,2.132566,0.848255,1.039087,0.228927,0.775154
0.32,0.0,-0.082447,0.521219,-0.220696,2.132566,-0.086968,0.565761,-0.231247,2.323266,-0.116777,0.013509,1.116738,-1.127959
0.34,0.0,-0.086968,0.565761,-0.231247,2.323266,-0.09169,0.614211,-0.240701,2.523172,-0.510862,-0.18913,0.324539,-1.201056
0.36,0.0,-0.09169,0.614211,-0.240701,2.523172,-0.096586,0.666749,-0.248608,2.732122,-0.469559,0.62867,0.766599,1.230812
0.38,0.0,-0.096586,0.666749,-0.248608,2.732122,-0.10162,0.723554,-0.254436,2.949802,-1.627236,-0.759751,-0.712331,-0.16616
0.4,0.0,-0.10162,0.723554,-0.254436,2.949802,-0.106745,0.784796,-0.257577,3.175768,0.445021,0.170164,1.212224,-0.921944
0.42,0.0,-0.106745,0.784796,-0.257577,3.175768,-0.111901,0.850636,-0.25735,3.409494,-0.641692,0.396868,-0.350873,-0.483383
0.44,0.0,-0.111901,0.850636,-0.25735,3.409494,-0.117012,0.921224,-0.253015,3.650419,0.778753,-1.008041,-0.619019,-0.581773
0.46,0.0,-0.117012,0.921224,-0.253015,3.650419,-0.121989,0.996697,-0.243788,3.898019,1.32415,1.794945,-0.897575,-0.438933
0.48,0.0,-0.121989,0.996697,-0.243788,3.898019,-0.126725,1.077186,-0.228867,4.151864,-1.787652,-2.444904,1.501684,-0.383388
0.5,0.0,-0.126725,1.077186,-0.228867,4.151864,-0.1311,1.162812,-0.207448,4.411682,-1.180505,0.437269,2.168137,0.475474
0.52,0.0,-0.1311,1.162812,-0.207448,4.411682,-0.134975,1.253693,-0.178764,4.677389,-0.647975,0.529446,-0.362533,0.506476
0.54,0.0,-0.134975,1.253693,-0.178764,4.677389,-0.138197,1.349947,-0.14211,4.949092,-0.125384,-0.511328,-0.417073,0.25412
0.56,0.0,-0.138197,1.349947,-0.14211,4.949092,-0.140602,1.451698,-0.096888,5.227034,-1.176118,-0.176917,1.927838,-0.957755
0.58,0.0,-0.140602,1.451698,-0.096888,5.227034,-0.142013,1.559072,-0.042663,5.511465,0.066117,-1.688457,-0.043187,-1.265965
0.6,0.0,-0.142013,1.559072,-0.042663,5.511465,-0.142247,1.6722,0.020764,5.802394,0.408587,0.044539,-0.260621,-1.239377
0.62,0.0,-0.142247,1.6722,0.020764,5.802394,-0.141122,1.791207,0.093235,6.099182,0.26974,0.238265,-1.058906,0.958719
0.64,0.0,-0.141122,1.791207,0.093235,6.099182,-0.138462,1.916194,0.174071,6.399904,0.630297,-0.100669,-0.496419,-0.620791
0.66,0.0,-0.138462,1.916194,0.174071,6.399904,-0.134113,2.047203,0.261827,6.700381,0.470146,0.19568,1.478441,0.126824
0.68,0.0,-0.134113,2.047203,0.261827,6.700381,-0.127959,2.184158,0.353968,6.992863,-0.109274,-1.516074,0.47487,-3.660665
0.7,0.0,-0.127959,2.184158,0.353968,6.992863,-0.119951,2.32678,0.446513,7.264436,-0.336781,0.23533,0.429696,0.538213
0.72,0.0,-0.119951,2.32678,0.446513,7.264436,-0.110134,2.474468,0.533751,7.49564,-0.554216,0.776801,-0.916309,-0.255061
0.74,0.0,-0.110134,2.474468,0.533751,7.49564,-0.098685,2.626163,0.608353,7.660434,-1.800528,0.163735,0.222009,-0.477197
0.76,0.0,-0.098685,2.626163,0.608353,7.660434,-0.085938,2.780244,0.662262,7.729204,1.87516,-0.020874,-0.839493,-0.038988
0.78,0.0,-0.085938,2.780244,0.662262,7.729204,-0.072379,2.934513,0.688592,7.675887,-0.562385,0.70639,0.579564,-0.50111
0.8,0.0,-0.072379,2.934513,0.688592,7.675887,-0.058602,3.086371,0.684019,7.487352,0.952347,-0.04978,0.511072,-0.451279
0.82,0.0,-0.058602,3.086371,0.684019,7.487352,-0.045214,3.23314,0.650288,7.1696,-1.437759,-1.471463,-0.638553,-0.879879
0.84,0.0,-0.045214,3.23314,0.650288,7.1696,-0.032744,3.372446,0.593684,6.745918,-0.182093,0.002338,-0.408688,-0.474433
0.86,0.0,-0.032744,3.372446,0.593684,6.745918,-0.021563,3.502483,0.522751,6.248172,-0.67767,0.280886,-0.496295,0.887899
0.88,0.0,-0.021563,3.502483,0.522751,6.248172,-0.011873,3.622087,0.445788,5.707231,-0.525782,1.103622,0.025594,0.921922
0.9,0.0,-0.011873,3.622087,0.445788,5.707231,-0.003727,3.730648,0.369301,5.1473,0.697157,0.02342,-0.61033,-1.881767
0.92,0.0,-0.003727,3.730648,0.369301,5.1473,0.002931,3.827963,0.29759,4.584675,-0.812667,-0.264141,0.530389,1.657471
0.94,0.0,0.002931,3.827963,0.29759,4.584675,0.008224,3.914083,0.23302,4.029047,-1.079073,-1.600191,-0.056267,0.026508
0.96,0.0,0.008224,3.914083,0.23302,4.029047,0.012306,3.989206,0.176527,3.485528,-1.817272,0.11633,0.575356,-0.76137
0.98,0.0,0.012306,3.989206,0.176527,3.485528,0.015339,4.053601,0.128088,2.956433,-0.412947,-0.88362,1.677256,-0.903864
1.0,0.0,0.015339,4.053601,0.128088,2.956433,0.017479,4.107565,0.087091,2.44254,-1.246927,0.00399,-0.465675,0.030088
1.02,0.0,0.017479,4.107565,0.087091,2.44254,0.018866,4.151404,0.052588,1.943884,0.634015,0.137631,-0.172186,1.560138
1.04,0.0,0.018866,4.151404,0.052588,1.943884,0.019619,4.185421,0.02346,1.460209,-1.914092,-0.128109,-0.650024,-1.169358
1.06,0.0,0.019619,4.185421,0.02346,1.460209,0.019833,4.20991,-0.001468,0.9912,1.174204,2.041164,0.222565,-0.597552
1.08,0.0,0.019833,4.20991,-0.001468,0.9912,0.01958,4.225165,-0.023368,0.536593,0.338958,1.063694,1.717091,0.034412
1.1,0.0,0.01958,4.225165,-0.023368,0.536593,0.018911,4.231469,-0.043352,0.096214,-1.217366,1.084308,0.224282,-0.68912
1.12,0.0,0.018911,4.231469,-0.043352,0.096214,0.017852,4.229107,-0.062453,-0.330007,0.866386,-1.762225,0.982317,-1.42082
1.14,0.0,0.017852,4.229107,-0.062453,-0.330007,0.016412,4.218363,-0.081595,-0.742035,-0.709714,1.825839,-1.800666,-0.682761
1.16,0.0,0.016412,4.218363,-0.081595,-0.742035,0.014583,4.199522,-0.101578,-1.139717,0.368229,-0.882163,0.458498,0.460215
1.18,0.0,0.014583,4.199522,-0.101578,-1.139717,0.012339,4.172872,-0.12306,-1.52275,0.855816,-0.963816,0.016001,0.522264
1.2,0.0,0.012339,4.172872,-0.12306,-1.52275,0.009647,4.138713,-0.146538,-1.890637,-0.601594,-0.667895,1.376626,-1.254334
1.22,0.0,0.009647,4.138713,-0.146538,-1.890637,0.006462,4.097353,-0.172328,-2.242608,-0.439233,1.688177,-2.08706,1.452289
1.24,0.0,0.006462,4.097353,-0.172328,-2.242608,0.002737,4.049122,-0.200534,-2.577522,0.752798,-0.372311,-0.766599,0.38604
1.26,0.0,0.002737,4.049122,-0.200534,-2.577522,-0.001575,3.994376,-0.231021,-2.893735,1.434827,1.006786,0.53793,-0.945006
1.28,0.0,-0.001575,3.994376,-0.231021,-2.893735,-0.006516,3.933512,-0.263386,-3.188963,0.659485,-0.805431,-1.673243,1.889794
1.3,0.0,-0.006516,3.933512,-0.263386,-3.188963,-0.012118,3.866978,-0.296925,-3.460142,-0.86648,-0.285498,-0.195548,0.535716
1.32,0.0,-0.012118,3.866978,-0.296925,-3.460142,-0.018394,3.795293,-0.330624,-3.703322,1.78157,0.262891,-1.201762,0.982731
1.34,0.0,-0.018394,3.795293,-0.330624,-3.703322,-0.025335,3.719064,-0.363163,-3.913663,0.855225,-0.014319,0.744745,1.461017
1.36,0.0,-0.025335,3.719064,-0.363163,-3.913663,-0.032902,3.639003,-0.392976,-4.085584,-0.316319,-0.720678,-1.791165,-0.154736
1.38,0.0,-0.032902,3.639003,-0.392976,-4.085584,-0.041025,3.555937,-0.418359,-4.213138,0.729162,0.648375,0.23747,1.78507
1.4,0.0,-0.041025,3.555937,-0.418359,-4.213138,-0.049596,3.470811,-0.437644,-4.290656,0.164865,0.702102,0.454994,-0.55807
1.42,0.0,-0.049596,3.470811,-0.437644,-4.290656,-0.05848,3.384675,-0.449425,-4.313574,-0.032232,0.443433,-1.315957,2.088448
1.44,0.0,-0.05848,3.384675,-0.449425,-4.313574,-0.067517,3.29865,-0.452777,-4.279306,-0.176563,1.741676,-0.074018,0.136653
1.46,0.0,-0.067517,3.29865,-0.452777,-4.279306,-0.076533,3.213885,-0.447426,-4.187895,-1.035919,-0.277286,0.099186,-1.51275
1.48,0.0,-0.076533,3.213885,-0.447426,-4.187895,-0.085358,3.131497,-0.433797,-4.042224,1.299902,0.217033,-0.47987,0.328272
1.5,0.0,-0.085358,3.131497,-0.433797,-4.042224,-0.093837,3.052522,-0.412928,-3.847685,1.239664,-0.721589,1.935362,1.586587
1.52,0.0,-0.093837,3.052522,-0.412928,-3.847685,-0.101837,2.977868,-0.386277,-3.611425,-0.61795,0.710749,1.371007,1.22675
1.54,0.0,-0.101837,2.977868,-0.386277,-3.611425,-0.10926,2.90829,-0.35548,-3.341412,-0.267795,-0.000633,0.655263,-0.347045
1.56,0.0,-0.10926,2.90829,-0.35548,-3.341412,-0.116039,2.844384,-0.322129,-3.045581,0.056613,-0.73906,-0.773507,-1.236504
1.58,0.0,-0.116039,2.844384,-0.322129,-3.045581,-0.122137,2.78659,-0.287616,-2.731218,-1.154798,-0.415298,0.959413,0.168647
1.6,0.0,-0.122137,2.78659,-0.287616,-2.731218,-0.127543,2.735216,-0.253044,-2.404632,-0.90656,1.334564,-1.308744,-0.766559
1.62,0.0,-0.127543,2.735216,-0.253044,-2.404632,-0.132264,2.690451,-0.219206,-2.071072,-0.187488,1.34522,-1.309685,-2.062549
1.64,0.0,-0.132264,2.690451,-0.219206,-2.071072,-0.13632,2.652391,-0.186609,-1.734789,0.738293,-0.864449,0.265622,-0.57002
1.66,0.0,-0.13632,2.652391,-0.186609,-1.734789,-0.139739,2.621055,-0.155516,-1.399195,0.812079,-0.373195,0.140687,0.07154
1.68,0.0,-0.139739,2.621055,-0.155516,-1.399195,-0.142551,2.5964,-0.126004,-1.067028,-1.031379,0.070307,-0.627191,0.630515
1.7,0.0,-0.142551,2.5964,-0.126004,-1.067028,-0.144789,2.578336,-0.098017,-0.74053,-1.563312,-0.912288,0.554024,-0.562996
1.72,0.0,-0.144789,2.578336,-0.098017,-0.74053,-0.146481,2.566729,-0.071414,-0.421585,1.170098,2.05174,0.97053,0.210592
1.74,0.0,-0.146481,2.566729,-0.071414,-0.421585,-0.147654,2.561411,-0.046013,-0.11184,-0.36978,-0.292312,-1.682477,-0.052003
1.76,0.0,-0.147654,2.561411,-0.046013,-0.11184,-0.148328,2.562184,-0.021627,0.187196,-0.096632,-1.71185,-0.673119,-0.833237
1.78,0.0,-0.148328,2.562184,-0.021627,0.187196,-0.148524,2.568818,0.001909,0.474078,-0.138127,0.540135,-0.324401,0.40386
1.8,0.0,-0.148524,2.568818,0.001909,0.474078,-0.148257,2.581056,0.024714,0.747366,-0.49378,0.316543,-0.471965,0.362439
1.82,0.0,-0.148257,2.581056,0.024714,0.747366,-0.14754,2.598612,0.046843,1.005579,1.110552,0.887558,1.656686,0.403165
1.84,0.0,-0.14754,2.598612,0.046843,1.005579,-0.146388,2.621168,0.068274,1.247161,1.318805,-0.759599,-0.112874,0.151361
1.86,0.0,-0.146388,2.621168,0.068274,1.247161,-0.144815,2.648376,0.088903,1.470463,-0.836564,-0.129842,-1.599241,0.166265
1.88,0.0,-0.144815,2.648376,0.088903,1.470463,-0.142838,2.679853,0.108539,1.673745,0.991228,1.436026,-0.453694,2.39738
1.9,0.0,-0.142838,2.679853,0.108539,1.673745,-0.140481,2.715181,0.126916,1.855199,1.363203,-0.634462,-0.566528,-1.121681
1.92,0.0,-0.140481,2.715181,0.126916,1.855199,-0.137772,2.753904,0.143702,2.012991,0.095989,0.348328,2.07942,0.799229
1.94,0.0,-0.137772,2.753904,0.143702,2.012991,-0.134746,2.795531,0.158524,2.145342,-0.133764,1.954807,0.194078,-1.286653
1.96,0.0,-0.134746,2.795531,0.158524,2.145342,-0.131447,2.839537,0.170993,2.250625,-0.453317,-0.057942,1.003171,0.854178
1.98,0.0,-0.131447,2.839537,0.170993,2.250625,-0.127925,2.885366,0.180741,2.32749,-0.972126,0.28103,0.415653,-1.686392
2.0,0.0,-0.127925,2.885366,0.180741,2.32749,-0.124238,2.93244,0.187459,2.37499,-0.499699,-0.342953,-0.845084,-0.700479
2.02,0.0,-0.124238,2.93244,0.187459,2.37499,-0.120448,2.980167,0.190925,2.392697,-0.403362,-0.651721,0.253017,1.170302
2.04,0.0,-0.120448,2.980167,0.190925,2.392697,-0.116623,3.02795,0.191033,2.380794,-0.779868,1.087647,-1.634293,0.107692
2.06,0.0,-0.116623,3.02795,0.191033,2.380794,-0.112829,3.075206,0.187807,2.340111,0.048342,0.630749,-1.712839,1.172671
2.08,0.0,-0.112829,3.075206,0.187807,2.340111,-0.109132,3.121373,0.181398,2.272115,-1.274697,-0.196106,1.295887,-0.877573
2.1,0.0,-0.109132,3.121373,0.181398,2.272115,-0.105593,3.165922,0.17207,2.178837,0.839583,-0.446545,-1.554822,0.201759
2.12,0.0,-0.105593,3.165922,0.17207,2.178837,-0.102266,3.208374,0.160175,2.062762,0.64736,0.586158,-0.792347,-0.048074
2.14,0.0,-0.102266,3.208374,0.160175,2.062762,-0.0992,3.248299,0.146123,1.92669,0.044166,0.380352,-2.193267,-1.285516
2.16,0.0,-0.0992,3.248299,0.146123,1.92669,-0.096433,3.285328,0.130344,1.773596,0.877792,-1.087783,-0.051758,1.145352
2.18,0.0,-0.096433,3.285328,0.130344,1.773596,-0.093995,3.31915,0.113264,1.606503,-0.938687,-0.227234,0.054794,1.753292
2.2,0.0,-0.093995,3.31915,0.113264,1.606503,-0.091908,3.349515,0.09528,1.428374,-1.579499,1.106073,-0.013334,0.073825
2.22,0.0,-0.091908,3.349515,0.09528,1.428374,-0.090188,3.37623,0.076742,1.24204,0.123233,0.52981,-0.611146,0.572504
