time,action,Xpos,Xangle,Xvelocity,Xangular_velocity,Ypos,Yangle,Yvelocity,Yangular_velocity,noise1,noise2,noise3,noise4
0.0,0.0,-0.227639,0.249848,-0.021337,0.024292,-0.228201,0.251768,-0.034714,0.166861,1.753597,-2.637164,-0.120955,0.950882
0.02,0.0,-0.228201,0.251768,-0.034714,0.166861,-0.229025,0.256497,-0.047675,0.305558,0.302805,-1.147595,-0.423042,2.497302
0.04,0.0,-0.229025,0.256497,-0.047675,0.305558,-0.230106,0.263975,-0.060341,0.441969,0.209985,-0.269569,1.329328,-0.647522
0.06,0.0,-0.230106,0.263975,-0.060341,0.441969,-0.231437,0.274171,-0.07282,0.577575,0.338913,1.647687,0.985944,-1.556354
0.08,0.0,-0.231437,0.274171,-0.07282,0.577575,-0.233018,0.287082,-0.085204,0.713762,-1.501817,-0.234158,0.968762,-0.449804
0.1,0.0,-0.233018,0.287082,-0.085204,0.713762,-0.234846,0.302734,-0.097571,0.851822,-2.303399,0.054181,1.264584,-0.725083
0.12,0.0,-0.234846,0.302734,-0.097571,0.851822,-0.236921,0.321175,-0.109974,0.992957,0.78429,2.929473,-0.263984,-0.220939
0.14,0.0,-0.236921,0.321175,-0.109974,0.992957,-0.239245,0.34248,-0.122447,1.13828,0.551155,-0.691209,0.102019,-1.183954
0.16,0.0,-0.239245,0.34248,-0.122447,1.13828,-0.241819,0.366741,-0.134994,1.288806,0.081889,0.320353,-0.606918,-1.419903
0.18,0.0,-0.241819,0.366741,-0.134994,1.288806,-0.244645,0.394073,-0.147583,1.44545,0.805475,1.167562,1.031673,2.458076
0.2,0.0,-0.244645,0.394073,-0.147583,1.44545,-0.247722,0.424605,-0.160145,1.609011,-1.139411,-0.336206,-0.12376,0.648152
0.22,0.0,-0.247722,0.424605,-0.160145,1.609011,-0.25105,0.458484,-0.172562,1.78016,0.583301,0.616553,-0.411518,0.860313
0.24,0.0,-0.25105,0.458484,-0.172562,1.78016,-0.254623,0.495866,-0.184663,1.959427,1.059421,-1.038333,-2.1621,-0.473029
0.26,0.0,-0.254623,0.495866,-0.184663,1.959427,-0.258433,0.536918,-0.196211,2.147184,1.377724,-0.535597,-0.513546,-0.221165
0.28,0.0,-0.258433,0.536918,-0.196211,2.147184,-0.262466,0.581811,-0.206901,2.343633,0.817236,0.339569,-0.406861,1.464314
0.3,0.0,-0.262466,0.581811,-0.206901,2.343633,-0.2667,0.630721,-0.21635,2.548802,-0.172451,0.961513,-1.958644,1.02035
0.32,0.0,-0.2667,0.630721,-0.21635,2.548802,-0.271108,0.683821,-0.224094,2.762547,-0.583526,0.704132,0.634051,-0.67126
0.34,0.0,-0.271108,0.683821,-0.224094,2.762547,-0.275649,0.741278,-0.229589,2.98457,1.400958,-1.173163,0.025071,-1.083798
0.36,0.0,-0.275649,0.741278,-0.229589,2.98457,-0.280273,0.803256,-0.232214,3.214449,0.115435,-0.544448,-0.198368,-0.750616
0.38,0.0,-0.280273,0.803256,-0.232214,3.214449,-0.284914,0.869905,-0.231276,3.451681,1.34072,0.59645,-0.134663,-0.704554
0.4,0.0,-0.284914,0.869905,-0.231276,3.451681,-0.289495,0.941369,-0.226029,3.695745,-0.397018,-0.105828,-0.395226,-0.937912
0.42,0.0,-0.289495,0.941369,-0.226029,3.695745,-0.293921,1.017777,-0.215685,3.946162,-0.052141,0.504786,0.557677,-0.474189
0.44,0.0,-0.293921,1.017777,-0.215685,3.946162,-0.298083,1.099255,-0.199444,4.202563,-1.251883,-2.068547,1.199362,-0.558435
0.46,0.0,-0.298083,1.099255,-0.199444,4.202563,-0.301854,1.185918,-0.176511,4.464737,-0.236021,-0.918787,0.135335,-0.664168
0.48,0.0,-0.301854,1.185918,-0.176511,4.464737,-0.305094,1.277883,-0.146133,4.732666,0.640917,-0.182557,1.802178,-0.412598
0.5,0.0,-0.305094,1.277883,-0.146133,4.732666,-0.307646,1.375264,-0.10763,5.006511,-0.163433,1.169583,0.928155,0.526566
0.52,0.0,-0.307646,1.375264,-0.10763,5.006511,-0.309341,1.478184,-0.060441,5.286541,-1.183515,0.248863,-0.458759,-0.001331
0.54,0.0,-0.309341,1.478184,-0.060441,5.286541,-0.310003,1.586769,-0.004179,5.572982,-0.031958,-1.195071,-0.451329,1.107878
0.56,0.0,-0.310003,1.586769,-0.004179,5.572982,-0.309447,1.701146,0.061276,5.865737,-1.268112,-0.054216,-2.000513,-1.598807
0.58,0.0,-0.309447,1.701146,0.061276,5.865737,-0.307492,1.821435,0.13566,6.16393,0.169209,0.089678,0.076608,-0.596434
0.6,0.0,-0.307492,1.821435,0.13566,6.16393,-0.303966,1.947724,0.218133,6.465197,-1.434795,-0.482504,0.713985,1.33732
0.62,0.0,-0.303966,1.947724,0.218133,6.465197,-0.298724,2.080032,0.307022,6.764644,0.543964,-1.183406,0.363938,3.60929
0.64,0.0,-0.298724,2.080032,0.307022,6.764644,-0.291661,2.218241,0.399481,7.053443,2.790411,-0.668388,1.886923,-0.509308
0.66,0.0,-0.291661,2.218241,0.399481,7.053443,-0.282749,2.362005,0.491138,7.317239,0.016066,-0.081292,0.5158,0.601191
0.68,0.0,-0.282749,2.362005,0.491138,7.317239,-0.272062,2.510625,0.575876,7.534962,0.373785,0.128429,-0.172905,-0.092702
0.7,0.0,-0.272062,2.510625,0.575876,7.534962,-0.259811,2.662915,0.646093,7.679365,0.774419,-0.746835,1.142675,1.076465
0.72,0.0,-0.259811,2.662915,0.646093,7.679365,-0.246368,2.817112,0.693825,7.720977,0.292961,-0.577244,-0.167145,-0.74772
0.74,0.0,-0.246368,2.817112,0.693825,7.720977,-0.232251,2.970906,0.712847,7.636057,0.811868,1.402946,-0.084984,-0.910692
0.76,0.0,-0.232251,2.970906,0.712847,7.636057,-0.218062,3.121646,0.700974,7.415758,1.992142,0.480275,-0.096063,0.499367
0.78,0.0,-0.218062,3.121646,0.700974,7.415758,-0.204399,3.266699,0.661155,7.070659,-0.171434,2.088147,0.47149,1.312435
0.8,0.0,-0.204399,3.266699,0.661155,7.070659,-0.191756,3.403812,0.600431,6.626945,1.236364,0.722078,0.811104,-0.828263
0.82,0.0,-0.191756,3.403812,0.600431,6.626945,-0.180463,3.531335,0.527464,6.116922,-2.934652,1.154894,-0.448829,-1.153934
0.84,0.0,-0.180463,3.531335,0.527464,6.116922,-0.170685,3.648246,0.450201,5.570143,-0.214232,0.233689,-0.783258,0.903574
