time,action,Xpos,Xangle,Xvelocity,Xangular_velocity,Ypos,Yangle,Yvelocity,Yangular_velocity,noise1,noise2,noise3,noise4
0.0,0.0,-0.015907,-0.134713,-0.175392,-0.20081,-0.019344,-0.139443,-0.168318,-0.272117,1.162876,0.30268,-0.423276,0.578962
0.02,0.0,-0.019344,-0.139443,-0.168318,-0.272117,-0.02264,-0.145599,-0.161246,-0.343664,-0.369741,-1.422375,1.213006,-0.223052
0.04,0.0,-0.02264,-0.145599,-0.161246,-0.343664,-0.025794,-0.153196,-0.154106,-0.416241,0.324659,0.973285,-0.268558,-0.178141
0.06,0.0,-0.025794,-0.153196,-0.154106,-0.416241,-0.028803,-0.162261,-0.146834,-0.490611,0.896767,-0.028853,0.191725,1.509262
0.08,0.0,-0.028803,-0.162261,-0.146834,-0.490611,-0.031666,-0.172837,-0.139367,-0.567513,-0.610369,0.000781,-1.312468,1.682563
0.1,0.0,-0.031666,-0.172837,-0.139367,-0.567513,-0.034376,-0.184983,-0.13165,-0.647671,-0.01169,-0.126529,-1.230514,1.343793
0.12,0.0,-0.034376,-0.184983,-0.13165,-0.647671,-0.03693,-0.198771,-0.123631,-0.731796,-0.748011,1.307533,0.246059,-0.135839
0.14,0.0,-0.03693,-0.198771,-0.123631,-0.731796,-0.039319,-0.214286,-0.115266,-0.820589,0.119773,-0.628209,-0.363596,-0.185479
0.16,0.0,-0.039319,-0.214286,-0.115266,-0.820589,-0.041538,-0.23163,-0.106516,-0.914743,-0.489469,0.315909,-0.574746,-2.892805
0.18,0.0,-0.041538,-0.23163,-0.106516,-0.914743,-0.043577,-0.250916,-0.097354,-1.01494,-0.118423,1.915262,-0.863738,0.655328
0.2,0.0,-0.043577,-0.250916,-0.097354,-1.01494,-0.045429,-0.272272,-0.087763,-1.121847,1.410448,-0.895307,1.641557,-0.594965
0.22,0.0,-0.045429,-0.272272,-0.087763,-1.121847,-0.047085,-0.295839,-0.077744,-1.23611,-1.035534,0.33751,1.968959,0.781561
0.24,0.0,-0.047085,-0.295839,-0.077744,-1.23611,-0.048536,-0.32177,-0.067315,-1.358347,-0.5476,0.676061,0.193652,0.862611
0.26,0.0,-0.048536,-0.32177,-0.067315,-1.358347,-0.049775,-0.35023,-0.056521,-1.489132,-1.61569,0.59376,-0.494317,-0.524958
0.28,0.0,-0.049775,-0.35023,-0.056521,-1.489132,-0.050795,-0.381396,-0.045437,-1.628984,-0.519839,-0.201661,-0.568511,-0.763797
0.3,0.0,-0.050795,-0.381396,-0.045437,-1.628984,-0.051591,-0.415453,-0.034177,-1.778346,-1.112177,0.627112,0.860759,1.672552
0.32,0.0,-0.051591,-0.415453,-0.034177,-1.778346,-0.052162,-0.452595,-0.022902,-1.937565,1.609027,-0.551282,-0.916459,0.952542
0.34,0.0,-0.052162,-0.452595,-0.022902,-1.937565,-0.052509,-0.493023,-0.011826,-2.106876,0.464324,1.948109,-0.60754,0.355542
0.36,0.0,-0.052509,-0.493023,-0.011826,-2.106876,-0.052638,-0.536938,-0.001227,-2.286379,0.524064,-0.149957,-1.777115,0.038165
0.38,0.0,-0.052638,-0.536938,-0.001227,-2.286379,-0.052563,-0.584545,0.008546,-2.476028,-0.526073,0.604804,0.176988,0.040031
0.4,0.0,-0.052563,-0.584545,0.008546,-2.476028,-0.052305,-0.636046,0.017069,-2.675622,-0.824151,1.37214,0.979642,0.933212
0.42,0.0,-0.052305,-0.636046,0.017069,-2.675622,-0.051892,-0.691634,0.023837,-2.884813,-0.532068,-0.273885,-1.042724,1.737298
0.44,0.0,-0.051892,-0.691634,0.023837,-2.884813,-0.051367,-0.751499,0.028266,-3.10312,-0.067427,1.205107,1.687082,-0.450287
0.46,0.0,-0.051367,-0.751499,0.028266,-3.10312,-0.050782,-0.815816,0.029696,-3.329966,0.929523,-0.369088,0.613894,0.438213
0.48,0.0,-0.050782,-0.815816,0.029696,-3.329966,-0.050204,-0.88475,0.027405,-3.564724,1.524433,-1.16802,0.618692,0.212104
0.5,0.0,-0.050204,-0.88475,0.027405,-3.564724,-0.049715,-0.958454,0.020617,-3.806781,-0.81015,-0.103927,0.396417,1.571121
0.52,0.0,-0.049715,-0.958454,0.020617,-3.806781,-0.049414,-1.037067,0.008528,-4.055595,0.799166,0.659832,-0.737005,0.865194
0.54,0.0,-0.049414,-1.037067,0.008528,-4.055595,-0.049415,-1.12072,-0.009676,-4.310768,-0.907756,-1.250672,-1.188224,0.681578
0.56,0.0,-0.049415,-1.12072,-0.009676,-4.310768,-0.049847,-1.209538,-0.034788,-4.572084,0.154313,-1.923406,-0.796556,1.605091
0.58,0.0,-0.049847,-1.209538,-0.034788,-4.572084,-0.050858,-1.303644,-0.067554,-4.839532,1.735488,-1.086014,-1.728804,0.104458
0.6,0.0,-0.050858,-1.303644,-0.067554,-4.839532,-0.052605,-1.403162,-0.108631,-5.113277,1.027353,0.505873,-0.37603,0.505895
0.62,0.0,-0.052605,-1.403162,-0.108631,-5.113277,-0.055262,-1.508219,-0.158542,-5.393571,2.300922,0.00222,0.495145,-1.993888
0.64,0.0,-0.055262,-1.508219,-0.158542,-5.393571,-0.059008,-1.618949,-0.217611,-5.680564,0.566124,0.110396,0.950083,0.989203
0.66,0.0,-0.059008,-1.618949,-0.217611,-5.680564,-0.064027,-1.735485,-0.285867,-5.973978,-2.19817,0.495255,1.040911,-1.453511
0.68,0.0,-0.064027,-1.735485,-0.285867,-5.973978,-0.070501,-1.857943,-0.362902,-6.272588,-1.167839,0.903705,0.59272,-0.960833
0.7,0.0,-0.070501,-1.857943,-0.362902,-6.272588,-0.078595,-1.986404,-0.447665,-6.573411,-1.066733,2.357111,-0.898103,0.793381
0.72,0.0,-0.078595,-1.986404,-0.447665,-6.573411,-0.088446,-2.120857,-0.538175,-6.870554,-0.565999,-1.518995,1.69736,0.019763
0.74,0.0,-0.088446,-2.120857,-0.538175,-6.870554,-0.100139,-2.261134,-0.631166,-7.153707,-0.68664,-1.348857,-1.620146,-0.397496
0.76,0.0,-0.100139,-2.261134,-0.631166,-7.153707,-0.113677,-2.406805,-0.721743,-7.406562,0.364627,-0.066379,1.390917,0.351821
0.78,0.0,-0.113677,-2.406805,-0.721743,-7.406562,-0.128949,-2.557042,-0.803261,-7.605939,-0.051562,-1.200442,1.348448,1.40054
0.8,0.0,-0.128949,-2.557042,-0.803261,-7.605939,-0.145695,-2.710494,-0.867797,-7.72315,-0.503906,-1.468519,-0.269408,0.556732
0.82,0.0,-0.145695,-2.710494,-0.867797,-7.72315,-0.163495,-2.865224,-0.907589,-7.72921,-0.501398,1.484204,-0.037367,0.655582
0.84,0.0,-0.163495,-2.865224,-0.907589,-7.72921,-0.181796,-3.01878,-0.917341,-7.603713,-0.247751,-0.716061,-1.025812,0.321973
0.86,0.0,-0.181796,-3.01878,-0.917341,-7.603713,-0.199982,-3.168467,-0.896354,-7.34337,0.693317,-1.257199,-1.590075,-1.683623
0.88,0.0,-0.199982,-3.168467,-0.896354,-7.34337,-0.217474,-3.311719,-0.849021,-6.964247,0.885986,-1.71742,-0.429531,-1.853926
0.9,0.0,-0.217474,-3.311719,-0.849021,-6.964247,-0.233819,-3.446439,-0.783207,-6.495638,-0.798715,1.791626,-0.136552,-0.072699
0.92,0.0,-0.233819,-3.446439,-0.783207,-6.495638,-0.248737,-3.571166,-0.707634,-5.97002,-0.481123,-1.382913,1.812096,-2.220049
