time,action,Xpos,Xangle,Xvelocity,Xangular_velocity,Ypos,Yangle,Yvelocity,Yangular_velocity,noise1,noise2,noise3,noise4,noise5,acc,angular_acc
0.0,0.671832,-0.258099,-0.092625,-0.088914,0.06518,-0.258704,-0.094475,0.028191,-0.248168,-0.157198,-2.140075,0.373376,-0.635788,-0.423638,5.822974,-15.379032
0.02,0.0,-0.258704,-0.094475,0.028191,-0.248168,-0.258096,-0.099893,0.032562,-0.293891,-0.686823,-0.963953,-0.090763,-0.527149,0.261111,0.221592,-2.321201
0.04,0.0,-0.258096,-0.099893,0.032562,-0.293891,-0.2574,-0.106241,0.03707,-0.341176,2.69756,-1.59696,0.292933,-0.913112,-0.899802,0.229495,-2.41117
0.06,0.0,-0.2574,-0.106241,0.03707,-0.341176,-0.256612,-0.113554,0.041756,-0.390496,0.391311,0.216493,0.541976,0.350017,-1.267679,0.239509,-2.524813
0.08,0.0,-0.256612,-0.113554,0.041756,-0.390496,-0.255729,-0.121878,0.046664,-0.442327,-1.526885,-1.586415,0.489039,0.023653,1.033971,0.251589,-2.662222
0.1,0.0,-0.255729,-0.121878,0.046664,-0.442327,-0.254744,-0.131267,0.051833,-0.497144,-1.001519,2.03334,0.12886,0.547866,0.014803,0.265689,-2.823672
0.12,0.0,-0.254744,-0.131267,0.051833,-0.497144,-0.253653,-0.141786,0.057304,-0.555435,-1.186153,-1.177401,-0.4081,-2.296218,1.25759,0.281757,-3.009595
0.14,0.0,-0.253653,-0.141786,0.057304,-0.555435,-0.25245,-0.153511,0.063116,-0.617692,0.540978,-1.336388,0.886059,-1.018523,-1.321978,0.299728,-3.22054
0.16,0.0,-0.25245,-0.153511,0.063116,-0.617692,-0.251126,-0.166524,0.069305,-0.684424,-0.630788,-1.403788,-1.167642,1.305305,0.566032,0.319507,-3.457139
0.18,0.0,-0.251126,-0.166524,0.069305,-0.684424,-0.249675,-0.180921,0.075907,-0.756149,0.048693,0.747867,-0.204108,0.170327,0.052633,0.34096,-3.720055
0.2,0.0,-0.249675,-0.180921,0.075907,-0.756149,-0.248087,-0.196807,0.082953,-0.833401,2.249224,1.692922,0.062108,0.45445,-1.484378,0.363893,-4.009923
0.22,0.0,-0.248087,-0.196807,0.082953,-0.833401,-0.246354,-0.214297,0.09047,-0.916724,-0.649681,1.263963,-2.241344,1.360145,0.646381,0.38803,-4.327283
0.24,0.0,-0.246354,-0.214297,0.09047,-0.916724,-0.244465,-0.23352,0.098479,-1.006672,-0.040907,-0.97538,-0.070699,1.028768,-1.929058,0.412988,-4.672491
0.26,0.0,-0.244465,-0.23352,0.098479,-1.006672,-0.242411,-0.254612,0.106992,-1.103804,1.520458,0.864425,0.541028,-0.311216,-0.459525,0.438247,-5.045621
0.28,0.0,-0.242411,-0.254612,0.106992,-1.103804,-0.240182,-0.277724,0.116006,-1.208674,1.684643,-2.403776,-0.365764,0.142651,0.236312,0.463107,-5.446341
0.3,-1.603252,-0.240182,-0.277724,0.116006,-1.208674,-0.240379,-0.297177,-0.134942,-0.742776,-0.500704,0.750729,0.435595,2.360189,-0.371769,-12.44134,22.420413
0.32,0.0,-0.240379,-0.297177,-0.134942,-0.742776,-0.242949,-0.313442,-0.122053,-0.884103,-0.242209,1.87858,0.392274,-0.415455,0.172329,0.644736,-7.136366
0.34,0.0,-0.242949,-0.313442,-0.122053,-0.884103,-0.245261,-0.332563,-0.109138,-1.028626,-0.496198,0.393394,0.647777,1.554822,-0.656842,0.646932,-7.324871
0.36,0.0,-0.245261,-0.332563,-0.109138,-1.028626,-0.247314,-0.354616,-0.096171,-1.177458,0.545927,0.337822,0.130558,-0.491842,1.080993,0.649699,-7.566512
0.38,0.0,-0.247314,-0.354616,-0.096171,-1.177458,-0.249107,-0.379697,-0.083156,-1.33161,-0.114952,-0.745093,-1.683252,0.674078,0.767491,0.651386,-7.856045
0.4,0.0,-0.249107,-0.379697,-0.083156,-1.33161,-0.25064,-0.407922,-0.070135,-1.491984,1.062567,-1.798568,-0.38933,0.352562,0.939903,0.65003,-8.18771
0.42,0.0,-0.25064,-0.407922,-0.070135,-1.491984,-0.251913,-0.439423,-0.05719,-1.659359,0.800923,-0.812141,0.904727,0.441677,0.243008,0.643313,-8.55509
0.44,0.0,-0.251913,-0.439423,-0.05719,-1.659359,-0.252929,-0.474347,-0.044455,-1.83438,0.066516,-1.130676,1.530247,0.069364,-0.853585,0.628529,-8.951026
0.46,0.0,-0.252929,-0.474347,-0.044455,-1.83438,-0.253694,-0.512852,-0.032122,-2.01754,-1.150002,-1.584465,-1.96308,-0.011061,-1.026611,0.602574,-9.367617
0.48,0.0,-0.253694,-0.512852,-0.032122,-2.01754,-0.254218,-0.555105,-0.020448,-2.209168,0.101315,1.378183,-2.131262,-0.436172,-0.559934,0.561959,-9.796349
0.5,0.0,-0.254218,-0.555105,-0.020448,-2.209168,-0.254518,-0.601276,-0.009765,-2.409419,0.010385,1.078396,0.300334,1.185697,1.257354,0.502876,-10.228369
0.52,0.0,-0.254518,-0.601276,-0.009765,-2.409419,-0.254618,-0.651539,-0.000481,-2.61827,0.792738,0.170193,0.197017,0.434585,0.725908,0.4213,-10.654929
0.54,0.0,-0.254618,-0.651539,-0.000481,-2.61827,-0.25455,-0.706063,0.006913,-2.835531,0.188536,-2.35789,-0.041117,1.356205,-0.821229,0.313143,-11.067989
0.56,0.0,-0.25455,-0.706063,0.006913,-2.835531,-0.254358,-0.765014,0.011845,-3.060862,-0.502381,-0.017686,0.476008,-1.427946,-0.7712,0.174462,-11.460937
0.58,0.0,-0.254358,-0.765014,0.011845,-3.060862,-0.254097,-0.828549,0.013668,-3.293812,0.444233,-1.308696,-1.191814,1.450233,-1.028611,0.001692,-11.829335
0.6,-1.551135,-0.254097,-0.828549,0.013668,-3.293812,-0.256045,-0.893416,-0.207807,-3.201964,0.293066,-0.650788,-0.907531,-0.354705,-0.275158,-10.973797,3.251982
0.62,0.0,-0.256045,-0.893416,-0.207807,-3.201964,-0.26021,-0.960067,-0.209474,-3.463775,-1.133974,-1.6209,-1.202364,0.605655,0.841618,-0.204009,-13.186933
0.64,0.0,-0.26021,-0.960067,-0.209474,-3.463775,-0.264458,-1.031992,-0.216212,-3.729413,-0.589556,1.762937,-0.098467,0.671815,-0.521249,-0.476368,-13.375521
0.66,0.0,-0.264458,-1.031992,-0.216212,-3.729413,-0.268898,-1.109268,-0.228778,-3.998791,-1.114069,0.581351,-0.420367,-0.591355,-2.36153,-0.786775,-13.561781
0.68,0.0,-0.268898,-1.109268,-0.228778,-3.998791,-0.273653,-1.191969,-0.247928,-4.27192,-0.274912,0.939408,2.159108,-1.991695,-0.277947,-1.134564,-13.751891
0.7,0.0,-0.273653,-1.191969,-0.247928,-4.27192,-0.278864,-1.280171,-0.274391,-4.548949,0.184316,-0.461933,0.626028,0.326142,1.144624,-1.517517,-13.95315
0.72,0.0,-0.278864,-1.280171,-0.274391,-4.548949,-0.284682,-1.373955,-0.308833,-4.830169,0.642357,1.247983,1.505634,-0.857179,-0.784336,-1.931557,-14.171804
0.74,0.0,-0.284682,-1.373955,-0.308833,-4.830169,-0.291274,-1.473408,-0.351815,-5.115957,0.502467,0.446958,-0.852693,0.632004,1.926871,-2.370242,-14.409866
0.76,0.0,-0.291274,-1.473408,-0.351815,-5.115957,-0.298814,-1.578626,-0.40374,-5.406654,0.511563,-0.578341,0.023714,-0.754859,-1.215391,-2.8239,-14.660526
