time,brake_pedal,gas_pedal,speed,acc,final_brake_tw_rr,final_brake_tw_rl,final_brake_tw_fr,final_brake_tw_fl,motor_torque,f_rot_speed,r_rot_speed,ABS_FRONT_ON_OFF,ABS_REAR_ON_OFF
0.05,0,0.000913124860883293,27.8583080519459,-0.496409063118138,0,0,0,0,1.12616287456262,242.474723987088,243.401552164151,0,0
0.1,0.00380280889319834,0,27.5818316816917,-0.238621292299354,0,0,0,0,2.25447053537325,242.532942628755,242.035831886118,0,0
0.15,0.0161757598636765,0.00806001914714288,27.9491573857169,-0.466751415936086,0,0,0,0,3.3818248270254,242.926690002004,242.024922791358,0,0
0.2,0,0.0152672373522132,27.6355011917267,-1.20232082395529,0,0,0,0,4.50925466050731,242.62045981325,242.458606602804,0,0
0.25,0,0.0117992155388181,27.5726268083686,-0.384680509702526,0,0,0,0,5.6367619219315,240.947299877991,241.882794379515,0,0
0.3,0,0.00941322014229235,27.5362497223133,-0.628499332205522,-0,-0,-0,0,6.764346605944,241.588900225369,241.629311214265,0,0
0.35,0.00711809161146058,0.0337030617667083,27.3055175814375,-0.665011068829019,-0,-0,-0,0,7.89200870458509,241.098680580271,241.728860247305,0,0
0.4,0.000103729987814037,0.0244050397957691,27.420790492249,-0.662518404968818,-0,-0,-0,0,9.01974820989185,241.432438525935,241.071790829277,0,0
0.45,0,0.0221505743133898,27.6394721491978,-0.818354527682676,-0,-0,-0,0,10.1475651139014,240.330509801447,241.976383253218,0,0
0.5,0,0.0327657512164129,27.82990677144,0.00934338570471882,-0,-0,-0,0,11.2754594086507,241.08221929219,241.384616107926,0,0
0.55,0,0.0329585553842393,27.5477468577757,-0.269237119895987,-0,-0,-0,0,12.403431086177,240.840379763256,241.779786167584,0,0
0.6,0,0.0448875983981725,27.5482240985395,-0.801013048315594,-0,-0,-0,0,13.5314801385173,240.611254379545,241.213395624087,0,0
0.65,0,0.0420288428192721,27.3463617399009,-0.380611205746555,-0,-0,-0,0,14.6596065577086,240.569267237434,240.706415719612,0,0
0.7,0,0.0551683227348278,27.6332792988923,-0.18182362164154,-0,-0,-0,0,15.7878103357881,240.044110962044,240.126477098882,0,0
0.75,0.0146346318497109,0.0430546935798439,27.2985334613033,-0.454357776442908,-0,-0,-0,0,16.9160914647929,241.444698477125,241.025808318309,0,0
0.8,0,0.0399098453982426,27.4900120681934,-0.275958194321286,-0,-0,-0,0,18.04444993676,241.431581363916,240.679789818615,0,0
0.85,0,0.0690198141612559,27.2160745397685,-0.234160749478394,-0,-0,-0,0,19.1728857437265,240.660224780054,239.86350616371,0,0
0.9,0.00625161323322848,0.0399810290492214,27.1629713420056,-0.483389427696248,-0,-0,-0,0,20.3013988777295,239.560278678596,240.14074675806,0,0
0.95,0.00222933460853439,0.0499007501738294,27.3467607790412,-0.420383751745354,-0,-0,-0,0,21.429989330806,239.184205757271,240.002641925636,0,0
1,0,0.0710845451383011,27.18545930679,0.204742237799436,-0,-0,-0,0,22.5586570949932,238.991818070701,239.51959832092,0,0
1.05,0.00199653484835577,0.0808049158475697,27.3347300299884,-0.667427646165126,-0,-0,-0,0,23.6874285958769,238.928540186119,239.940451925,0,0
1.1,0.00310425570490622,0.0868905273395845,27.514722985553,-0.0860286551712512,-0,-0,-0,0,24.8164057630423,239.230880535412,239.832316913818,0,0
1.15,0,0.0979530025464745,27.4418333935779,-0.477718657625618,-0,-0,-0,0,25.9455790641493,239.596286618445,239.861694858868,0,0
