time,q1,q2,q3,q4,q5,q6,dq1,dq2,dq3,dq4,dq5,dq6,ddq1,ddq2,ddq3,ddq4,ddq5,ddq6,tau1,tau2,tau3,tau4,tau5,tau6
0.0,0.0,1.57,-1.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.13805471111528,10.668128520132054,12.305867521365837,4.3964592342116475,-1.8406263750307588,-2.033933844458602e-06,-1.830501450019485,3.1610097178730108,-0.7732947618919424,-0.15445744513968118,-0.16499297689710615,-0.002045792735317931
0.01,-0.0013066935944128627,1.5710676553495853,-1.5687724657315631,0.0004132050855428062,-0.00015718722919494824,-1.3847391112233875e-06,-0.13066935944128627,0.10676553495850985,0.12275342684369613,0.04132050855428062,-0.015718722919494825,-0.00013847391112233875,-13.095955773485374,10.644271063946436,12.066436434347661,4.038652656749349,-1.5506623815792864,-0.013689027914658425,-1.8465604599049257,3.074552149197543,-0.8153840436895927,-0.16426663000223907,-0.16592604584567536,-0.0020512435458434597
0.02,-0.003914946793269069,1.5732006627342283,-1.566342885584903,0.0012102809447913003,-0.0004537440752425965,-4.211932814260577e-06,-0.2608253198856207,0.21330073846430314,0.24295801466599806,0.07970758592484942,-0.02965568460476483,-0.00028271937030371896,-13.031782712030735,10.605362384836994,11.783034858643383,3.733149767481706,-1.3660546025652565,-0.013741206868502331,-1.8789851427091482,2.9350839848895474,-0.8666406180413531,-0.17504695203196774,-0.16773432472363906,-0.0020509404753161365
0.03,-0.007817844819141075,1.576395152340803,-1.562740675831003,0.002365679678003909,-0.0008780706112383271,-8.380731014151865e-06,-0.3902898025872006,0.3194489606574762,0.36022097539000275,0.11553987332126084,-0.04243265359957306,-0.00041687981998912883,-12.94723914896081,10.548034458421714,11.459072583686133,3.464887031365585,-1.2408342800382286,-0.01182221869698985,-1.9268637471122956,2.742677757876237,-0.9273407610086304,-0.18685847715031612,-0.17032149009662814,-0.0020441220091069307
0.04,-0.013006700228205728,1.5806453650894279,-1.5579989493971225,0.0038564918426107677,-0.0014220121291524791,-1.3786577613821516e-05,-0.5188855409064652,0.4250212748624718,0.47417264338805915,0.14908121646068587,-0.0543941517914152,-0.0005405846599669651,-12.842416526324003,10.469229694639878,11.09712444463839,3.222517020109791,-1.1475586477545008,-0.009522351666834794,-1.9890493160522136,2.497839791331085,-0.9975480271733561,-0.1997060320386027,-0.17356375359149398,-0.0020298800397704772
0.05,-0.019470963297847314,1.5859433579322422,-1.5521543423329487,0.005661583297911756,-0.0020792024588162077,-2.033080335633062e-05,-0.6464263069641586,0.5297992842814195,0.5844607064173705,0.18050914553009875,-0.06571903296637288,-0.0006544225742509103,-12.716461881202097,10.366223367540963,10.699242789387053,2.997574915286087,-1.0700618478008792,-0.0070131133067299345,-2.0641390133995916,2.201576811011698,-1.0770991519717694,-0.2135384197132414,-0.17731258313863116,-0.002007177457645434
0.06,-0.027198077010278945,1.592278740208011,-1.5452468727360706,0.007760953187816362,-0.002844089288727136,-2.791477535466207e-05,-0.7727113712431631,0.6335382275768902,0.690746959687794,0.20993698899046073,-0.07648868299109282,-0.0007583971998331452,-12.56801833510669,10.236656730205036,10.267206325379103,2.783834667924573,-0.9990778690411943,-0.0043280824189189104,-2.1504524862970666,1.8554564792287351,-1.165592719564244,-0.22824850045374245,-0.18139791565890134,-0.0019748944678555525
0.07,-0.03617330551017096,1.5996384449134575,-1.5373198119349372,0.010135264324144916,-0.003711377646501378,-3.643586591248052e-05,-0.897522849989201,0.7359704705446664,0.7927060801133474,0.2374311136328553,-0.08672883577742418,-0.0008521090557818446,-12.395524833619769,10.078574022698188,9.802715272413959,2.576814359962391,-0.929567573220325,-0.0015230553560732218,-2.246014404323805,1.4616562308040422,-1.2623826616398999,-0.24367460734880875,-0.18563199440161993,-0.0019318913760417843
0.08,-0.0463795566023061,1.6080065389958107,-1.528419552014897,0.012765508624602212,-0.0046757302448689406,-4.578616945542833e-05,-1.0206251092135143,0.8368094082353137,0.8900259920040098,0.26302443004572973,-0.09643525983675624,-0.0009350303542947814,-12.197427209857638,9.890458098302318,9.30754069776357,2.373395282134581,-0.8590744285214953,0.0013238742913790347,-2.3485461146687614,1.0229954954694778,-1.3665783817918156,-0.2596036644690547,-0.18981389709261978,-0.0018770800258737536
0.09,-0.05779721356966021,1.6173640765251005,-1.5185954575132334,0.015632778854524652,-0.005731625481264707,-5.585302984870171e-05,-1.1417656967354104,0.9357537529289791,0.9824094501663765,0.286727022992244,-0.10558952363957659,-0.0010066860393273382,-11.972331152891012,9.671260572134887,8.783634081764909,2.17152680385432,-0.7867043938421716,0.004128257454034667,-2.4554708977217636,0.5429472774272615,-1.477052939886268,-0.2757762569376163,-0.19373474880130637,-0.0018094982364711498
0.1,-0.07040398801120651,1.6276889979766749,-1.507899692437137,0.018718124359907228,-0.006873311509862685,-6.652055489572218e-05,-1.2606774441546305,1.0324921451574447,1.0695765076096466,0.3085345505382576,-0.11416860285979781,-0.0010667525047020467,-11.719114462235309,9.420423397634513,8.23320192003894,1.9699956346215473,-0.7124861894184704,0.00681171293206706,-2.5639365027172825,0.025626155352979296,-1.5924602696631385,-0.29189376338586415,-0.19718353952877815,-0.0017283825903814934
0.11,-0.08417480271792692,1.638956077937209,-1.4963870167553999,0.022002473274763443,-0.008094817688011378,-7.767156380143885e-05,-1.3770814706720411,1.1267079960534054,1.151267568173721,0.3284348914856213,-0.12215061781486918,-0.0011151008905716676,-11.437008139846046,9.13788969718803,7.658749437280438,1.7682432842336837,-0.6369653019286048,0.009309500271561966,-2.670857449411187,-0.5242489449317356,-1.7112618455820394,-0.3076275051675431,-0.1999533950836403,-0.001633235407879127
0.12,-0.0990817113615277,1.6511369224282575,-1.4841145492192425,0.025466607243863217,-0.009389998720970717,-8.918961624512791e-05,-1.4906908643600785,1.218084449104859,1.2272467536157405,0.3464133969099773,-0.12951810329593394,-0.0011518052443689065,-11.125651324083979,8.824102524978269,7.063097127985804,1.5662196134655986,-0.5609436824143614,0.011574181468001932,-2.7729779949733313,-1.1014174277684399,-1.8317625896236804,-0.3226297020955662,-0.20184808362537499,-0.0015238820628817318
0.13,-0.11509385970498467,1.6642000158017851,-1.4711414957896876,0.02909117734019167,-0.010752595543917425,-0.00010096090979299471,-1.6012148343456967,1.3063093373527688,1.2973053429554868,0.3624570096328454,-0.13625968229467078,-0.001177129354786679,-10.785124032982042,8.479991255196648,6.4493737957740365,1.3642635255075533,-0.48531221641108147,0.013576387232086873,-2.866955032772162,-1.7001637706152923,-1.9521551066191707,-0.3365458533757463,-0.2026885046797741,-0.0014005153496158898
0.14,-0.13217749117246458,1.678110815900918,-1.4575288450724495,0.03285675182175521,-0.012176302521490209,-0.00011287592600514101,-1.7083631467479896,1.3910800099132867,1.361265071723806,0.376557448156354,-0.14237069775727834,-0.00119150162121463,-10.41595770569458,8.106945551783577,5.820989624500342,1.1630043306959976,-0.41094396989615944,0.015303562702052353,-2.9494577262125414,-2.3144257395583576,-2.070570791474202,-0.34902803676261174,-0.20231883460135,-0.0012637237969502935
0.15,-0.150295997616376,1.692831894920714,-1.443339033984163,0.03674388785796426,-0.013654834171343496,-0.00012483076937522974,-1.811850644391141,1.4721079019796062,1.4189811088286595,0.3887136036209046,-0.14785316498532874,-0.001195484337008872,-10.01912826257094,7.70677836512795,5.181593194045588,0.9632791109669014,-0.33862837566921655,0.01675743421834497,-3.01727961743359,-2.937919684373549,-2.1851356012059777,-0.3597484676921607,-0.20061205565400114,-0.001114502231734991
