time,q1,q2,q3,q4,q5,q6,dq1,dq2,dq3,dq4,dq5,dq6,ddq1,ddq2,ddq3,ddq4,ddq5,ddq6,tau1,tau2,tau3,tau4,tau5,tau6
0.0,0.0,1.57,-1.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7791163461197792,7.839029807825422,3.936572771696456,1.1394688447122974,-0.11028591915319774,-3.513148675082789e-06,-0.10863403367829476,0.12932985225018623,-2.577259616566183,-0.5965795245623141,-0.009632656859694527,-0.00037525820758771184
0.01,-7.749508780288477e-05,1.57078272216286,-1.5696063019768163,0.00010861482909943234,-9.379727032884722e-06,-3.977274492577149e-08,-0.007749508780288477,0.0782722162860039,0.03936980231837035,0.010861482909943234,-0.0009379727032884722,-3.977274492577149e-06,-0.7692895529895698,7.570072120610161,3.759191731644064,1.026517062041357,-0.09191125321964577,-0.0003923316145484357,-0.10832155143267004,-0.04492044197961853,-2.650858442485995,-0.6128134822349551,-0.009590476594569774,-0.00038316614066331893
0.02,-0.00023145035422987383,1.572321331666577,-1.5688369850063955,0.0003161055603835557,-2.6987506206106286e-05,-1.204846575094981e-07,-0.015395526642698906,0.15386095037169364,0.07693169704208455,0.020749073128412336,-0.001760777917322156,-8.071191258372662e-06,-0.7580904375725857,7.288136972971566,3.5700705265846384,0.9265344554664345,-0.0800995546956993,-0.00038710072613734603,-0.10858452440020862,-0.23872323853226174,-2.7278546121348373,-0.6294296674431699,-0.009579132767107415,-0.00039120427444408977
0.03,-0.00046071931414418967,1.5745876848318383,-1.5677111916516542,0.0006136742246523511,-5.206137290915254e-05,-2.399659069207874e-07,-0.022926895991431585,0.22663531652614166,0.11257933547412205,0.029756866426879542,-0.0025073866703046255,-1.194812494112893e-05,-0.7457488834073774,6.994460683737076,3.371409321659824,0.8363150435503535,-0.0720840505280127,-0.0003370502015141996,-0.10936341072024497,-0.45029105791336566,-2.807874003172654,-0.6463665671260144,-0.009594216899497772,-0.00039931782964054246
0.04,-0.0007640569518881981,1.5775524558139604,-1.5662489343844528,0.0009932279344670673,-8.406254616721736e-05,-3.967324174894455e-07,-0.03033376377440084,0.2964770982122131,0.1462257267201319,0.037955370981471614,-0.003200117325806482,-1.5676651056865805e-05,-0.7323983310643871,6.690305948193053,3.1651300392050334,0.7535002519144918,-0.06621372010118298,-0.0002838415387064197,-0.11059654469627693,-0.6778159428454877,-2.8905326509478524,-0.6635609414727162,-0.009630970071338668,-0.0004074520894245708
0.05,-0.0011401270170375098,1.581185265209706,-1.5644709236074266,0.0014472071612232052,-0.00012257616820827015,-5.898435827942889e-07,-0.03760700651493118,0.36328093957456137,0.1778010777026229,0.04539792267561378,-0.003851362204105278,-1.9311116530484344e-05,-0.7181140385962327,6.3769489067300515,2.952932375360442,0.6763702559364582,-0.061512088712109225,-0.0002281736201449336,-0.11222034668285295,-0.9194859777603823,-2.9754405775581008,-0.6809485422340271,-0.009684401483415506,-0.0004155524189390563
0.06,-0.001587505881908363,1.585454809455679,-1.5623984131599933,0.0019684622667003526,-0.0001672527712407576,-8.184797992053295e-07,-0.04473788648708533,0.4269544245973097,0.20725104474331807,0.05212551054771474,-0.004467660303248744,-2.2863621641104062e-05,-0.7029367974153639,6.055668162142697,2.7363355237532065,0.6036851649147152,-0.057410792113808284,-0.00016822064355992428,-0.11416949827209025,-1.173500711813733,-3.062205478948025,-0.6984648090095649,-0.009749396904673975,-0.0004235649104958496
0.07,-0.0021046844023347422,1.5903289900486768,-1.5600530602674596,0.002550166196199189,-0.00021777438773343876,-1.0816880136767037e-06,-0.05171785204263793,0.4874180592997726,0.23453528925336262,0.058170392949883624,-0.005052161649268116,-2.6320821447137422e-05,-0.6868877008627964,5.727735332632676,2.5167091308217024,0.5345642804379018,-0.053587961137604445,-0.00010386017734415054,-0.11637714123538588,-1.4380854083897252,-3.1504362374300197,-0.7160455351352275,-0.009820818864526772,-0.0004314372919554853
0.08,-0.0026900686885623897,1.595775041740784,-1.557456797697443,0.003185754138564611,-0.00027383554368636486,-1.3782734724293645e-06,-0.05853842862276477,0.544605169210727,0.25962625700166925,0.06355879423654223,-0.005606115595292613,-2.965854587526608e-05,-0.6699774107532536,5.394406853923132,2.295296191079496,0.4683943516582403,-0.04987001508294808,-3.629065801680209e-05,-0.11877513923210681,-1.7115040486038287,-3.2397462273794444,-0.7336274947043244,-0.009893599314153212,-0.00043911989527376606
0.09,-0.0033419803642935684,1.6017596589633976,-1.554631716487114,0.0038688831645684366,-0.00033513320479602285,-1.7067801977162978e-06,-0.06519116757311787,0.59846172226134,0.2825081210328965,0.06831290260038256,-0.006129766110965802,-3.2850672528693324e-05,-0.6522120319972585,5.056916824179163,2.073229948607059,0.4047599046517405,-0.04617189317449988,3.264844671130307e-05,-0.12129442605756327,-1.9920710318041395,-3.3297563863529964,-0.7511490233586271,-0.00996282477573832,-0.0004465665720617534
0.1,-0.004058656688566673,1.6082491198209203,-1.5515999580470088,0.004593406534917076,-0.0004013620667265608,-2.0655193189647074e-06,-0.07166763242731049,0.6489460857522774,0.3031758440105127,0.07245233703486399,-0.006622886193053796,-3.5873912124840956e-05,-0.6335968805928139,4.716470746796512,1.851546378541748,0.3433903798112077,-0.04246061290912806,0.00010094782355279941,-0.12386545174335971,-2.2781615308173593,-3.4200980279312283,-0.7685505466578517,-0.01002381360665114,-0.0004537354937926743
0.11,-0.004838250787719026,1.6152094070712957,-1.548383614769808,0.005353358648849604,-0.00047221298857851333,-2.45262015092916e-06,-0.07795940991523527,0.6960287250375259,0.32163432772007294,0.07599521139325277,-0.0070850921851952535,-3.871008319644525e-05,-0.6141389238231968,4.374240069212792,1.6311934446624088,0.284120073889806,-0.0387330100290586,0.0001667093905907968,-0.1264187272790357,-2.568220476047387,-3.5104153771301236,-0.7857750511800212,-0.010072184819432234,-0.000460589803622964
0.12,-0.005678832162859194,1.6226063255800778,-1.5450046385042673,0.00614294757993735,-0.0005473732240846246,-2.8660892503023143e-06,-0.08405813751401678,0.7396918508782038,0.3378976265540823,0.0789588931087746,-0.007516023550611134,-4.134690993731542e-05,-0.5938483630672083,4.0313574456981005,1.4130380394967288,0.22685784347062565,-0.03500212708008288,0.00022829885719061194,-0.12888545979318633,-2.86077015966975,-3.6003678139842874,-0.8027684948978449,-0.010103917852054802,-0.00046709810439639603
0.13,-0.00657838758374108,1.6304056157995526,-1.5414847564174843,0.006956552890247829,-0.000626527626533942,-3.303869030022282e-06,-0.08995554208818862,0.7799290219474765,0.3519882086783027,0.08136053103104789,-0.007915440244931732,-4.377797797199676e-05,-0.5727396436485028,3.688912671965781,1.1978712909707854,0.1715642560062829,-0.03128890159289499,0.00028441568357201463,-0.13119826266744986,-3.1544164685226237,-3.6896318157317163,-0.8194801547480495,-0.010115402733226591,-0.00047323477856479174
0.14,-0.00753482244175782,1.6385730628858846,-1.5378453938798982,0.007788726982878111,-0.0007093603229225444,-3.7638913585349774e-06,-0.09564348580167392,0.8167447086331961,0.36393625375862093,0.08321740926302816,-0.008283269638860235,-4.600223285126956e-05,-0.5508320653152559,3.3479492519883602,0.9864127486425209,0.1182344282896981,-0.02761712326255239,0.00033411073656437057,-0.1332919193176811,-3.447853771339746,-3.7779025928002845,-0.8358629106125652,-0.01010348020579507,-0.00047898014331484306
0.15,-0.008545962606559928,1.6470746011261803,-1.5341076040799313,0.008634198688015134,-0.0007955565499618203,-4.244123899895022e-06,-0.10111401648021076,0.8501538240295752,0.37377897999668047,0.08454717051370228,-0.008619622703927595,-4.8023254136004407e-05,-0.5281501017630399,3.009461564604451,0.7793138309638961,0.06688521241554213,-0.024010424179444545,0.00037677156673489656,-0.1351041753375826,-3.739868502205236,-3.86489541839921,-0.8518734661293111,-0.01006547153697044,-0.00048432044961484833
0.16,-0.009609556808886284,1.6558764134040893,-1.5302920041191344,0.009487878111009393,-0.0008848044672961122,-4.74260835541025e-06,-0.1063594202326356,0.8801812277908991,0.38155999607969304,0.08536794229942589,-0.008924791733429189,-4.984844555152284e-05,-0.5047234998109493,2.674392600896584,0.5771608136783648,0.017545707999429894,-0.02049054492719593,0.0004120886693739362,-0.13657653139619538,-4.029341497098071,-3.950346655862918,-0.8674725078247644,-0.009999197940763673,-0.000489247737935112
0.17,-0.010723279554537826,1.664945025487184,-1.5264187173618855,0.010344862026608446,-0.0009767968404590006,-5.257490605078445e-06,-0.11137227456515414,0.9068612083094804,0.38732867572488217,0.08569839155990538,-0.009199237316288836,-5.148822496681945e-05,-0.48058720716406916,2.343632244114498,0.38047756137083955,-0.029749678781446853,-0.01707640806127131,0.00044001183622219275,-0.13765500868063169,-4.315249153768371,-4.0340144919056184,-0.8826248049983372,-0.009902989751702635,-0.0004937595664169877
0.18,-0.011884734559917443,1.6742473949717562,-1.5225073218221963,0.01120043929980228,-0.0010712325351234298,-5.7870432316878505e-06,-0.1161455005379617,0.9302369484572202,0.3911395539689131,0.08555772731938331,-0.009443569466442916,-5.29552626609405e-05,-0.4557811652916102,2.018016063019122,0.18972814410895067,-0.0749662254326875,-0.013783705138160407,0.00046070283039126303,-0.1382908596717955,-4.596663496669514,-4.115679387565843,-0.8972992535848106,-0.009775685706863498,-0.0004978586294420755
0.19,-0.013091458687618272,1.683750994770589,-1.5185768043686443,0.01205009596456226,-0.0011678177955836784,-6.329681172580791e-06,-0.12067241277008277,0.9503599798832819,0.3930517453552004,0.08496566647599813,-0.009658526046024853,-5.426379408929405e-05,-0.43034999670775576,1.6983245876606556,0.005319434945882495,-0.11807238959182964,-0.010624809843975402,0.0004744885767246354,-0.13844119945334227,-4.872751238054518,-4.19514426180668,-0.9114688678751042,-0.009616622904055249,-0.0005015522859712648
0.2,-0.014340926350847346,1.6934238910764248,-1.514645520520503,0.01288951970764202,-0.0012662673005356185,-6.883971364752463e-06,-0.12494676632290748,0.9672896305835742,0.39312838481414053,0.08394237430797599,-0.009844950495194016,-5.5429019217167185e-05,-0.40434261144428185,1.3852830342877758,-0.17239625124145874,-0.15904216295911544,-0.007608895312977815,0.00048181757847373663,-0.13806953634092733,-5.142771933529614,-4.272234425464555,-0.9251107244918707,-0.009425618197454232,-0.0005048520177379895
0.21,-0.015630554347827334,1.7032348157779178,-1.51073115959653,0.013714603593544688,-0.0013663050020221385,-7.448637279538293e-06,-0.12896279969799887,0.9810924701492992,0.3914360923972974,0.08250838859026682,-0.010003770148652011,-5.646659147858303e-05,-0.3778117543749059,1.0795614437359262,-0.3431184439218766,-0.19785655364247257,-0.0047421748141145414,0.00048322116556237527,-0.1371461850941561,-5.4060753353002315,-4.346797285487447,-0.9382058634003267,-0.009202941959592767,-0.0005077728374409108
0.22,-0.01695770708157531,1.7131532333455533,-1.5068507149647041,0.014521448934825975,-0.0014676647613367367,-8.022559217218692e-06,-0.13271527337479763,0.9918417567635535,0.3880444631825915,0.08068453412812872,-0.010135975931459824,-5.739219376803983e-05,-0.3508135125414259,0.7817751955082429,-0.5065957145814954,-0.23450440666370387,-0.002028211350057152,0.0004792803706401838,-0.1356485510270801,-5.662098049105906,-4.418701841174823,-0.95073915099604,-0.008949285273728978,-0.0005103326665477192
0.23,-0.01831970211646851,1.7231494022420597,-1.503020459128043,0.015306367263728853,-0.001570090800299444,-8.60477117174144e-06,-0.1361995034893199,0.9996168896506391,0.38302558366612727,0.0784918328902877,-0.010242603896270722,-5.822119545227477e-05,-0.3234067993656644,0.4924858580642052,-0.6626227872863479,-0.26898272565057646,0.0005317408800491474,0.0004705986407244067,-0.13356127865080847,-5.9103596015144975,-4.48783799542622,-0.9626991104584288,-0.008665721718778236,-0.000512551701264618
0.24,-0.019713816020614814,1.733194430945039,-1.49925592336965,0.01606588140027448,-0.0016733379886685969,-9.194454996628079e-06,-0.1394113904146304,1.0045028702979457,0.3764535758392887,0.07595141365456289,-0.01032471883691529,-5.896838248866389e-05,-0.29565283044443946,0.21220233466929161,-0.8110375742617455,-0.30129662296247184,0.0029383883560003543,0.0004577801879726562,-0.1308762637651436,-6.150458023005317,-4.5541157048425145,-0.974077724602899,-0.00835366496783541,-0.0005144517837290546
0.25,-0.021137290442076857,1.7432603286987518,-1.4955718816701442,0.01679672564108264,-0.0017771719892320183,-9.79093251532987e-06,-0.1423474421462045,1.0065897753712687,0.3684041699505824,0.07308442408081584,-0.010383400056342139,-5.964775187017922e-05,-0.26761460346868376,-0.05861773639977453,-0.951718156059959,-0.3314589979624061,0.005194060353943097,0.0004414135205698111,-0.12759253289830677,-6.382065049317059,-4.617463992924258,-0.984870216416322,-0.008014823440633633,-0.0005160557936384703
0.26,-0.02258733836726681,1.7533200511371316,-1.4919823386031725,0.017495845114460493,-0.0018813692818248073,-1.039365612986869e-05,-0.14500479251899503,1.005972243837973,0.3589543066971664,0.0699119473377851,-0.010419729259278901,-6.0272361453882085e-05,-0.23935639269141046,-0.31956636843726427,-1.0845797307239957,-0.3594900218649002,0.0073023922639356975,0.0004220595431852492,-0.12371599845234668,-6.604921039103726,-4.677829850604636,-0.9950748123313122,-0.007651153231748766,-0.000517387073431602
0.27,-0.024061150511140997,1.7633475409411836,-1.4885005209101476,0.018160394362309068,-0.001985717086503351,-1.100219839521714e-05,-0.1473812143874187,1.0027489804051946,0.3481817693025024,0.06645492478485757,-0.010434780467854357,-6.0854226534845045e-05,-0.21094326632519406,-0.5702834401562774,-1.209571559119241,-0.38541649104606,0.009268036744084052,0.00040024355041284876,-0.11925910167684753,-6.818829700281913,-4.735177047974428,-1.0046924930955319,-0.007264810483262634,-0.0005184688978880244
0.28,-0.02555590179098648,1.773317763710971,-1.4851388724538346,0.018787735219424662,-0.002090013204627032,-1.1616240946483999e-05,-0.14947512798454818,0.9970222769787228,0.33616484563129656,0.0627340857115593,-0.010429611812368065,-6.14042551266858e-05,-0.18244063331622287,-0.8104547760465229,-1.3266739347591159,-0.40927109770378145,0.01109640619612251,0.0003764504280157066,-0.11424035855148759,-7.0236527108212226,-4.78948488034094,-1.0137267368339438,-0.0068581042874971115,-0.0005193239966977292
0.29,-0.02706875783841783,1.7832067392455537,-1.4819090522519915,0.019375434066824328,-0.002194065794853265,-1.2235563093317475e-05,-0.15128560474313504,0.9888975534582717,0.32298202018430056,0.05876988473996652,-0.010405259022623325,-6.193221468334753e-05,-0.15391382415278276,-1.039810130746654,-1.4358952063130694,-0.4310916565452212,0.012793447765122368,0.00035112241316220816,-0.10868382575127736,-7.219304312380864,-4.840746870753013,-1.022183258595263,-0.006433451097759512,-0.0005199741362596857
0.3,-0.028596881507515673,1.7929915684336717,-1.4788219352968466,0.019921258538598836,-0.002297693099180348,-1.2860030331805224e-05,-0.15281236690978417,0.9784829188117967,0.308711695514504,0.054582447177450796,-0.010362730432708288,-6.244672384877492e-05,-0.1254277087470247,-1.2581211127488983,-1.5372688798918008,-0.4509203179799437,0.01436545044695614,0.00032465882281962344,-0.10261850509133938,-7.405745947369932,-4.888969449862722,-1.0300697503289566,-0.005993331498727555,-0.0005204397647692724
0.31,-0.030137439340676905,1.8026504559638714,-1.4758876158736383,0.020423173762140003,-0.0024007231322798004,-1.3489582968739738e-05,-0.15405578331612318,0.9658887530199695,0.29343194232083974,0.050191522354116704,-0.010303003309945269,-6.295526369345135e-05,-0.09704635299686834,-1.4651990801972126,-1.6308508263518968,-0.46880279175710626,0.015818882778261267,0.0002974172344785142,-0.09607770524069822,-7.582981001929839,-4.934170632524688,-1.037395624865759,-0.005540250049217481,-0.0005207397226092517
0.32,-0.031687607957565714,1.812162729065428,-1.4731154131015167,0.02087933820992488,-0.0025029933455189973,-1.4124225006146475e-05,-0.1550168616888805,0.9512273101556711,0.27722027721215536,0.045616444778487635,-0.0102270213239197,-6.346420374067367e-05,-0.06883271439786506,-1.6608930386820964,-1.7167166164743186,-0.4847875996415052,0.017160258867091882,0.000269715678544169,-0.08909837913331399,-7.751049709203576,-4.976378708898891,-1.0441717670818664,-0.005076698764517851,-0.0005208910182133898
0.33,-0.03324458033642839,1.8215088524910832,-1.4705138784325429,0.021288099237799424,-0.0026043502753359793,-1.4764013394941285e-05,-0.15569723788626708,0.9346123425655088,0.2601534668973847,0.04087610278745424,-0.010135692981698195,-6.397883887948105e-05,-0.040848376033795285,-1.8450875678518255,-1.7949590040903742,-0.49892537137010784,0.018396030106560435,0.00024183548449552283,-0.08172045449339765,-7.910024259241399,-5.015630966064717,-1.0504102950230854,-0.00460512465869866,-0.0005209086679582142
0.34,-0.034805571960857075,1.8306704399496152,-1.4680908048590344,0.021647988380246393,-0.0027046491840231287,-1.5409047734688856e-05,-0.156099162442869,0.9161587458531926,0.2423073573508469,0.0359889142446968,-0.010029890868714916,-6.450343397475724e-05,-0.013153317424531899,-2.0177008004136634,-1.8656855742042135,-0.5112681945123043,0.019532499722332244,0.0002140244865841412,-0.07398617335232237,-8.060004154139433,-5.051972454312565,-1.0561243333579762,-0.004127901624164489,-0.000520805597275099
