time,q1,q2,q3,q4,q5,q6,dq1,dq2,dq3,dq4,dq5,dq6,ddq1,ddq2,ddq3,ddq4,ddq5,ddq6,tau1,tau2,tau3,tau4,tau5,tau6
0.0,0.0,1.57,-1.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.2217482511880124,-10.999472907045666,-0.31675337609695475,0.4846914346831781,-0.6459071920971482,-1.3899058108890472e-06,-0.5886809847724049,-10.18163109119964,-6.540162430753595,-1.4363024328613223,-0.05346506209042005,-0.0013617457098948713
0.01,-0.00042007466456005596,1.5689035758331804,-1.5700343695042902,4.2656926012227814e-05,-5.384152915345339e-05,-5.209408478829225e-07,-0.042007466456005595,-0.10964241668196682,-0.0034369504290222607,0.004265692601222781,-0.005384152915345339,-5.209408478829225e-05,-4.137855466525911,-10.782290481659007,-0.31570221465077,0.4286827903520418,-0.5396349025288139,-0.0052371121167160695,-0.5765612828854572,-10.074652821940406,-6.500891724920692,-1.4281770499256545,-0.05251679983851953,-0.0013472227022165314
0.02,-0.0012515428413889188,1.5667324027485652,-1.5701032299979756,0.00012348606066393835,-0.00015481359433357724,-1.5822700107753883e-06,-0.08314681768288629,-0.2171173084615311,-0.006886049368527836,0.008082913465171053,-0.010097206518012384,-0.00010613291628924659,-4.045529825905941,-10.550686133859521,-0.3127451435039248,0.38469775919000426,-0.47371109308001635,-0.005522090630849519,-0.5587668086610953,-9.950111634575297,-6.453609726464579,-1.4183436519381962,-0.05121134089726922,-0.0013295480045389134
0.03,-0.002485017784552802,1.5635095863633064,-1.5702064332216157,0.0002389415340474308,-0.00029864554443387623,-3.150097316974265e-06,-0.12334749431638832,-0.32228163852587244,-0.01032032236401637,0.011545547338349244,-0.0143831950100299,-0.00015678273061988767,-3.9459833999333687,-10.305018707369662,-0.3067870724374835,0.35027736337600857,-0.43302974554390516,-0.005341622406482394,-0.5357206290285927,-9.808198509487006,-6.3985402741987185,-1.4068577263547952,-0.04956650843163871,-0.0013088532213010589
0.04,-0.004110475628540881,1.5592596291883367,-1.570343470841677,0.0003862319484898983,-0.0004825954533407305,-5.198024288019265e-06,-0.1625457843988079,-0.42499571749696796,-0.013703762006140218,0.014729041444246745,-0.018394990890685428,-0.0002047926971045,-3.8399080254428775,-10.045658896787955,-0.29693544208691947,0.32356895287534826,-0.4084607767783197,-0.00530881148064033,-0.5079006415348728,-9.64910654055383,-6.335916148936196,-1.3937771881233563,-0.04760070769768345,-0.001285246773075882
0.05,-0.006117293330806257,1.5540083954394843,-1.570513399899595,0.0005631821109497818,-0.0007048964066893909,-7.71133900335712e-06,-0.20068177022653755,-0.5251233748852326,-0.01699290579180737,0.01769501624598835,-0.022230095334866036,-0.0002513314715337856,-3.727691049358334,-9.77300182618411,-0.28246213563143385,0.30318005248477675,-0.3944599651378482,-0.005471169542294874,-0.4758329372128972,-9.473037802801304,-6.265980709471793,-1.3791627036489786,-0.04533297034491325,-0.0012588234505879004
0.06,-0.008494269040146949,1.5477830730077855,-1.5707147812802704,0.0007681295502214439,-0.0009644187085910267,-1.068449726245544e-05,-0.23769757093406924,-0.6225322431698784,-0.02013813806753838,0.020494743927166218,-0.025952230190163572,-0.0002973158259098319,-3.6095429798724443,-9.487477067830488,-0.26277559602321787,0.2880647577270352,-0.3876497953820497,-0.005810559894705136,-0.44008545713171476,-9.280210047872961,-6.188989286619155,-1.3630779421805153,-0.042783066222726235,-0.0012296713346546518
0.07,-0.011229632561231898,1.5406121316861403,-1.570945629230091,0.0009998471406507008,-0.0012604627296569648,-1.4118826062485069e-05,-0.273536352108495,-0.7170941321645243,-0.023084794982062357,0.023171759042925684,-0.029604402106593816,-0.00034343288000296293,-3.485573130492726,-9.189556610270943,-0.23740077072696764,0.27743672954362,-0.38596604577478466,-0.0063130114096541234,-0.40126153416822685,-9.070863281718562,-6.105210365879913,-1.3455897635454173,-0.03997164409004474,-0.0011978772613550387
0.08,-0.014311050455786185,1.532525276929276,-1.5712033705419217,0.0012574851976847317,-0.0015926309106121263,-1.8021036676653904e-05,-0.30814178945542875,-0.8086854756864238,-0.02577413118308121,0.025763805703403087,-0.033216818095516146,-0.0003902210614168833,-3.3558343892715405,-8.87976103674965,-0.20596484571177953,0.27070274390537463,-0.388141513213208,-0.006974893540252491,-0.3599930479826345,-8.84526618718103,-6.014926559190145,-1.326768344571123,-0.036920375871107844,-0.0011635314270111077
0.09,-0.01772562845913819,1.5235533985841507,-1.5714848124524865,0.0015405279740530148,-0.0019607477124439173,-2.2402341280165152e-05,-0.34145780033520035,-0.8971878345125454,-0.028144191056480798,0.02830427763682831,-0.03681168018317912,-0.0004381304603511249,-3.2203495998931806,-8.55866411382833,-0.16818718063561278,0.2674119682618681,-0.39339189125229623,-0.0078010877283887226,-0.3169330185585838,-8.60372234956667,-5.918435369475027,-1.3066872471279187,-0.033652086958850004,-0.0011267314224657995
