t,Speed,accx,accy,yaw_rate,steering_angle,current
0.0,5753.0,0.11327620639971477,-0.0024436383664230635,5.24902343294767,0.2225964665412902,1.25
0.05,5916.211908069796,0.07766200506356916,0.11972514846367693,40.48671526666978,0.22505331364647016,1.2049297336755598
0.1,6065.321428571428,0.06128716639024344,0.19664038685120408,61.45307131146241,0.21558533900801058,1.049732142857143
0.15000000000000002,6190.025513528997,0.05386163651057771,0.20883031328113613,68.34020396328478,0.19797264818705254,0.9556355346550015
0.2,6277.825238071117,0.04622934775617001,0.182945983409475,68.72069262981488,0.18074625556787996,0.9002118326410697
0.25,6344.128132382231,0.0427919838466256,0.14989479172497425,65.55829085259109,0.15884786506495174,0.8195625086849785
0.30000000000000004,6385.08313786628,0.020038340719369465,0.12145697660043311,59.84976853819872,0.13543191519613287,0.799802052699335
0.35000000000000003,6438.526281930436,-0.004276043872132106,0.10638873695792407,52.02455688759863,0.11662227615657565,0.7149585022151003
0.4,6493.097909547265,-0.0055884751078253215,0.09101920392707288,43.54424523772501,-0.2466810882488417,0.620054394192925
0.45,6516.999395399367,0.00030611419974143966,0.04095788318609224,31.224272985561086,-0.2630419004280898,0.6350011336261867
0.5,6542.990070888412,0.0005299575841529783,-0.031875036996192804,4.394887267457481,-0.2775317896663463,0.5503971644634849
0.55,6539.1160322073465,-0.01655171685151098,-0.07383167927945322,-34.51904066295684,-0.27953746386857087,0.5901933870122444
0.6000000000000001,6501.022306643993,-0.031631500107881905,-0.1141550144803939,-66.52013142341647,-0.26560107381870124,0.6099302917375209
0.65,6477.510506786564,-0.020230984899748325,-0.18703835524866508,-79.2720615511289,-0.24624135421551407,0.6147679514606524
0.7000000000000001,6464.973669201521,-0.006892239315868363,-0.21696844535136048,-79.244925193574,-0.22029276349748067,0.5503159695817489
0.75,6430.300324985662,-0.017236601257094874,-0.1753579961160393,-73.50811948413826,-0.1909552786873661,0.6153003249856623
0.8,6469.990894744393,-0.030786473301059852,-0.13393018529821632,-65.67316718898297,-0.16563888281242675,0.5
0.8500000000000001,6444.500566438518,-0.019960947710998548,-0.14060679602810203,-59.44364251361405,-0.1396508252987812,0.5150033986311068
0.9,6437.122937613924,-0.0057760237663243095,-0.16416839099878897,-52.873103665022555,-0.10981066564796718,0.52
0.9500000000000001,6402.511392674365,-0.017367389240327373,-0.17020491312060926,-45.20168078373405,-0.08487176050303605,0.5349837247509072
