t,Speed,accx,accy,yaw_rate,steering_angle,current
0.0,2.0,-0.025862030948983594,-0.003913709694196305,1.4038085940925131,0.0,0.0
0.05,0.49272703539770557,-0.025394521462485865,-0.005815619932658164,1.383938951398638,0.0,0.0
0.1,0.08794342472650651,-0.025573603270704542,-0.006602683672069754,1.3901896642639786,0.0007432381078700311,0.0
0.15000000000000002,-0.4852313816944053,-0.024591148666625477,-0.0064929044803710345,1.3775266965469688,0.0015010598850610632,0.0
0.2,0.005805459896807141,-0.021796265221781692,-0.006858790874430677,1.3901091283794305,0.0022588816622520947,0.0
0.25,0.0,-0.014444210604862843,-0.011247211659109408,1.3805888179812138,0.0030167034394431263,0.0
0.30000000000000004,-1.99992522217642,0.010615695509995438,-0.02422664427077111,1.472263886550678,0.003063110557106054,0.0
0.35000000000000003,310.0176979631194,0.09670506854452902,-0.05449096323261133,1.720400238267449,0.00299201738973206,0.9022055200674949
0.4,751.3125249670029,0.22168709350120708,-0.08170146241371945,1.642842636999724,0.0025308470022151848,1.7565533271816198
0.45,937.815318182356,0.2692303855826619,-0.05625089564740095,1.5256138350024897,0.0023256343897258367,3.462307783311841
0.5,1198.904256026758,0.23719334400324837,-0.003944455643553557,1.6505739682220382,0.002389051976077418,2.1359824779786964
0.55,1580.9147795517802,0.20831389311658993,0.02521277920608944,1.4330591700326223,0.003496428333643273,1.886864736422375
0.6000000000000001,2007.5874954020285,0.18833697723109866,0.037021829211040455,0.7910467564808997,0.004186463426746424,1.630901598679556
0.65,2476.3536805562107,0.15849566229054024,0.025403966288924044,-0.276334788444475,0.0036535245211966713,1.4024054224880427
0.7000000000000001,2849.9345992719464,0.12445059075591712,0.005415523041788977,-0.8623939021635639,0.0031828056304661623,1.27
0.75,3302.325894144794,0.09337635249233711,0.01554782901082025,-1.50891901748617,0.0034515218801186224,1.4773080713392943
0.8,3580.3264224327795,0.07502139293134183,0.046254996089210534,-2.027742371809473,0.0035122343427782575,1.193576048959241
0.8500000000000001,3913.863102303835,0.07827420808860025,0.05520026909050964,-0.4289082616294035,0.0015913119172198448,1.6625684488480825
0.9,4128.579249523162,0.09113388379802054,0.025954799216710976,1.3711143517865425,0.0003945778303959257,1.1813589787169754
0.9500000000000001,4384.4148510549885,0.09081109853644037,0.005735620191974069,1.5291314819859614,0.0013830151049528372,1.0466927784808928
1.0,4732.384988647552,0.07748032190770368,0.018810863242966203,0.9491412069395191,0.003253481329996261,1.7079685145371617
1.05,4829.0411873973,0.08161035860872749,0.011792218442960332,0.5577849466875858,-0.0007400650900683482,1.0604235193255698
1.1,5023.615009609347,0.09055793886985868,-0.027895096286130305,1.1144806131880314,-0.0009226055548424057,0.9439933781135234
1.1500000000000001,5170.0867638144655,0.06803047723626064,-0.06396548300922447,2.5232083366420537,-0.00014834520952724216,0.8724819242053197
1.2000000000000002,5343.906268172935,0.04804361705585421,-0.062486425566042274,2.901702382567498,0.0008573700790450679,1.223186882120213
1.25,5461.412673955448,0.04781866572514225,-0.032173201583580585,2.1035319626668967,-0.0015668948388697628,0.9111047912534627
1.3,5588.36616826214,0.04494257200404333,-0.004216085660493047,0.23781205616583256,0.0032171549147648913,0.8304225544919068
