mass,diff_ratio,gear_ratio_1,gear_ratio_2,gear_ratio_3,gear_ratio_4,gear_ratio_5,Rr,steer_tau,L
982.0,5.12,2.21,1.67,1.25,1.0,0.82,0.33900002878573704,13.4,2.4
